asset,strategy,side,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,size,gross_pnl,fees,slippage,funding,net_pnl,capital_after,reason,hold_candles
SOLUSDT,P39_CAND_0551:ATR Expansion Long,Long,1614013200000,1614020400000,11.2,12.517551100785445,10.231624661807274,12.523813007289089,108.391,142.8107,1.2854,6.5427,0.0,141.5253,10079.641,TP Hit,2
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1614024000000,1614038400000,13.3,14.82425666648616,12.17621179802898,14.83167250273753,90.678,138.2165,1.2751,1.8875,-1.4885,138.43,10218.0709,TP Hit,4
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1614088800000,1614189600000,15.7,18.1133487704305,13.96171281769889,18.122409975418208,58.668,141.5863,0.9919,0.69,0.5833,140.0111,10358.0821,TP Hit,28
SOLUSDT,P39_CAND_0551:BB Expansion Short,Short,1614243600000,1614290400000,15.9,14.436861126530808,16.902582661567035,14.42964630337912,12.508,18.3009,0.1897,0.4004,-0.0202,18.1314,10376.2134,TP Hit,13
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1614358800000,1614373200000,15.1,14.149411219953247,14.15648946468559,16.27545907682557,116.98,-111.1999,1.7108,5.8231,0.0,-112.9107,10263.3028,SL Hit,4
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1614542400000,1614571200000,13.3,14.374346798138586,12.480184951816128,14.381537566922045,128.95,138.537,1.7843,4.886,0.1689,136.5838,10399.8866,TP Hit,8
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1615482000000,1615482000000,14.7,15.276430016758573,14.184180121994826,15.284072052784964,225.878,130.2029,3.3855,13.901,0.0,126.8174,10526.704,TP Hit,0
SOLUSDT,P39_CAND_0551:Funding Reversal Short,Short,1615500000000,1615554000000,15.8,15.057603444190462,16.538521595012032,15.05007840498797,141.446,105.009,2.1823,1.8848,-3.0639,105.8906,10632.5945,TP Hit,15
SOLUSDT,P39_CAND_0551:BB Expansion Short,Short,1615557600000,1615579200000,15.2,14.388266578270208,15.83916125101994,14.381076040250084,174.202,141.4056,2.5772,6.7225,-2.3582,141.1866,10773.7811,TP Hit,6
SOLUSDT,P39_CAND_0551:ATR Expansion Short,Short,1616450400000,1616544000000,14.9,13.908665754141563,15.608523402204522,13.901714896693218,157.806,156.4385,2.2731,5.7837,-0.8579,155.0233,10928.8044,TP Hit,26
SOLUSDT,P39_CAND_0551:BB Expansion Long,Long,1616749200000,1616763600000,14.2,13.604019882590064,13.610825295237682,15.032153756614331,183.685,-109.4726,2.5536,2.0032,0.0,-112.0262,10816.7782,SL Hit,4
SOLUSDT,P39_CAND_0551:Funding Reversal Short,Short,1616781600000,1616821200000,14.4,15.080562104778673,15.073025591982683,13.806374408017318,170.793,-116.2352,2.5175,8.2726,-0.7957,-117.9571,10698.8211,SL Hit,11
SOLUSDT,P39_CAND_0551:Funding Reversal Short,Short,1616868000000,1616886000000,15.9,16.579879956049446,16.571594158969962,15.218805841030042,158.174,-107.5393,2.5687,2.7342,0.0,-110.1081,10588.713,SL Hit,5
SOLUSDT,P39_CAND_0551:Funding Reversal Short,Short,1616922000000,1616932800000,17.8,18.49468596041878,18.485443238799384,17.078556761200616,150.527,-104.569,2.7317,4.2362,0.0,-107.3007,10481.4124,SL Hit,3
