month,pnl,trades,winners,losers,win_rate,profit_factor,gross_profit,gross_loss,fees,slippage,funding,status,table_type,year,positive_months,negative_months,zero_months
2022-11,-145.3597979797395,62,12.0,50.0,0.1935483870967742,0.24870417937233683,48.118980936267235,-193.47877891600672,34.1633711,32.82404965,-0.09357312025999999,negative,monthly,nan,nan,nan,nan
2022-12,-51.90071196741114,61,17.0,44.0,0.2786885245901639,0.5807773546978987,71.90155050343014,-123.80226247084128,44.491759550000005,40.57053294999999,0.0028524174119999857,negative,monthly,nan,nan,nan,nan
2023-01,-7.00865948735585,55,20.0,35.0,0.36363636363636365,0.9282159088810664,90.62661565659988,-97.63527514395575,26.86880795,24.07568975,0.4613515373560001,negative,monthly,nan,nan,nan,nan
2023-02,-67.7480813339615,57,13.0,44.0,0.22807017543859648,0.3264617160474662,32.837264663588215,-100.58534599754971,23.753437650000002,23.118206500000003,-0.003456316038000026,negative,monthly,nan,nan,nan,nan
2023-03,-63.844370660311874,67,19.0,48.0,0.2835820895522388,0.42168329010243677,46.55252703891003,-110.39689769922191,19.13398125,18.008994800000004,-0.01811058968800001,negative,monthly,nan,nan,nan,nan
2023-04,-41.37058690230064,61,19.0,42.0,0.3114754098360656,0.4613644764289031,35.43568578468814,-76.80627268698878,19.17108365,17.91616015,-0.19119674769900002,negative,monthly,nan,nan,nan,nan
2023-05,-30.47164146441786,67,19.0,48.0,0.2835820895522388,0.5660205556729961,39.74283957320809,-70.21448103762594,18.7119286,17.574440000000003,-0.090687135582,negative,monthly,nan,nan,nan,nan
2023-06,-22.08098111830081,67,22.0,45.0,0.3283582089552239,0.6908902766625131,49.353139037773104,-71.4341201560739,16.0828512,14.568033449999998,0.022529918301000013,negative,monthly,nan,nan,nan,nan
2023-07,-24.77677421205871,65,19.0,46.0,0.2923076923076923,0.536670176531059,28.69868313397505,-53.47545734603375,19.0315278,17.6072469,0.025446412058999987,negative,monthly,nan,nan,nan,nan
2023-08,-6.415425624636922,50,19.0,31.0,0.38,0.8361167541101682,32.73089216888308,-39.14631779352002,12.9480659,11.457851999999999,-0.007840275363000013,negative,monthly,nan,nan,nan,nan
2023-09,-13.15458264587771,64,18.0,46.0,0.28125,0.6270324050605307,22.11545910671109,-35.270041752588796,16.11152125,15.199442900000001,0.022961395878,negative,monthly,nan,nan,nan,nan
2023-10,-23.839474630587976,55,13.0,42.0,0.23636363636363636,0.4109466592936647,16.63135030693297,-40.470824937520945,10.120042900000001,9.650555100000002,-0.06296826941200001,negative,monthly,nan,nan,nan,nan
2023-11,-12.784312187766833,63,22.0,41.0,0.3492063492063492,0.6498203873210682,23.723558987156053,-36.50787117492289,9.335445099999998,8.740062499999999,-0.006732912233000009,negative,monthly,nan,nan,nan,nan
2023-12,2.8788572811340187,33,14.0,19.0,0.42424242424242425,1.1629865474977537,20.542016145050013,-17.663158863916,4.76665375,4.17908835,0.09518896886599998,positive,monthly,nan,nan,nan,nan
2024-01,-9.193748959999956,25,7.0,18.0,0.28,0.4898132071578217,8.826609640000024,-18.02035859999998,3.3658529500000003,3.03012495,-0.025803990000000002,negative,monthly,nan,nan,nan,nan
2024-02,-3.1991868125989087,29,9.0,20.0,0.3103448275862069,0.7944961922514975,12.368343773083012,-15.567530585681924,3.9775341500000003,3.5371046500000003,-0.094047337401,negative,monthly,nan,nan,nan,nan
2024-03,1.8114610047580468,6,3.0,3.0,0.5,2.6426730112808134,2.914213038984035,-1.1027520342259882,0.8102555,0.7403052,0.21208349524200001,positive,monthly,nan,nan,nan,nan
2024-04,2.110359812940038,5,3.0,2.0,0.6,2.1633256311486786,3.9244347000000355,-1.814074887059997,0.6535738,0.5284472,-0.00353361294,positive,monthly,nan,nan,nan,nan
2024-05,-5.468803629724016,18,6.0,12.0,0.3333333333333333,0.4225308482982401,4.001492079766001,-9.470295709490017,2.4433555499999997,2.31186815,-0.006851920275999998,negative,monthly,nan,nan,nan,nan
2024-06,-17.307605049219973,33,5.0,28.0,0.15151515151515152,0.1526581806764241,3.1181601550000346,-20.42576520422001,5.2623403500000006,5.092320650000001,0.09896469922000001,negative,monthly,nan,nan,nan,nan
2024-07,2.410972779999994,4,3.0,1.0,0.75,3.701036555486355,3.303582979999997,-0.8926102000000029,0.5119508,0.38092000000000004,-0.012523580000000001,positive,monthly,nan,nan,nan,nan
2024-08,-1.010739818583997,5,1.0,4.0,0.2,0.5568913373282416,1.2702804,-2.281020218583997,0.6210726,0.5608653,0.008467218584,negative,monthly,nan,nan,nan,nan
2024-09,-3.2147196613819764,14,4.0,10.0,0.2857142857142857,0.4917695071781716,3.1105986868600057,-6.325318348241982,1.7548906,1.6324645999999998,0.0032290613820000003,negative,monthly,nan,nan,nan,nan
2024-10,-5.196040409474003,19,7.0,12.0,0.3684210526315789,0.42190389862522987,3.792154454870007,-8.98819486434401,2.5669462,2.33566415,-0.016305790525999998,negative,monthly,nan,nan,nan,nan
2024-11,1.3040108000000057,1,1.0,0.0,1.0,0.0,1.3040108000000057,0.0,0.13758920000000002,0.06915500000000001,0.0,positive,monthly,nan,nan,nan,nan
2024-12,-0.719434286413006,6,2.0,4.0,0.3333333333333333,0.6627031134685695,1.4135064999999942,-2.132940786413,0.60728945,0.5559203500000001,0.041044836413,negative,monthly,nan,nan,nan,nan
2025-01,0.9324369056000494,7,4.0,3.0,0.5714285714285714,1.3511383007870184,3.5879060000000234,-2.655469094399974,0.7224808,0.57161605,0.0016822943999999992,positive,monthly,nan,nan,nan,nan
2025-02,2.3755771999999995,2,2.0,0.0,1.0,0.0,2.3755771999999995,0.0,0.2014228,0.10135565,0.0,positive,monthly,nan,nan,nan,nan
2025-03,-1.219083565231995,3,1.0,2.0,0.3333333333333333,0.4417962871086457,0.9648567008000059,-2.1839402660320006,0.5065277000000001,0.42129360000000005,0.007155865232,negative,monthly,nan,nan,nan,nan
2025-04,-0.5845443237600056,5,2.0,3.0,0.4,0.7761358353921582,2.026611976240006,-2.6111563000000118,0.8476825,0.6783001,0.010261823759999998,negative,monthly,nan,nan,nan,nan
2025-05,-7.353443454636972,17,4.0,13.0,0.23529411764705882,0.2352667567134337,2.2622539394430143,-9.615697394079985,1.7687261000000003,1.71799115,0.017717354637,negative,monthly,nan,nan,nan,nan
2025-06,-8.81192573739798,38,10.0,28.0,0.2631578947368421,0.365674123982079,5.079870373327014,-13.891796110724995,4.0259885,3.8140412500000003,-0.019462762602,negative,monthly,nan,nan,nan,nan
2025-07,-1.222884435345968,30,13.0,17.0,0.43333333333333335,0.8451536034515753,6.6745188146130126,-7.897403249958979,3.3710378500000004,3.1521978500000007,0.009146585346000005,negative,monthly,nan,nan,nan,nan
2025-08,-6.4138469607619975,17,2.0,15.0,0.11764705882352941,0.19691226134724407,1.5726365229999884,-7.986483483761985,1.9592229500000002,1.8425561000000001,-0.025075989238,negative,monthly,nan,nan,nan,nan
2025-09,-6.829773949469991,24,3.0,21.0,0.125,0.2570537689320976,2.3630500583360003,-9.19282400780599,2.7187388,2.5476302000000004,0.00943514947,negative,monthly,nan,nan,nan,nan
2025-10,0.2432433852870115,2,1.0,1.0,0.5,1.4722122524979475,0.7583579000000087,-0.5151145147129972,0.22458175000000002,0.16784285000000002,-0.002125135287,positive,monthly,nan,nan,nan,nan
2025-11,-0.5770179360000001,1,0.0,1.0,0.0,0.0,0.0,-0.5770179360000001,0.11048415,0.11048415,0.009033786,negative,monthly,nan,nan,nan,nan
nan,-7206.71208460077,707,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,yearly,2020,0.0,12.0,0.0
nan,-719.5688303370541,627,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,yearly,2021,4.0,8.0,0.0
nan,-1636.6903416450823,762,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,yearly,2022,1.0,11.0,0.0
nan,-310.6160329864427,704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,yearly,2023,1.0,11.0,0.0
nan,-37.673474229697746,165,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,yearly,2024,4.0,8.0,0.0
nan,-29.46126287171785,146,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,yearly,2025,3.0,8.0,0.0
