system,group,net_pnl,gross_profit,gross_loss,profit_factor,max_drawdown_pct,trades,win_rate,winning_trades,losing_trades,average_win,average_loss,expectancy,positive_months,negative_months,zero_months,best_month,worst_month,stress_pass_count,stress_fail_count,combined_adverse_pnl,combined_adverse_dd,live_known,trade_log_path,trade_log_hash,params,candidate_id,candidate_hash,family,execution_status,behavior_cluster,selection_status,registered_status
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 999.0, ""min_adx"": 12, ""min_atr_pct"": 0, ""min_expected_R"": 1.0, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1709,99d83abec00866e9,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,b0ace220757cda1b,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 999.0, ""min_adx"": 12, ""min_atr_pct"": 0, ""min_expected_R"": 1.1, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1710,b797090a02d5fbaa,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,b75d06231ea88fa5,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 999.0, ""min_adx"": 12, ""min_atr_pct"": 0, ""min_expected_R"": 1.1, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1711,004d67d0ee1d7c36,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,5f2a1d35803b4434,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 999.0, ""min_adx"": 12, ""min_atr_pct"": 0, ""min_expected_R"": 1.1, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1712,377a1a1121b580df,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,b5cd072cae58bfa9,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 999.0, ""min_adx"": 12, ""min_atr_pct"": 0, ""min_expected_R"": 1.1, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1713,5c23445c729d3555,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,3cf5a0396eadfdb9,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 999.0, ""min_adx"": 12, ""min_atr_pct"": 0, ""min_expected_R"": 1.1, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1714,f035cd52f410308d,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,188c1ee537cf7e97,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 999.0, ""min_adx"": 12, ""min_atr_pct"": 0, ""min_expected_R"": 1.2, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1715,d489eb3d0e945ce6,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,1891b45e7c958f9c,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.1, ""min_adx"": 15, ""min_atr_pct"": 0, ""min_expected_R"": 1.2, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1716,54783252a64d37c7,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,07ebbbd1599bfd7e,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.1, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.2, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1717,5f77ca9098ba2688,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,621adb3882074553,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.1, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.2, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1718,b5411dad553e224d,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,e7e285fb32a0edd7,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.1, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.2, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1719,3ad340600833143a,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,ed9ac120fafa9d8d,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.1, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.35, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1720,98f4a7c99631bc96,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,16229754e752a4ff,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.1, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.35, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1721,00848ef55c2cd80c,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,ecd8e09b12556beb,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.1, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1722,c56876a3917888ea,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,e92cfbdeac8af6aa,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.1, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1723,921e83c18c949073,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,2ac3a7caffbad338,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.1, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.35, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.5}",P36_CAND_1724,e1a50600fac181b1,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,b8155a448c2f24ed,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.1, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1725,ac4ee4a012a15654,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,a8057804008f0054,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.1, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1726,b48d07a43478de2f,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,55cd37534b3def45,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.12, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1727,73ddfbe3b93585c8,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,f7f9f5cfc3d4d345,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.12, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1728,7ee6dc1edd5aaf55,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,6ecabc6b707c55e4,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.12, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1729,0f01c7dc3903dc4e,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,95a6b11bee1547d1,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.12, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1730,533e0342d126ab34,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,4b4ce8746f4b2db8,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.12, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1731,4f396a9613ae82db,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,11448e31e3f6c963,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.12, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1732,8bcc7047fbcee5b0,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,d265f1ef4971af93,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.12, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1733,9292f2cd493be04a,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,0e2f3e8bb976b12b,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.12, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1734,2b6b79c9f3d98efe,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,bb5261c0ba62e8cf,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.12, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.7, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1735,c47b3dd3e6f0b309,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,c68b26b15c37722f,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.12, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1736,bb2382df747406a7,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,619259d4f4b1b1b8,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.12, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1737,8e988a711cfd5a7b,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,5232c254363f24bd,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1738,4f071389714f1ff5,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,5e525bef50b2ba91,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1739,96fd610ae2cd1311,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,34de3e8a5703be9d,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1740,c629cfa623a378b1,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,d0d442736216784a,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1741,e0eae7ae21db6455,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,44af5fe2df2b3f19,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.2, ""min_projected_net_R"": 0.9, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1742,8d6fa14949a39714,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,00989c8a32ae8241,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.2, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1743,a71d4450581a09e4,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,55f739b75709e769,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.2, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1744,10dd2bda04a182b1,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,d5251b994090139d,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.35, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1745,9f55f3b7cd60783e,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,8923ef6d79e009e4,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.35, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1746,8829de27c483f894,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,3e5ce60d52839ca9,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.35, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 0.0}",P36_CAND_1747,f28d7be02d518be3,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,59f0f0417d1565c6,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.35, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1748,73b0d4b3bcad3d6b,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,3fee75c0093adb08,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 22, ""min_atr_pct"": 0.35, ""min_expected_R"": 1.35, ""min_projected_net_R"": 1.1, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1749,860871e6b904ea86,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,84365c603cbc4fd9,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 22, ""min_atr_pct"": 0.35, ""min_expected_R"": 0.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1750,e2193ade79bb3507,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,017315698363f6d4,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 22, ""min_atr_pct"": 0.5, ""min_expected_R"": 0.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1751,20641a5f7d1aa0ae,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,07c6706f5bb1fdcd,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 22, ""min_atr_pct"": 0.5, ""min_expected_R"": 0.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1752,0b986732ffd109d3,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,34f911fc9172a6d4,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 22, ""min_atr_pct"": 0.5, ""min_expected_R"": 0.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1753,61ad86e7f662f101,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,8f2ca4a0f91d6851,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""ATR Expansion Long"", ""ATR Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 22, ""min_atr_pct"": 0.5, ""min_expected_R"": 0.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1754,11567ec820a66273,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,e13bb69538b7b2ee,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""Funding Reversal Long"", ""Funding Reversal Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 0, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1755,834bc8b66889891a,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,ad5987c2a30a0478,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 0, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.0, ""min_projected_net_R"": -999.0, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1756,03e0e169c9ddd6e1,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,a260250ece730e4e,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 0, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1757,341e57a38fdb3d98,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,0418df5bc4bdb4ea,,REGISTERED
,,,,,,,,,,,,,,,,,,,,,,,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.2, ""min_adx"": 0, ""min_atr_pct"": 0.5, ""min_expected_R"": 1.0, ""min_projected_net_R"": 0.5, ""off_hours_min_expected_R"": 1.35}",P36_CAND_1758,d6adedb9bae626d5,strategy1_guarded_expansion,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,09293d470e81a35d,,REGISTERED
