candidate_id,candidate_hash,family,params,registered_status,execution_status,behavior_cluster
P37_CAND_0000,cffa8f8e82fa4785,phase37_focused_strategy1_guard,"{""allowed_sessions"": null, ""allowed_sources"": null, ""disallowed_sources"": [], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.0, ""min_projected_net_R"": 0.7, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0}",REGISTERED,UNEXECUTED,4c87eee89db63098
P37_CAND_0001,0ec0bfe1e66183d0,phase37_focused_strategy1_guard,"{""allowed_sessions"": null, ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.0, ""min_projected_net_R"": 0.7, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0}",REGISTERED,UNEXECUTED,7612554c172a8135
P37_CAND_0002,59cf705e99d039b4,phase37_focused_strategy1_guard,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.0, ""min_projected_net_R"": 0.7, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0}",REGISTERED,UNEXECUTED,0b5a2d50e359d3d0
P37_CAND_0003,f13a27fcb114c2d4,phase37_focused_strategy1_guard,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.0, ""min_projected_net_R"": 0.7, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.2}",REGISTERED,UNEXECUTED,bafdfd4368e1ab7b
P37_CAND_0004,4607c0168ac8eb20,phase37_focused_strategy1_guard,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.0, ""min_projected_net_R"": 0.7, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.2}",REGISTERED,UNEXECUTED,f9b2bae5746e2501
P37_CAND_0005,ecb59ba4e6aef04c,phase37_focused_strategy1_guard,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 12, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.0, ""min_projected_net_R"": 0.7, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.2}",REGISTERED,UNEXECUTED,cfb448379b1c2a93
P37_CAND_0006,fe8841270e7b63fa,phase37_focused_strategy1_guard,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 12, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.0, ""min_projected_net_R"": 0.7, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.35}",REGISTERED,UNEXECUTED,dbb9d95ba1bc5cb4
P37_CAND_0007,4659629da30d7597,phase37_focused_strategy1_guard,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 12, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.02, ""min_projected_net_R"": 0.7, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.35}",REGISTERED,UNEXECUTED,543ff4a34af04031
P37_CAND_0008,a1586bc11e0a3801,phase37_focused_strategy1_guard,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 12, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.02, ""min_projected_net_R"": 0.7, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.35}",REGISTERED,UNEXECUTED,e9aa5f8b39b27c19
P37_CAND_0009,b4c1ab31fe9ea4f4,phase37_focused_strategy1_guard,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 12, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.02, ""min_projected_net_R"": 0.7, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.45}",REGISTERED,UNEXECUTED,d71857ff5223ab91
P37_CAND_0010,597b96e499ef3377,phase37_focused_strategy1_guard,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 15, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.02, ""min_projected_net_R"": 0.7, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.45}",REGISTERED,UNEXECUTED,cba113e258d8abb0
P37_CAND_0011,15a02eb88dca7429,phase37_focused_strategy1_guard,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.02, ""min_projected_net_R"": 0.7, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.45}",REGISTERED,UNEXECUTED,8a7f5d9b4bb6e5d0
P37_CAND_0012,cc8640780efb4b9f,phase37_focused_strategy1_guard,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.02, ""min_projected_net_R"": 0.7, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.55}",REGISTERED,UNEXECUTED,33af731d7d1384c4
P37_CAND_0013,c98054825bd32c24,phase37_focused_strategy1_guard,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.02, ""min_projected_net_R"": 0.7, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.55}",REGISTERED,UNEXECUTED,c2d4302147959fc0
P37_CAND_0014,11866de21f23334b,phase37_focused_strategy1_guard,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.025, ""min_projected_net_R"": 0.7, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.55}",REGISTERED,UNEXECUTED,e9bd8a5ab120a44c
P37_CAND_0015,1ac5906746e7f314,phase37_focused_strategy1_guard,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 999.0, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.025, ""min_projected_net_R"": 0.7, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.65}",REGISTERED,UNEXECUTED,61bfbe5d08f45ed7
