strategy,entry_time,entry_datetime,exit_time,exit_datetime,side,entry_price,exit_price,raw_exit_price,stop_loss,take_profit,size,gross_pnl,fees,entry_slippage,exit_slippage,slippage,funding,net_pnl,capital_after,reason,R,hold_candles,is_limit,is_fallback_market,is_partial_fill,is_adverse_selection,exit_datetime_parsed,month,entry_datetime_parsed,session,same_candle,source_sleeve
STRAT6_P35_LOW_R_FRICTION,1581948000000,2020-02-17 14:00:00+00:00,1581955200000,2020-02-17 16:00:00+00:00,Short,9545.2,9718.460070236988,9713.603268602687,9713.603268602687,9345.47341424664,0.611,-105.86190291479924,5.8850481514574,2.926689999999422,2.967505798558228,5.89419579855765,-5.3636949784756,-106.38325608778104,9893.61674391222,SL Hit,-1.0288403050285218,2,False,False,False,False,2020-02-17 16:00:00,2020-02,2020-02-17 14:00:00,NEW_YORK,False,STRAT6_P35_LOW_R_FRICTION
STRAT6_P35_LOW_R_FRICTION,1582732800000,2020-02-26 16:00:00+00:00,1582732800000,2020-02-26 16:00:00+00:00,Short,8999.6,8760.961845358333,8756.583553581544,9202.365157134764,8756.583553581544,0.499,119.0804391661918,4.4312601804169045,2.235519999999782,2.184767596617916,4.4202875966176975,-1.7370076866720001,116.38618667244688,10010.002930584667,TP Hit,1.1769189441313206,0,False,False,False,False,2020-02-26 16:00:00,2020-02,2020-02-26 16:00:00,NEW_YORK,True,STRAT6_P35_LOW_R_FRICTION
STRAT6_P35_LOW_R_FRICTION,1582894800000,2020-02-28 13:00:00+00:00,1582894800000,2020-02-28 13:00:00+00:00,Short,8525.7,8708.431559055953,8704.079519296305,8704.079519296305,8313.36810087962,0.576,-105.25337801622831,4.963429889008115,2.4767999999995807,2.506774901557015,4.9835749015565955,0.0,-110.21680790523642,9899.78612267943,SL Hit,-1.0243976426039048,0,False,False,False,False,2020-02-28 13:00:00,2020-02,2020-02-28 13:00:00,NEW_YORK,True,STRAT6_P35_LOW_R_FRICTION
STRAT6_P35_LOW_R_FRICTION,1583982000000,2020-03-12 03:00:00+00:00,1583996400000,2020-03-12 07:00:00+00:00,Short,7644.8,7401.408848907758,7397.709993910803,7849.402004871357,7397.709993910803,0.493,119.9918374884756,3.708890481255762,1.888189999999964,1.823535513498643,3.711725513498607,0.0,116.28294700721983,10016.06906968665,TP Hit,1.189583412172691,4,False,False,False,False,2020-03-12 07:00:00,2020-03,2020-03-12 03:00:00,OFF_HOURS,False,STRAT6_P35_LOW_R_FRICTION
STRAT6_P35_LOW_R_FRICTION,1584230400000,2020-03-15 00:00:00+00:00,1584273600000,2020-03-15 12:00:00+00:00,Short,5164.6,5517.648630267866,5514.891184675528,5514.891184675528,4732.1585191555905,0.288,-101.67800551714527,1.5382438027585725,0.7516799999999056,0.7941443305932625,1.545824330593168,1.5350501635488,-104.75129948345264,9911.317770203199,SL Hit,-1.007871866929486,12,False,False,False,False,2020-03-15 12:00:00,2020-03,2020-03-15 00:00:00,OFF_HOURS,False,STRAT6_P35_LOW_R_FRICTION
STRAT6_P35_LOW_R_FRICTION,1584356400000,2020-03-16 11:00:00+00:00,1584360000000,2020-03-16 12:00:00+00:00,Short,4428.9,4782.906013131423,4780.515755253796,4780.515755253796,3996.557805932756,0.284,-100.53770772932414,1.3080764538646619,0.6389999999999999,0.6788332372460499,1.3178332372460497,0.0,-101.84578418318881,9809.471986020011,SL Hit,-1.006797925980028,1,False,False,False,False,2020-03-16 12:00:00,2020-03,2020-03-16 11:00:00,LONDON,False,STRAT6_P35_LOW_R_FRICTION
STRAT6_P35_LOW_R_FRICTION,1588654800000,2020-05-05 05:00:00+00:00,1588672800000,2020-05-05 10:00:00+00:00,Long,9054.5,8866.39301049678,8870.828424709134,8870.828424709134,9273.964469113582,0.547,-102.89452325826116,4.90136423837087,2.4615,2.426171574157563,4.887671574157563,0.49345143500000005,-108.28933893163202,9701.182647088379,SL Hit,-1.024148615295153,5,False,False,False,False,2020-05-05 10:00:00,2020-05,2020-05-05 05:00:00,OFF_HOURS,False,STRAT6_P35_LOW_R_FRICTION
STRAT6_P35_LOW_R_FRICTION,1590364800000,2020-05-25 00:00:00+00:00,1590426000000,2020-05-25 17:00:00+00:00,Short,8707.0,8895.707919962664,8891.262288818256,8891.262288818256,8486.504638977181,0.27,-50.95113838991933,2.3763655691949603,1.1799000000002162,1.2003204089902284,2.3802204089904446,0.043116628049999994,-53.3706205871643,9647.812026501213,SL Hit,-1.0241266467106198,17,False,False,False,False,2020-05-25 17:00:00,2020-05,2020-05-25 00:00:00,OFF_HOURS,False,STRAT6_P35_LOW_R_FRICTION
STRAT6_P35_LOW_R_FRICTION,1595815200000,2020-07-27 02:00:00+00:00,1595818800000,2020-07-27 03:00:00+00:00,Long,10098.2,10269.41547754728,10274.552753924241,9948.549796860609,10274.552753924241,0.333,57.01475402324394,3.3912079770116224,1.6816500000003636,1.71071303352814,3.3923630335285035,0.0,53.62354604623232,9701.435572547447,TP Hit,1.1441045448351315,1,False,False,False,False,2020-07-27 03:00:00,2020-07,2020-07-27 02:00:00,OFF_HOURS,False,STRAT6_P35_LOW_R_FRICTION
STRAT6_P35_LOW_R_FRICTION,1596042000000,2020-07-29 17:00:00+00:00,1596067200000,2020-07-30 00:00:00+00:00,Long,11286.2,11026.557909946403,11032.073946919862,11032.073946919862,11591.257566350174,0.39,-101.2604151209031,4.350987792439549,2.187900000000227,2.1512544196488306,4.3391544196490575,2.676680699901,-108.28808361324366,9593.147488934204,SL Hit,-1.0217059089636866,7,False,False,False,False,2020-07-30 00:00:00,2020-07,2020-07-29 17:00:00,NEW_YORK,False,STRAT6_P35_LOW_R_FRICTION
