system,status,net_pnl,trades,profit_factor,max_dd_pct,positive_months,negative_months,zero_months,win_rate,winners,losers,average_winner,average_loser,expectancy,avg_r,best_trade,worst_trade,combined_adverse,trade_log_hash,rule_note,teacher_time_side_match_rate,missing_teacher_time_side,extra_live_time_side
b_proxy_phase12_cfg,ENGINE_EXECUTED_LIVE_KNOWN_REBUILD,2663.803301209767,336,1.1330213313684476,9.353015750271965,39,30,9,0.49107142857142855,165,171,137.51022881825372,-117.10751142574325,7.927986015505259,0.12550980176001417,170.87151128126612,-168.9763734071027,-1729.3096294596546,b8c9fffa7a431d26664ff146d7db44f56594aeb42978173de6e7b6b056833c06,Phase 12 A config as B-rescue proxy.,0.40865384615384615,246,166
b_rescue_expected_r_session,ENGINE_EXECUTED_LIVE_KNOWN_REBUILD,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,B rescue gated by live expected-R/session/funding.,0.0,416,0
b_rescue_adx_shape,ENGINE_EXECUTED_LIVE_KNOWN_REBUILD,3424.550802646084,331,1.17261642995958,7.394406622349011,43,26,9,0.4984894259818731,165,166,140.9916891721839,-119.51251753472444,10.34607493246551,0.14279900232694895,181.55098073634522,-168.9763734071027,-1342.5755235921156,8256653baa242d9f64b38be2247a55790ea08528305e633f74c033b65ba53926,B rescue gated by live ADX and candle shape.,0.3870192307692308,255,170
