candidate_id,family,params_hash,params,net_pnl,gross_profit,gross_loss,profit_factor,max_drawdown_pct,trades,win_rate,winning_trades,losing_trades,average_win,average_loss,expectancy,positive_months,negative_months,zero_months,best_month,worst_month,score,status
P43_CAND_0010,projected_R_funding_adx,f2113fc71c6f615b,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 15, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.85, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",9479.99,30427.8,20947.81,1.4526,7.9369,324,0.5556,180,144,169.04,-145.47,29.26,47,24,0,902.71,-586.97,0.540291,EXECUTED
P43_CAND_0011,projected_R_funding_adx,3f5c9703e74ce1e5,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.85, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",9094.45,29574.31,20479.86,1.4441,7.9331,319,0.5549,177,142,167.09,-144.22,28.51,47,23,0,884.55,-580.0,0.534101,EXECUTED
P43_CAND_0012,projected_R_funding_adx,3055b1c6689ff6c9,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 20, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.85, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8331.6,27388.05,19056.45,1.4372,7.9418,301,0.5548,167,134,164.0,-142.21,27.68,45,24,0,861.07,-557.51,0.511134,EXECUTED
P43_CAND_0013,projected_R_funding_adx,8f7aa28231017827,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.85, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8132.83,26160.86,18028.03,1.4511,7.939,294,0.5544,163,131,160.5,-137.62,27.66,46,23,0,844.47,-545.41,0.51051,EXECUTED
P43_CAND_0014,projected_R_funding_adx,c8fd840ff35e9f3a,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 25, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.85, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",4863.2,20815.38,15952.19,1.3049,9.3294,268,0.5336,143,125,145.56,-127.62,18.15,43,25,0,587.21,-492.55,0.404727,EXECUTED
P43_CAND_0015,projected_R_funding_adx,5598b4afafdabd0f,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 15, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.85, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",9284.52,29112.87,19828.35,1.4682,7.9376,307,0.557,171,136,170.25,-145.8,30.24,47,24,0,892.99,-580.07,0.534534,EXECUTED
P43_CAND_0016,projected_R_funding_adx,70078371b55ace22,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.85, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",9000.89,28302.79,19301.9,1.4663,7.9463,302,0.5563,168,134,168.47,-144.04,29.8,46,24,0,877.67,-576.74,0.527585,EXECUTED
P43_CAND_0017,projected_R_funding_adx,422de2f077ad7509,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 20, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.85, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8403.05,26453.09,18050.04,1.4655,7.9432,285,0.5579,159,126,166.37,-143.25,29.48,45,24,0,867.95,-559.26,0.512179,EXECUTED
P43_CAND_0018,projected_R_funding_adx,d6f262e32e2a3bb3,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.85, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8551.21,25951.13,17399.92,1.4915,7.94,278,0.5612,156,122,166.35,-142.62,30.76,48,21,0,861.07,-557.51,0.526374,EXECUTED
P43_CAND_0019,projected_R_funding_adx,ed7b8a29d02acb4f,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 25, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.85, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",5318.1,20703.13,15385.03,1.3457,8.973,253,0.5415,137,116,151.12,-132.63,21.02,45,23,0,602.44,-509.96,0.425135,EXECUTED
P43_CAND_0020,projected_R_funding_adx,9cd0355d52e09310,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.15, ""min_adx"": 15, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",9953.39,31241.22,21287.82,1.4676,8.8932,323,0.5573,180,143,173.56,-148.87,30.82,44,27,0,947.5,-600.81,0.531496,EXECUTED
P43_CAND_0021,projected_R_funding_adx,0db1cd3fd7bd4a77,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",9348.66,29743.3,20394.64,1.4584,8.8818,316,0.557,176,140,169.0,-145.68,29.58,44,26,0,921.3,-586.97,0.520529,EXECUTED
P43_CAND_0022,projected_R_funding_adx,8e2ec43c8aac0156,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.15, ""min_adx"": 20, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8929.73,28505.62,19575.89,1.4562,8.8838,305,0.5574,170,135,167.68,-145.01,29.28,43,26,0,892.99,-576.74,0.50971,EXECUTED
P43_CAND_0023,projected_R_funding_adx,f43eae3b1e519572,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8696.89,27284.83,18587.93,1.4679,9.5311,294,0.5578,164,130,166.37,-142.98,29.58,44,25,0,869.51,-560.77,0.500883,EXECUTED
P43_CAND_0024,projected_R_funding_adx,d5ac7387325e01bd,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.15, ""min_adx"": 25, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",4268.59,19590.67,15322.07,1.2786,12.0356,260,0.5269,137,123,143.0,-124.57,16.42,40,28,0,591.53,-475.15,0.351542,EXECUTED
P43_CAND_0025,projected_R_funding_adx,87f9a0430ccc5c3e,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0012, ""max_cost_to_risk"": 0.15, ""min_adx"": 15, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",10191.36,31312.21,21120.86,1.4825,8.881,316,0.5601,177,139,176.91,-151.95,32.25,46,25,0,959.68,-609.47,0.543134,EXECUTED
P43_CAND_0026,projected_R_funding_adx,891b67a1fe465cd2,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0012, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",9388.31,29539.42,20151.1,1.4659,8.8872,310,0.5581,173,137,170.75,-147.09,30.28,46,24,0,922.96,-588.72,0.527484,EXECUTED
P43_CAND_0027,projected_R_funding_adx,9cc97d56abc714b0,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0012, ""max_cost_to_risk"": 0.15, ""min_adx"": 20, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8959.07,28290.05,19330.98,1.4635,8.8813,299,0.5585,167,132,169.4,-146.45,29.96,44,25,0,892.99,-574.78,0.513185,EXECUTED
P43_CAND_0028,projected_R_funding_adx,d654048659f57312,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0012, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8557.55,26738.36,18180.81,1.4707,9.5233,287,0.5575,160,127,167.11,-143.16,29.82,45,24,0,861.07,-559.26,0.500388,EXECUTED
P43_CAND_0029,projected_R_funding_adx,a76d28fa930ccfb9,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0012, ""max_cost_to_risk"": 0.15, ""min_adx"": 25, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",4802.03,20414.19,15612.16,1.3076,12.0069,260,0.5308,138,122,147.93,-127.97,18.47,41,27,0,613.48,-492.55,0.368732,EXECUTED
P43_CAND_0030,projected_R_funding_adx,55f437fc83117956,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 15, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8550.09,28383.65,19833.56,1.4311,8.8803,309,0.5502,170,139,166.96,-142.69,27.67,46,25,0,881.1,-559.26,0.503775,EXECUTED
P43_CAND_0031,projected_R_funding_adx,dc815fefa8417bed,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",7785.65,26698.9,18913.25,1.4117,8.8853,303,0.5479,166,137,160.84,-138.05,25.7,46,24,0,847.06,-538.09,0.48863,EXECUTED
P43_CAND_0032,projected_R_funding_adx,1d005e67ac6cbf0b,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 20, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",7407.51,25580.99,18173.47,1.4076,8.8755,292,0.5479,160,132,159.88,-137.68,25.37,44,25,0,818.15,-531.4,0.475222,EXECUTED
P43_CAND_0033,projected_R_funding_adx,25954697e9ceeee4,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",7030.77,24127.23,17096.46,1.4112,9.5209,280,0.5464,153,127,157.69,-134.62,25.11,45,24,0,793.11,-512.27,0.462526,EXECUTED
P43_CAND_0034,projected_R_funding_adx,04cfbc2eb63a9cfd,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 25, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",3967.78,18989.24,15021.46,1.2641,12.0303,255,0.5216,133,122,142.78,-123.13,15.56,41,27,0,590.36,-464.37,0.346463,EXECUTED
P43_CAND_0035,projected_R_funding_adx,6129aeb4049fa0b6,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 15, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",9850.74,29761.41,19910.68,1.4947,8.8873,293,0.5597,164,129,181.47,-154.35,33.62,47,24,0,945.69,-599.3,0.536212,EXECUTED
P43_CAND_0036,projected_R_funding_adx,1067df5931da12a2,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",9244.92,28207.28,18962.36,1.4875,8.8857,287,0.5575,160,127,176.3,-149.31,32.21,46,24,0,913.28,-583.43,0.522191,EXECUTED
P43_CAND_0037,projected_R_funding_adx,3d46ce497fd75a20,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 20, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",9017.46,27356.62,18339.16,1.4917,8.8826,277,0.5596,155,122,176.49,-150.32,32.55,45,24,0,894.27,-578.14,0.516093,EXECUTED
