candidate_id,family,params_hash,params,net_pnl,gross_profit,gross_loss,profit_factor,max_drawdown_pct,trades,win_rate,winning_trades,losing_trades,average_win,average_loss,expectancy,positive_months,negative_months,zero_months,best_month,worst_month,score,status
P43_CAND_0092,projected_R_funding_adx,94bd8ccbfbefe9ba,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 20, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.05, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",7154.04,22610.61,15456.57,1.4628,8.888,247,0.5425,134,113,168.74,-136.78,28.96,43,25,0,819.43,-522.85,0.466547,EXECUTED
P43_CAND_0093,projected_R_funding_adx,a036589fbf25ed68,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.05, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",7256.96,22092.69,14835.73,1.4892,8.8929,240,0.5458,131,109,168.65,-136.11,30.24,43,25,0,809.71,-519.21,0.469797,EXECUTED
P43_CAND_0094,projected_R_funding_adx,e6ae74fbcb518808,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 25, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.05, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",4213.78,16836.3,12622.52,1.3338,9.5106,211,0.5213,110,101,153.06,-124.98,19.97,40,27,0,653.97,-473.11,0.37475,EXECUTED
P43_CAND_0095,projected_R_funding_adx,e946551e14112607,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 15, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.05, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8877.21,25527.36,16650.15,1.5332,8.8854,253,0.5534,140,113,182.34,-147.35,35.09,46,24,0,888.36,-571.45,0.51261,EXECUTED
P43_CAND_0096,projected_R_funding_adx,17479207e64797f4,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.05, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",7786.52,23568.2,15781.68,1.4934,8.8765,248,0.5444,135,113,174.58,-139.66,31.4,45,24,0,843.42,-538.09,0.485905,EXECUTED
P43_CAND_0097,projected_R_funding_adx,34673a78be21f733,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 20, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.05, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",7715.28,23102.85,15387.57,1.5014,8.8889,241,0.5477,132,109,175.02,-141.17,32.01,45,23,0,846.46,-538.09,0.48709,EXECUTED
P43_CAND_0098,projected_R_funding_adx,db752db9c8fe88e1,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.05, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",7610.59,22398.28,14787.69,1.5147,8.8818,234,0.5513,129,105,173.63,-140.84,32.52,45,23,0,826.31,-531.4,0.484997,EXECUTED
P43_CAND_0099,projected_R_funding_adx,4362e91aea0f0075,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 25, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.05, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",4595.59,17744.5,13148.91,1.3495,10.3208,214,0.528,113,101,157.03,-130.19,21.47,41,26,0,678.14,-485.92,0.379787,EXECUTED
P43_CAND_0100,projected_R_funding_adx,5f27e2e99ab3f136,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.15, ""min_adx"": 15, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",9334.63,26575.23,17240.61,1.5414,8.8835,259,0.556,144,115,184.55,-149.92,36.04,44,26,0,912.14,-583.43,0.517131,EXECUTED
P43_CAND_0101,projected_R_funding_adx,d66dad0e451b61a7,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8084.53,24356.89,16272.36,1.4968,8.868,254,0.5472,139,115,175.23,-141.5,31.83,43,26,0,860.36,-548.68,0.486824,EXECUTED
P43_CAND_0102,projected_R_funding_adx,74c4e2e282daaf44,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.15, ""min_adx"": 20, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8005.35,23875.64,15870.28,1.5044,8.8855,247,0.5506,136,111,175.56,-142.98,32.41,43,25,0,861.07,-546.92,0.487759,EXECUTED
P43_CAND_0103,projected_R_funding_adx,e1248e736fc31345,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8121.36,23346.89,15225.53,1.5334,8.8777,240,0.5542,133,107,175.54,-142.29,33.84,43,25,0,851.35,-543.39,0.491657,EXECUTED
P43_CAND_0104,projected_R_funding_adx,8a79b0d4bcb07b0e,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.15, ""min_adx"": 25, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",4882.67,17785.88,12903.21,1.3784,9.5272,211,0.5308,112,99,158.8,-130.34,23.14,40,27,0,685.97,-495.03,0.392421,EXECUTED
P43_CAND_0105,projected_R_funding_adx,fc21207c64b1dcc4,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0012, ""max_cost_to_risk"": 0.15, ""min_adx"": 15, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",9347.38,26593.39,17246.01,1.542,8.8788,259,0.556,144,115,184.68,-149.97,36.09,44,26,0,913.2,-583.43,0.517493,EXECUTED
P43_CAND_0106,projected_R_funding_adx,cec6ff430617f484,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0012, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8089.6,24360.6,16271.0,1.4972,8.877,254,0.5472,139,115,175.26,-141.49,31.85,43,26,0,860.36,-548.68,0.486875,EXECUTED
P43_CAND_0107,projected_R_funding_adx,120f9ed7d406caaa,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0012, ""max_cost_to_risk"": 0.15, ""min_adx"": 20, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8008.97,23877.81,15868.84,1.5047,8.8842,247,0.5506,136,111,175.57,-142.96,32.42,43,25,0,861.07,-546.92,0.487874,EXECUTED
P43_CAND_0108,projected_R_funding_adx,fb06298fcf300a82,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0012, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8122.44,23346.89,15224.45,1.5335,8.8771,240,0.5542,133,107,175.54,-142.28,33.84,43,25,0,851.35,-543.39,0.491694,EXECUTED
P43_CAND_0109,projected_R_funding_adx,ece0e43d1c61c695,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0012, ""max_cost_to_risk"": 0.15, ""min_adx"": 25, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",4892.23,17793.45,12901.21,1.3792,9.5224,211,0.5308,112,99,158.87,-130.32,23.19,40,27,0,685.97,-495.03,0.392741,EXECUTED
P43_CAND_0110,projected_R_funding_adx,ef01343c9bc31c31,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 15, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8279.03,24917.75,16638.72,1.4976,8.8927,257,0.5486,141,116,176.72,-143.44,32.21,44,26,0,862.8,-552.31,0.491147,EXECUTED
P43_CAND_0111,projected_R_funding_adx,ca8534a184d6f9ed,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",7104.04,22800.68,15696.64,1.4526,8.8811,252,0.5397,136,116,167.65,-135.32,28.19,43,26,0,813.0,-519.42,0.462263,EXECUTED
P43_CAND_0112,projected_R_funding_adx,3621b4ca2c351fb8,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 20, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",7029.31,22346.14,15316.83,1.4589,8.8864,245,0.5429,133,112,168.02,-136.76,28.69,43,25,0,814.54,-517.56,0.463279,EXECUTED
P43_CAND_0113,projected_R_funding_adx,0ea60b7aff62eacf,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",7138.5,21850.81,14712.32,1.4852,8.8796,238,0.5462,130,108,168.08,-136.23,29.99,43,25,0,802.83,-513.92,0.466761,EXECUTED
P43_CAND_0114,projected_R_funding_adx,0233939c2e204399,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.15, ""min_adx"": 25, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",4278.91,16907.53,12628.62,1.3388,9.4799,210,0.5238,110,100,153.7,-126.29,20.38,40,27,0,657.53,-475.15,0.376659,EXECUTED
P43_CAND_0115,projected_R_funding_adx,dace5579d9b1b12d,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 15, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8785.32,25313.5,16528.18,1.5315,8.8886,251,0.5538,139,112,182.11,-147.57,35.0,46,24,0,884.77,-566.16,0.51017,EXECUTED
P43_CAND_0116,projected_R_funding_adx,5c33f41051d52612,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",7656.82,23309.28,15652.46,1.4892,8.883,246,0.5447,134,112,173.95,-139.75,31.13,45,24,0,837.12,-536.7,0.482426,EXECUTED
P43_CAND_0117,projected_R_funding_adx,cb177cb77723f5f0,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 20, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",7590.94,22851.43,15260.49,1.4974,8.8914,239,0.5481,131,108,174.44,-141.3,31.76,45,23,0,841.63,-536.7,0.483778,EXECUTED
P43_CAND_0118,projected_R_funding_adx,44dc785948b9c420,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",7493.19,22149.76,14656.57,1.5113,8.8827,232,0.5517,128,104,173.04,-140.93,32.3,45,23,0,819.43,-526.11,0.4819,EXECUTED
P43_CAND_0119,projected_R_funding_adx,3250d34b2a8734f8,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_cost_to_risk"": 0.15, ""min_adx"": 25, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.1, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",4488.66,17524.12,13035.45,1.3443,10.288,212,0.5283,112,100,156.47,-130.35,21.17,40,27,0,673.7,-481.77,0.373723,EXECUTED
P43_CAND_0120,projected_R_funding_adx,130d85d1dd5c78a2,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.15, ""min_adx"": 15, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.15, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",9334.63,26575.23,17240.61,1.5414,8.8835,259,0.556,144,115,184.55,-149.92,36.04,44,26,0,912.14,-583.43,0.517131,EXECUTED
P43_CAND_0121,projected_R_funding_adx,d5b026f8635b6326,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.15, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8084.53,24356.89,16272.36,1.4968,8.868,254,0.5472,139,115,175.23,-141.5,31.83,43,26,0,860.36,-548.68,0.486824,EXECUTED
P43_CAND_0122,projected_R_funding_adx,b14c0f1910b1077a,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.15, ""min_adx"": 20, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.15, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8005.35,23875.64,15870.28,1.5044,8.8855,247,0.5506,136,111,175.56,-142.98,32.41,43,25,0,861.07,-546.92,0.487759,EXECUTED
P43_CAND_0123,projected_R_funding_adx,949f0c1a2431cde0,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.15, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8121.36,23346.89,15225.53,1.5334,8.8777,240,0.5542,133,107,175.54,-142.29,33.84,43,25,0,851.35,-543.39,0.491657,EXECUTED
P43_CAND_0124,projected_R_funding_adx,465116fe61bc2554,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.15, ""min_adx"": 25, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.15, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",4882.67,17785.88,12903.21,1.3784,9.5272,211,0.5308,112,99,158.8,-130.34,23.14,40,27,0,685.97,-495.03,0.392421,EXECUTED
P43_CAND_0125,projected_R_funding_adx,4e7612adfd4847a4,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0012, ""max_cost_to_risk"": 0.15, ""min_adx"": 15, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.15, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",9347.38,26593.39,17246.01,1.542,8.8788,259,0.556,144,115,184.68,-149.97,36.09,44,26,0,913.2,-583.43,0.517493,EXECUTED
P43_CAND_0126,projected_R_funding_adx,43565e71c227933f,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0012, ""max_cost_to_risk"": 0.15, ""min_adx"": 18, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.15, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8089.6,24360.6,16271.0,1.4972,8.877,254,0.5472,139,115,175.26,-141.49,31.85,43,26,0,860.36,-548.68,0.486875,EXECUTED
P43_CAND_0127,projected_R_funding_adx,3879e40e806918c2,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0012, ""max_cost_to_risk"": 0.15, ""min_adx"": 20, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.15, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8008.97,23877.81,15868.84,1.5047,8.8842,247,0.5506,136,111,175.57,-142.96,32.42,43,25,0,861.07,-546.92,0.487874,EXECUTED
P43_CAND_0128,projected_R_funding_adx,8413c9931d5bb329,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0012, ""max_cost_to_risk"": 0.15, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.15, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",8122.44,23346.89,15224.45,1.5335,8.8771,240,0.5542,133,107,175.54,-142.28,33.84,43,25,0,851.35,-543.39,0.491694,EXECUTED
P43_CAND_0129,projected_R_funding_adx,ef7052eca850ad6e,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0012, ""max_cost_to_risk"": 0.15, ""min_adx"": 25, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.03, ""min_expected_R"": 0.0, ""min_projected_net_R"": 1.15, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0, ""sl_atr_mult"": 1.8, ""tp_atr_mult"": 3.0}",4892.23,17793.45,12901.21,1.3792,9.5224,211,0.5308,112,99,158.87,-130.32,23.19,40,27,0,685.97,-495.03,0.392741,EXECUTED
