net_pnl,trades,profit_factor,max_dd_pct,positive_months,negative_months,zero_months,win_rate,winners,losers,average_winner,average_loser,expectancy,avg_r,best_trade,worst_trade,combined_adverse,baseline_variant,trade_log_hash,note
23216.74574724609,555,1.7370880352027813,15.289615246532998,54,20,4,0.5927927927927928,329,226,166.305998756569,-139.3713621401111,41.831974319362324,0.3341435547548975,289.9062559903471,-219.26437378079595,13281.952791299049,dirty_pf8x_no_forced_delta_no_metric_assignment,5a0702e9489c040e044269237eb51f444045caa1d53b562a70acd7e6357fe436,Differs from Phase29 PF~1.88 reference because this run removes the target-PnL delta adjustment too.
