system,status,net_pnl,trades,profit_factor,max_dd_pct,positive_months,negative_months,zero_months,win_rate,winners,losers,average_winner,average_loser,expectancy,avg_r,best_trade,worst_trade,combined_adverse,trade_log_hash,accepted_signals,rejected_signals,conflict_count
variant_b_rescue_event_mtf,EVENT_DRIVEN_5M_ENGINE,-9941.268373204946,3265,0.678809980976045,99.41312754759934,13,58,7,0.310260336906585,1013,2252,20.740467006526355,-13.743943805868625,-3.0447988891898765,-0.06097466509661706,208.1887083500003,-115.10788413060033,-25846.60174376121,5b25cdaa41711d7aaf31728349088a85d7624fac78a78df4b3b29beb16e4e771,3265,0,4428
