system,status,net_pnl,trades,profit_factor,max_dd_pct,positive_months,negative_months,zero_months,win_rate,winners,losers,average_winner,average_loser,expectancy,avg_r,best_trade,worst_trade,combined_adverse,trade_log_hash,accepted_signals,rejected_signals,conflict_count
variant_c_event_mtf,EVENT_DRIVEN_5M_ENGINE,-9883.040931951686,2296,0.5457276267443103,98.8195757812035,12,66,0,0.20470383275261325,470,1826,25.261105359179115,-11.914436172379993,-4.304460336215891,-0.10104278980234299,153.8729508000004,-115.74129879999919,-20650.560006777203,dd6353dc04aaacc4fcca3917e5664a78c0ffc00ea54e3e34d85969b404119444,2296,0,630
