system,status,net_pnl,trades,profit_factor,max_dd_pct,positive_months,negative_months,zero_months,win_rate,winners,losers,average_winner,average_loser,expectancy,avg_r,best_trade,worst_trade,combined_adverse,trade_log_hash,accepted_signals,rejected_signals,conflict_count
pf8_event_driven_recovered_sleeves,EVENT_DRIVEN_5M_ENGINE,-9945.873592428323,2468,0.45000231808481433,99.45919135837362,4,50,24,0.23784440842787682,587,1881,13.863047965431294,-9.6137601000194,-4.029932573917473,-0.12305052645262753,155.4315166000004,-114.27938679999971,-19849.763787579064,894ba72a1050f8ca15fb2dda4ed43fd2484f23394ea9f64cfe8850de42121a2b,2468,0,11643
