candidate_id,candidate_hash,family,min_expected_R,min_projected_net_R,max_cost_to_risk,session_mode,skip_same_candle,source_mode,min_hold_candles,registered_status,execution_status,engine_proof_source,behavior_cluster,net_pnl,gross_profit,gross_loss,profit_factor,max_drawdown_pct,trades,win_rate,winning_trades,losing_trades,average_win,average_loss,expectancy,largest_win,largest_loss,max_consecutive_wins,max_consecutive_losses,trade_log_hash,positive_months,negative_months,zero_months,best_month,worst_month,trades_per_month,stress_pass_count,stress_fail_count,combined_adverse_pnl,combined_adverse_dd,params,selected_trade_log_path
P34_0178,cd0aa3e39677e5de,stress_hardened,1.2,1.3,0.45,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,4.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,420d2988203ecc92,2390.56,8199.95,5809.39,1.4115,9.0833,64,0.5156,33.0,31.0,248.48,-187.4,37.35,332.06,-242.65,6.0,6.0,e707902cd6390e768080b2bc07f65cf3f5a113a074a3e018297328a07448bf6d,26.0,18.0,0.0,847.08,-558.24,1.45,9,6.0,-3395.38,36.0486,"{""family"": ""stress_hardened"", ""max_cost_to_risk"": 0.45, ""min_expected_R"": 1.2, ""min_hold_candles"": 4, ""min_projected_net_R"": 1.3, ""session_mode"": ""NO_OFF_HOURS"", ""skip_same_candle"": false, ""source_mode"": ""NO_FUNDING_REVERSAL""}",
P34_0179,3326094c27188af1,balanced_activity,1.35,1.3,0.45,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,4.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,667ce08c7f752e35,2390.56,8199.95,5809.39,1.4115,9.0833,64,0.5156,33.0,31.0,248.48,-187.4,37.35,332.06,-242.65,6.0,6.0,e707902cd6390e768080b2bc07f65cf3f5a113a074a3e018297328a07448bf6d,26.0,18.0,0.0,847.08,-558.24,1.45,9,6.0,-3395.38,36.0486,"{""family"": ""balanced_activity"", ""max_cost_to_risk"": 0.45, ""min_expected_R"": 1.35, ""min_hold_candles"": 4, ""min_projected_net_R"": 1.3, ""session_mode"": ""NO_OFF_HOURS"", ""skip_same_candle"": false, ""source_mode"": ""NO_FUNDING_REVERSAL""}",
P34_0180,5c8acce324cc8170,cost_to_atr_gate,1.5,,,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,4.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,ef2e55df10c6eef3,-82.61,1813.99,1896.6,0.9564,8.5156,16,0.4375,7.0,9.0,259.14,-210.73,-5.16,332.06,-274.42,4.0,3.0,ab1859c9383de15d24623059a69aae4821b1da3e7183fdc3d8c939c47e1169c1,6.0,8.0,0.0,332.06,-382.83,1.14,0,15.0,-2186.57,23.3327,"{""family"": ""cost_to_atr_gate"", ""max_cost_to_risk"": null, ""min_expected_R"": 1.5, ""min_hold_candles"": 4, ""min_projected_net_R"": null, ""session_mode"": ""NO_OFF_HOURS"", ""skip_same_candle"": false, ""source_mode"": ""NO_FUNDING_REVERSAL""}",
P34_0181,f4a97d30d457822a,projected_net_r_gate,1.8,,,NO_OFF_HOURS,False,NO_FUNDING_REVERSAL,4.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,3bf65cf8166490b5,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542a9bf8cd0863f0ac999bf5edaeeb18b6811868d39c0018ac523b27abae5aba,0.0,0.0,1.0,0.0,0.0,0.0,0,15.0,0.0,0.0,"{""family"": ""projected_net_r_gate"", ""max_cost_to_risk"": null, ""min_expected_R"": 1.8, ""min_hold_candles"": 4, ""min_projected_net_R"": null, ""session_mode"": ""NO_OFF_HOURS"", ""skip_same_candle"": false, ""source_mode"": ""NO_FUNDING_REVERSAL""}",
P34_0182,a1ef88ea25735dde,low_r_filtered,,,,LONDON_NY,False,BB_ONLY,4.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,e4eed3614e64eb74,1049.59,11669.38,10619.79,1.0988,21.4246,125,0.496,62.0,63.0,188.22,-168.57,8.4,271.38,-247.67,7.0,8.0,1eef250148fb9a5e44f058169aa226207f4cc15f9d72dbddcbd48035c7c8eecd,33.0,20.0,0.0,1040.51,-650.92,2.36,7,8.0,-8739.73,89.0005,"{""family"": ""low_r_filtered"", ""max_cost_to_risk"": null, ""min_expected_R"": null, ""min_hold_candles"": 4, ""min_projected_net_R"": null, ""session_mode"": ""LONDON_NY"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0183,53314bda665ed28d,session_aware,1.0,0.7,,LONDON_NY,False,BB_ONLY,4.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,bab54330c7e29466,1049.59,11669.38,10619.79,1.0988,21.4246,125,0.496,62.0,63.0,188.22,-168.57,8.4,271.38,-247.67,7.0,8.0,1eef250148fb9a5e44f058169aa226207f4cc15f9d72dbddcbd48035c7c8eecd,33.0,20.0,0.0,1040.51,-650.92,2.36,7,8.0,-8739.73,89.0005,"{""family"": ""session_aware"", ""max_cost_to_risk"": null, ""min_expected_R"": 1.0, ""min_hold_candles"": 4, ""min_projected_net_R"": 0.7, ""session_mode"": ""LONDON_NY"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0184,44a18419ed19d531,off_hours_stricter_r,1.1,0.7,,LONDON_NY,False,BB_ONLY,4.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,dedddb9c48d965a4,2304.02,9551.39,7247.38,1.3179,15.0534,88,0.5341,47.0,41.0,203.22,-176.77,26.18,271.38,-247.67,6.0,4.0,362630231b123f295267817b07af792db9e04fe8d2153effd6c362a9c3261230,30.0,17.0,0.0,1040.51,-433.01,1.87,9,6.0,-4633.56,52.0438,"{""family"": ""off_hours_stricter_r"", ""max_cost_to_risk"": null, ""min_expected_R"": 1.1, ""min_hold_candles"": 4, ""min_projected_net_R"": 0.7, ""session_mode"": ""LONDON_NY"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0185,8e4e5a24f9a597d1,same_candle_hardened,1.2,0.7,0.1,LONDON_NY,False,BB_ONLY,4.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,ec7b09b346334878,2279.88,9408.31,7128.43,1.3198,15.0832,86,0.5349,46.0,40.0,204.53,-178.21,26.51,271.38,-247.67,6.0,4.0,698827a9a7118f5a5de42459a70f37ce3b32258d9e58671de6a4972fb9349fef,29.0,17.0,0.0,1040.51,-433.01,1.87,9,6.0,-4584.99,50.8851,"{""family"": ""same_candle_hardened"", ""max_cost_to_risk"": 0.1, ""min_expected_R"": 1.2, ""min_hold_candles"": 4, ""min_projected_net_R"": 0.7, ""session_mode"": ""LONDON_NY"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0186,9a30e39373366cfa,cand0190_relative,1.35,0.9,0.1,LONDON_NY,False,BB_ONLY,4.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,9aea62bfe0eda06a,645.63,2084.45,1438.82,1.4487,6.064,19,0.5263,10.0,9.0,208.45,-159.87,33.98,270.55,-219.96,3.0,3.0,4d02c08b0238ab5d60de397c7f1bc662ce42d9fbb2117a9aa166ea1406ca0a25,7.0,3.0,0.0,530.85,-433.01,1.9,9,6.0,-698.12,12.7022,"{""family"": ""cand0190_relative"", ""max_cost_to_risk"": 0.1, ""min_expected_R"": 1.35, ""min_hold_candles"": 4, ""min_projected_net_R"": 0.9, ""session_mode"": ""LONDON_NY"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0187,69f66af8ac22b74c,high_pf_low_frequency,1.5,0.9,0.1,LONDON_NY,True,BB_ONLY,6.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,c385b988be210679,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542a9bf8cd0863f0ac999bf5edaeeb18b6811868d39c0018ac523b27abae5aba,0.0,0.0,1.0,0.0,0.0,0.0,0,15.0,0.0,0.0,"{""family"": ""high_pf_low_frequency"", ""max_cost_to_risk"": 0.1, ""min_expected_R"": 1.5, ""min_hold_candles"": 6, ""min_projected_net_R"": 0.9, ""session_mode"": ""LONDON_NY"", ""skip_same_candle"": true, ""source_mode"": ""BB_ONLY""}",
P34_0188,e4b44301fae46b7f,stress_hardened,1.8,0.9,0.1,LONDON_NY,False,BB_ONLY,6.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,5f480b5aee7bddd7,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542a9bf8cd0863f0ac999bf5edaeeb18b6811868d39c0018ac523b27abae5aba,0.0,0.0,1.0,0.0,0.0,0.0,0,15.0,0.0,0.0,"{""family"": ""stress_hardened"", ""max_cost_to_risk"": 0.1, ""min_expected_R"": 1.8, ""min_hold_candles"": 6, ""min_projected_net_R"": 0.9, ""session_mode"": ""LONDON_NY"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0189,f35df90913aa6b3f,balanced_activity,,1.0,0.1,LONDON_ONLY,False,BB_ONLY,6.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,732e3f6488d91690,177.77,1420.19,1242.42,1.1431,4.2392,17,0.4706,8.0,9.0,177.52,-138.05,10.46,271.38,-222.67,3.0,3.0,4e89c083c96eacbdfc7b07bd554a761218b82084daf4ad348e6ff624fd3350f4,6.0,6.0,0.0,395.62,-233.36,1.42,6,9.0,-1009.52,13.6372,"{""family"": ""balanced_activity"", ""max_cost_to_risk"": 0.1, ""min_expected_R"": null, ""min_hold_candles"": 6, ""min_projected_net_R"": 1.0, ""session_mode"": ""LONDON_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0190,4523145d8d9da44b,cost_to_atr_gate,1.0,1.0,0.15,LONDON_ONLY,False,BB_ONLY,6.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,9d64b4e3bf1d9e22,58.83,1420.19,1361.37,1.0432,4.2885,18,0.4444,8.0,10.0,177.52,-136.14,3.27,271.38,-222.67,3.0,3.0,ffc8d8859417c515e3c2e506f3cf38bde0ba2116a08be639f81973ecf4138118,6.0,6.0,0.0,395.62,-233.36,1.5,7,8.0,-1142.29,13.8196,"{""family"": ""cost_to_atr_gate"", ""max_cost_to_risk"": 0.15, ""min_expected_R"": 1.0, ""min_hold_candles"": 6, ""min_projected_net_R"": 1.0, ""session_mode"": ""LONDON_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0191,fef4178b89458e49,projected_net_r_gate,1.1,1.0,0.15,LONDON_ONLY,False,BB_ONLY,6.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,bbafd2fd09f3bd70,349.71,1246.84,897.13,1.3898,4.1699,13,0.5385,7.0,6.0,178.12,-149.52,26.9,271.38,-222.67,2.0,2.0,5833e5e0b4bf08b413246ecb44158a0c71f0c070636fcc0a6355b4cf7acc0071,6.0,4.0,0.0,271.38,-222.67,1.3,9,6.0,-212.15,3.9754,"{""family"": ""projected_net_r_gate"", ""max_cost_to_risk"": 0.15, ""min_expected_R"": 1.1, ""min_hold_candles"": 6, ""min_projected_net_R"": 1.0, ""session_mode"": ""LONDON_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0192,062b1a71e44d0e4b,low_r_filtered,1.2,1.15,0.15,LONDON_ONLY,False,BB_ONLY,6.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,9e6b59172f9ae211,349.71,1246.84,897.13,1.3898,4.1699,13,0.5385,7.0,6.0,178.12,-149.52,26.9,271.38,-222.67,2.0,2.0,5833e5e0b4bf08b413246ecb44158a0c71f0c070636fcc0a6355b4cf7acc0071,6.0,4.0,0.0,271.38,-222.67,1.3,9,6.0,-212.15,3.9754,"{""family"": ""low_r_filtered"", ""max_cost_to_risk"": 0.15, ""min_expected_R"": 1.2, ""min_hold_candles"": 6, ""min_projected_net_R"": 1.15, ""session_mode"": ""LONDON_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0193,a9a11637a6527406,session_aware,1.35,1.15,0.15,LONDON_ONLY,False,BB_ONLY,6.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,528c950b55cd07e0,274.3,380.96,106.65,3.5719,0.0,3,0.6667,2.0,1.0,190.48,-106.65,91.43,222.26,-106.65,2.0,1.0,2ce11abd41956f36876a90eff6358cd40e75a32ffc02741e0dd08a65a2352f38,2.0,1.0,0.0,222.26,-106.65,1.0,15,0.0,113.12,0.0,"{""family"": ""session_aware"", ""max_cost_to_risk"": 0.15, ""min_expected_R"": 1.35, ""min_hold_candles"": 6, ""min_projected_net_R"": 1.15, ""session_mode"": ""LONDON_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0194,78af9164a9884ca9,off_hours_stricter_r,1.5,1.15,0.15,LONDON_ONLY,False,BB_ONLY,6.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,a8ae6e0a7126e199,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542a9bf8cd0863f0ac999bf5edaeeb18b6811868d39c0018ac523b27abae5aba,0.0,0.0,1.0,0.0,0.0,0.0,0,15.0,0.0,0.0,"{""family"": ""off_hours_stricter_r"", ""max_cost_to_risk"": 0.15, ""min_expected_R"": 1.5, ""min_hold_candles"": 6, ""min_projected_net_R"": 1.15, ""session_mode"": ""LONDON_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""BB_ONLY""}",
P34_0195,efaf80f5bfa1a9ef,same_candle_hardened,1.8,1.3,0.2,LONDON_ONLY,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,0b1d1707be348031,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542a9bf8cd0863f0ac999bf5edaeeb18b6811868d39c0018ac523b27abae5aba,0.0,0.0,1.0,0.0,0.0,0.0,0,15.0,0.0,0.0,"{""family"": ""same_candle_hardened"", ""max_cost_to_risk"": 0.2, ""min_expected_R"": 1.8, ""min_hold_candles"": 6, ""min_projected_net_R"": 1.3, ""session_mode"": ""LONDON_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0196,544bd47587584a2d,cand0190_relative,,1.3,0.2,NY_ONLY,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,46200556eb194696,147.34,1328.91,1181.57,1.1247,4.5533,11,0.4545,5.0,6.0,265.78,-196.93,13.39,332.06,-242.65,3.0,2.0,f9f11f7254ba3b3e1075564e8657fd4ef79e023f835bc73f13836a6c8e42645d,5.0,6.0,0.0,332.06,-242.65,1.0,7,8.0,-889.65,11.1406,"{""family"": ""cand0190_relative"", ""max_cost_to_risk"": 0.2, ""min_expected_R"": null, ""min_hold_candles"": 6, ""min_projected_net_R"": 1.3, ""session_mode"": ""NY_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0197,57d21333c4edf537,high_pf_low_frequency,1.0,1.3,0.2,NY_ONLY,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,1250ca428e1dd759,147.34,1328.91,1181.57,1.1247,4.5533,11,0.4545,5.0,6.0,265.78,-196.93,13.39,332.06,-242.65,3.0,2.0,f9f11f7254ba3b3e1075564e8657fd4ef79e023f835bc73f13836a6c8e42645d,5.0,6.0,0.0,332.06,-242.65,1.0,7,8.0,-889.65,11.1406,"{""family"": ""high_pf_low_frequency"", ""max_cost_to_risk"": 0.2, ""min_expected_R"": 1.0, ""min_hold_candles"": 6, ""min_projected_net_R"": 1.3, ""session_mode"": ""NY_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0198,e70c7d43cf0fa396,stress_hardened,1.1,,0.2,NY_ONLY,True,LOW_ACTIVITY_ONLY,6.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,125c1b404ba86ac8,147.34,1328.91,1181.57,1.1247,4.5533,11,0.4545,5.0,6.0,265.78,-196.93,13.39,332.06,-242.65,3.0,2.0,f9f11f7254ba3b3e1075564e8657fd4ef79e023f835bc73f13836a6c8e42645d,5.0,6.0,0.0,332.06,-242.65,1.0,7,8.0,-889.65,11.1406,"{""family"": ""stress_hardened"", ""max_cost_to_risk"": 0.2, ""min_expected_R"": 1.1, ""min_hold_candles"": 6, ""min_projected_net_R"": null, ""session_mode"": ""NY_ONLY"", ""skip_same_candle"": true, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0199,f2e69e67e6d9fac9,balanced_activity,1.2,,0.2,NY_ONLY,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,2808b25478cebad1,147.34,1328.91,1181.57,1.1247,4.5533,11,0.4545,5.0,6.0,265.78,-196.93,13.39,332.06,-242.65,3.0,2.0,f9f11f7254ba3b3e1075564e8657fd4ef79e023f835bc73f13836a6c8e42645d,5.0,6.0,0.0,332.06,-242.65,1.0,7,8.0,-889.65,11.1406,"{""family"": ""balanced_activity"", ""max_cost_to_risk"": 0.2, ""min_expected_R"": 1.2, ""min_hold_candles"": 6, ""min_projected_net_R"": null, ""session_mode"": ""NY_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0200,9eeaae4d13768aa1,cost_to_atr_gate,1.35,,0.3,NY_ONLY,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,55c6e9fb256c66a6,147.34,1328.91,1181.57,1.1247,4.5533,11,0.4545,5.0,6.0,265.78,-196.93,13.39,332.06,-242.65,3.0,2.0,f9f11f7254ba3b3e1075564e8657fd4ef79e023f835bc73f13836a6c8e42645d,5.0,6.0,0.0,332.06,-242.65,1.0,7,8.0,-889.65,11.1406,"{""family"": ""cost_to_atr_gate"", ""max_cost_to_risk"": 0.3, ""min_expected_R"": 1.35, ""min_hold_candles"": 6, ""min_projected_net_R"": null, ""session_mode"": ""NY_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0201,cc8a669c1d36c24b,projected_net_r_gate,1.5,0.7,0.3,NY_ONLY,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,6e2c55e6ff68f45a,147.34,1328.91,1181.57,1.1247,4.5533,11,0.4545,5.0,6.0,265.78,-196.93,13.39,332.06,-242.65,3.0,2.0,f9f11f7254ba3b3e1075564e8657fd4ef79e023f835bc73f13836a6c8e42645d,5.0,6.0,0.0,332.06,-242.65,1.0,7,8.0,-889.65,11.1406,"{""family"": ""projected_net_r_gate"", ""max_cost_to_risk"": 0.3, ""min_expected_R"": 1.5, ""min_hold_candles"": 6, ""min_projected_net_R"": 0.7, ""session_mode"": ""NY_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0202,cfad7586f5f21d8a,low_r_filtered,1.8,0.7,0.3,NY_ONLY,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,dd94722fec29961a,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542a9bf8cd0863f0ac999bf5edaeeb18b6811868d39c0018ac523b27abae5aba,0.0,0.0,1.0,0.0,0.0,0.0,0,15.0,0.0,0.0,"{""family"": ""low_r_filtered"", ""max_cost_to_risk"": 0.3, ""min_expected_R"": 1.8, ""min_hold_candles"": 6, ""min_projected_net_R"": 0.7, ""session_mode"": ""NY_ONLY"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0203,e156f691500bb173,session_aware,,0.7,0.3,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,6.0,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,fd030c570ab1d40f,-192.43,2204.64,2397.07,0.9197,12.3957,21,0.381,8.0,13.0,275.58,-184.39,-9.16,332.06,-252.17,5.0,7.0,e7c965d73316fb0d726a9ba87c8b897fb06eac12a615d38db652ee94990c392a,8.0,13.0,0.0,332.06,-252.17,1.0,2,13.0,-2355.83,30.5995,"{""family"": ""session_aware"", ""max_cost_to_risk"": 0.3, ""min_expected_R"": null, ""min_hold_candles"": 6, ""min_projected_net_R"": 0.7, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0204,8316056e1e76f579,off_hours_stricter_r,1.0,0.9,0.3,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,7f55b86f95bb7672,-23.06,3286.29,3309.35,0.993,17.4677,29,0.4138,12.0,17.0,273.86,-194.67,-0.8,332.06,-274.42,6.0,9.0,8f38970695d7ee300f04efdb2ff9313476b01e216ff92e3efc02aed960802f69,11.0,14.0,0.0,332.06,-437.73,1.16,1,14.0,-2698.34,35.5052,"{""family"": ""off_hours_stricter_r"", ""max_cost_to_risk"": 0.3, ""min_expected_R"": 1.0, ""min_hold_candles"": null, ""min_projected_net_R"": 0.9, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0205,64a1fbd651d4c171,same_candle_hardened,1.1,0.9,0.45,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,84e86bc6b13ec7ba,-23.06,3286.29,3309.35,0.993,17.4677,29,0.4138,12.0,17.0,273.86,-194.67,-0.8,332.06,-274.42,6.0,9.0,8f38970695d7ee300f04efdb2ff9313476b01e216ff92e3efc02aed960802f69,11.0,14.0,0.0,332.06,-437.73,1.16,1,14.0,-2698.34,35.5052,"{""family"": ""same_candle_hardened"", ""max_cost_to_risk"": 0.45, ""min_expected_R"": 1.1, ""min_hold_candles"": null, ""min_projected_net_R"": 0.9, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0206,52999ca280033eef,cand0190_relative,1.2,0.9,0.45,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,21415ed4cc2b8244,-23.06,3286.29,3309.35,0.993,17.4677,29,0.4138,12.0,17.0,273.86,-194.67,-0.8,332.06,-274.42,6.0,9.0,8f38970695d7ee300f04efdb2ff9313476b01e216ff92e3efc02aed960802f69,11.0,14.0,0.0,332.06,-437.73,1.16,1,14.0,-2698.34,35.5052,"{""family"": ""cand0190_relative"", ""max_cost_to_risk"": 0.45, ""min_expected_R"": 1.2, ""min_hold_candles"": null, ""min_projected_net_R"": 0.9, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0207,1fdba72515492a0e,high_pf_low_frequency,1.35,1.0,0.45,OFF_HOURS_STRICT_R,False,LOW_ACTIVITY_ONLY,,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,16d609e7378dc231,-23.06,3286.29,3309.35,0.993,17.4677,29,0.4138,12.0,17.0,273.86,-194.67,-0.8,332.06,-274.42,6.0,9.0,8f38970695d7ee300f04efdb2ff9313476b01e216ff92e3efc02aed960802f69,11.0,14.0,0.0,332.06,-437.73,1.16,1,14.0,-2698.34,35.5052,"{""family"": ""high_pf_low_frequency"", ""max_cost_to_risk"": 0.45, ""min_expected_R"": 1.35, ""min_hold_candles"": null, ""min_projected_net_R"": 1.0, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""LOW_ACTIVITY_ONLY""}",
P34_0208,c1802bcb92faf2d5,stress_hardened,1.5,1.0,0.45,OFF_HOURS_STRICT_R,False,ALL,,REGISTERED,ENGINE_TRADE_LOG_EXECUTED_FILTER_REPLAY,reports/phase34_strategy_1_trade_log_copy.csv,880d0259c1a29e61,-23.06,3286.29,3309.35,0.993,17.4677,29,0.4138,12.0,17.0,273.86,-194.67,-0.8,332.06,-274.42,6.0,9.0,8f38970695d7ee300f04efdb2ff9313476b01e216ff92e3efc02aed960802f69,11.0,14.0,0.0,332.06,-437.73,1.16,1,14.0,-2698.34,35.5052,"{""family"": ""stress_hardened"", ""max_cost_to_risk"": 0.45, ""min_expected_R"": 1.5, ""min_hold_candles"": null, ""min_projected_net_R"": 1.0, ""session_mode"": ""OFF_HOURS_STRICT_R"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}",
