system,asset,month,pnl,trades,winners,losers,win_rate,profit_factor,gross_profit,gross_loss,expectancy,average_winner,average_loser,max_dd_contribution,long_trades,short_trades,long_pnl,short_pnl,sleeve_contribution,fees,slippage,funding_impact,status,negative_or_zero_reason
Executable Phase12 baseline 1h,BNBUSDT.P,2025-10,29.895603749451254,10,5,5,0.5,1.083515174749988,387.8617319285157,-357.9661281790645,2.9895603749451256,77.57234638570314,-71.5932256358129,0.030725389032036844,6,4,179.05841801235613,-149.16281426290487,strategy column,21.869552373486677,22.072436403343957,0.1064093106149997,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BNBUSDT.P,2025-11,44.51516368042593,6,3,3,0.5,1.1856479857531748,284.29780123411535,-239.78263755368937,7.419193946737654,94.76593374470512,-79.9275458512298,0.015856318099625195,1,5,-78.98067372124656,123.49583740167249,strategy column,18.554467661496147,18.64831663625659,0.6101565248344999,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BNBUSDT.P,2025-12,330.7301662040607,5,4,1,0.8,4.887036254433164,415.81560008105714,-85.0854338769964,66.14603324081214,103.95390002026429,-85.0854338769964,0.008351032689577752,1,4,94.34357637851203,236.3865898255487,strategy column,21.75926706513672,21.61790092804535,-0.8035729903344001,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BNBUSDT.P,2026-01,-219.90071530546035,3,0,3,0.0,0.0,0.0,-219.90071530546035,-73.30023843515345,0.0,-73.30023843515345,0.013433302333078562,1,2,-43.522050599891664,-176.3786647055687,strategy column,15.19968953169089,14.927548423977505,-0.05462807173140016,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BNBUSDT.P,2026-02,95.219516955788,7,4,3,0.5714285714285714,1.3836413664275864,343.4188126742307,-248.19929571844273,13.602788136541141,85.85470316855768,-82.73309857281424,0.024337581053721195,3,4,65.00890193013844,30.21061502564956,strategy column,22.8220776607009,22.36412762876238,0.0,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BNBUSDT.P,2026-03,-247.36615950127813,3,0,3,0.0,0.0,0.0,-247.36615950127813,-82.45538650042604,0.0,-82.45538650042604,0.016506544712136504,1,2,-81.51428042806404,-165.8518790732141,strategy column,11.74747952370258,11.813987006746148,0.0,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BNBUSDT.P,2026-04,-87.46002182963531,1,0,1,0.0,0.0,0.0,-87.46002182963531,-87.46002182963531,0.0,-87.46002182963531,0.0,1,0,-87.46002182963531,0.0,strategy column,7.103438608389378,7.415176856818032,0.0,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BNBUSDT.P,2026-05,-199.60586561386077,5,1,4,0.2,0.19800191906808468,49.27984915233962,-248.8857147662004,-39.92117312277215,49.27984915233962,-62.2214286915501,0.016838433438965992,0,5,0.0,-199.60586561386077,strategy column,20.022073492931504,19.314867983940335,-0.8433937420823999,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,BNBUSDT.P,2026-06,-207.41790379130657,5,1,4,0.2,0.30345705561910874,90.36402834163027,-297.78193213293684,-41.48358075826131,90.36402834163027,-74.44548303323421,0.01488810316474632,1,4,-73.95148352233124,-133.46642026897536,strategy column,12.765047434538353,13.173543284573169,-0.8679652408608001,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2020-09,-221.14550697189713,4,1,3,0.25,0.41849342469980516,159.15201048563767,-380.2975174575348,-55.286376742974284,159.15201048563767,-126.7658391525116,0.02601011143198941,2,2,39.99590530171703,-261.14141227361415,strategy column,9.53297433618392,96.99296062061535,-0.00875306464244996,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2020-10,-314.3011203360475,4,0,4,0.0,0.0,0.0,-314.3011203360475,-78.57528008401188,0.0,-78.57528008401188,0.01758007109633635,0,4,0.0,-314.3011203360475,strategy column,8.084712603866091,83.84225287787612,0.0,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2020-11,-254.2608746447728,21,8,13,0.38095238095238093,0.7902958459069869,958.2133166485339,-1212.474191293307,-12.107660697370132,119.77666458106674,-93.26724548410054,0.052659669535532666,9,12,88.16340611390778,-342.4242807586806,strategy column,39.8397271461322,518.9548401494868,0.42235736234460663,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2020-12,-282.5887972770382,5,2,3,0.4,0.3708034952568519,166.53766027122361,-449.12645754826184,-56.51775945540764,83.26883013561181,-149.70881918275396,0.03094081982931672,3,2,-159.1362902093421,-123.45250706769613,strategy column,11.671383369601322,208.0027802054206,-4.710007861030231,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2021-01,-250.3681159281163,25,10,15,0.4,0.7836155778144853,906.6842883039506,-1157.052404232067,-10.014724637124653,90.66842883039506,-77.13682694880445,0.05559230874365374,10,15,-26.702185855075818,-223.66593007304056,strategy column,28.998104280408683,223.52901572192698,-30.323220522225757,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2021-02,-228.8862378229766,24,11,13,0.4583333333333333,0.7872925286632987,847.1748726993956,-1076.061110522372,-9.536926575957358,77.01589751812686,-82.773931578644,0.03218097204985468,4,20,149.06232410838436,-377.9485619313609,strategy column,39.601340191386655,167.9021344774448,-38.72204749634762,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2021-03,-251.47566678419554,8,2,6,0.25,0.48189124708182207,233.89669059790356,-485.3723573820991,-31.434458348024442,116.94834529895178,-80.89539289701652,0.03911976180093463,2,6,20.62540253386682,-272.10106931806234,strategy column,17.62183891021859,35.42866773581146,-16.523187345512497,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2021-04,-234.70249472758894,7,2,5,0.2857142857142857,0.3924464630195483,151.60501636692814,-386.3075110945171,-33.52892781822699,75.80250818346407,-77.26150221890342,0.030136292552495298,2,5,22.062424985476483,-256.7649197130654,strategy column,14.502630657445035,26.322663663495643,-11.293121584352365,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2021-05,1204.5653653784088,31,20,11,0.6451612903225806,2.4815872898422313,2017.5889203433535,-813.0235549649447,38.856947270271256,100.87944601716768,-73.91123226954042,0.029049591208358344,8,23,702.8738930101711,501.69147236823756,strategy column,44.52289972487805,56.514990086946675,-10.75813154438155,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2021-06,170.95134111027437,18,8,10,0.4444444444444444,1.2008793087293614,1021.9665212779431,-851.0151801676687,9.497296728348577,127.74581515974289,-85.10151801676687,0.028498416660186595,8,10,166.68200356350482,4.269337546769549,strategy column,29.56961010711649,38.910050386788924,-1.3583864477297403,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2021-07,459.21436412909725,18,10,8,0.5555555555555556,1.6312212473470185,1186.7158005258364,-727.5014363967391,25.51190911828318,118.67158005258364,-90.93767954959239,0.029830493168948216,9,9,395.8459443061146,63.36841982298279,strategy column,46.078610671705846,78.60575152059725,-1.47351782827556,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2021-08,-306.5464056438208,7,1,6,0.14285714285714285,0.29106642045013337,125.85856780723321,-432.40497345105393,-43.79234366340297,125.85856780723321,-72.06749557517566,0.031299294110579814,5,2,-287.65810500530984,-18.888300638510877,strategy column,14.438338028346699,18.690639976083833,4.3040500499795,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2021-09,640.075925648704,23,13,10,0.5652173913043478,1.6109225827110676,1687.7961176381104,-1047.7201919894067,27.829388071682782,129.83047058754696,-104.77201919894067,0.0393426642827905,9,14,502.5343913777385,137.54153427096531,strategy column,41.765718962520495,41.40237273374122,-2.6879207945178396,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2021-10,-310.50345193065556,9,3,6,0.3333333333333333,0.5223991913727053,339.6283031287526,-650.1317550594083,-34.50038354785062,113.20943437625085,-108.35529250990139,0.0565465131842532,6,3,-166.70889032668802,-143.79456160396757,strategy column,24.875802562399272,26.849555568700346,2.1918420399668594,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2021-11,-290.8422274857607,14,5,9,0.35714285714285715,0.6669692339225582,582.4771685310307,-873.3193960167914,-20.774444820411478,116.49543370620613,-97.03548844631015,0.0505671797001142,6,8,61.149450987357625,-351.9916784731182,strategy column,35.01353279256238,32.83452403947403,-0.9549585741812912,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2021-12,-320.06583571993514,11,4,7,0.36363636363636365,0.5437029334346795,381.37596430995086,-701.441800029886,-29.096894156357738,95.34399107748771,-100.20597143284087,0.0525412493407373,4,7,-177.10972285317808,-142.95611286675705,strategy column,24.164188997126082,24.744089570692893,0.3144045656678001,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2022-01,-311.9570346804997,6,1,5,0.16666666666666666,0.27875389878518286,120.56805509823299,-432.5250897787327,-51.992839113416615,120.56805509823299,-86.50501795574654,0.04273723445403319,2,4,-144.39335685060874,-167.56367782989096,strategy column,14.012834936705787,13.897698078099637,-0.52317167,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2022-02,171.59080676298646,12,7,5,0.5833333333333334,1.399646207673409,600.947581501133,-429.35677473814656,14.299233896915538,85.84965450016185,-85.87135494762931,0.027902223787852294,7,5,18.10936251182953,153.48144425115692,strategy column,23.041842221783313,26.347746753578825,0.13665426670759984,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2022-03,-289.55057538139033,15,5,10,0.3333333333333333,0.649922975521859,537.5547618312493,-827.1053372126396,-19.30337169209269,107.51095236624985,-82.71053372126396,0.04312018367212912,9,6,-455.6894747623295,166.13889938093916,strategy column,38.67633430509,35.205109506983256,0.9540964143891004,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2022-04,138.35328490873175,13,7,6,0.5384615384615384,1.2701626359650164,650.464385744479,-512.1111008357473,10.64256037759475,92.92348367778273,-85.35185013929122,0.02762031846632259,2,11,22.390226158807963,115.96305874992382,strategy column,28.80161385456618,26.323439658663492,-2.9954605906285003,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2022-05,233.5401752190707,20,10,10,0.5,1.245912839060548,1183.2269671379308,-949.6867919188601,11.677008760953536,118.32269671379308,-94.96867919188601,0.021976347489221414,10,10,-333.7939824832234,567.3341577022941,strategy column,37.52101519847903,36.90501322386475,-0.8710542470549004,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2022-06,386.6002360431274,22,12,10,0.5454545454545454,1.389759564606755,1378.4943963139208,-991.8941602707935,17.572738001960335,114.87453302616007,-99.18941602707935,0.04383966006324324,11,11,126.93793460354937,259.662301439578,strategy column,40.32169761133945,55.96199524192305,0.3463926917347998,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2022-07,-277.0408858623491,5,1,4,0.2,0.31188713336313434,125.56877207992926,-402.6096579422783,-55.40817717246982,125.56877207992926,-100.65241448556958,0.030190226991985935,3,2,-76.6215826495943,-200.4193032127548,strategy column,15.153338682396292,15.666875885831361,-0.31735554901069996,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2022-08,-241.33099159835518,3,0,3,0.0,0.0,0.0,-241.33099159835518,-80.4436638661184,0.0,-80.4436638661184,0.014288076494056732,2,1,-193.31391690644108,-48.01707469191412,strategy column,6.078601548265683,5.937191999342849,-0.21114247286280002,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2022-09,-226.80406965979375,9,3,6,0.3333333333333333,0.5628297544821351,291.99626495841727,-518.8003346182111,-25.20045218442153,97.33208831947242,-86.46672243636851,0.040618728633898975,4,5,44.47090266071932,-271.2749723205131,strategy column,23.96676602069014,32.74249827821932,1.8373571516429998,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2022-10,-87.50706476223087,8,3,5,0.375,0.7693668273787638,291.91391691043515,-379.420981672666,-10.938383095278859,97.30463897014505,-75.8841963345332,0.02847667235800145,4,4,-120.72428279328861,33.21721803105774,strategy column,23.479501551243953,31.44142287655327,0.8129301241234,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2022-11,-80.95537855621158,25,11,14,0.44,0.9300119398772876,1075.7473277949834,-1156.702706351195,-3.2382151422484635,97.79521161772577,-82.62162188222821,0.028487451346551965,20,5,-38.65737711854594,-42.29800143766555,strategy column,45.72896498694179,99.41883685517757,-89.08794879336432,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2022-12,-254.9584923133878,13,6,7,0.46153846153846156,0.6352991921457236,444.13097176935037,-699.0894640827381,-19.612191716414447,74.02182862822507,-99.86992344039116,0.04151418445599151,10,3,-96.6337103304182,-158.32478198296957,strategy column,51.89825070764876,131.18519297679282,-23.954679468177872,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2023-01,37.08048452419717,19,9,10,0.47368421052631576,1.0488703365196836,795.8328722689021,-758.7523877447048,1.9516044486419561,88.42587469654467,-75.87523877447049,0.03884673148565455,12,7,255.65899291864798,-218.57850839445078,strategy column,36.60253257791575,57.12588871052186,-24.03257787095795,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2023-02,-147.93366416904962,11,4,7,0.36363636363636365,0.7483978087081575,440.03285317123834,-587.9665173402879,-13.448514924459056,110.00821329280959,-83.99521676289827,0.03954372655698245,6,5,-89.5983926992578,-58.33527146979182,strategy column,30.54640627076876,53.944527760748315,1.69007682581245,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2023-03,82.65170647775871,12,6,6,0.5,1.1810244180010288,539.2293736811357,-456.57766720337696,6.887642206479892,89.87156228018928,-76.09627786722949,0.017264140066806526,7,5,-29.340258847654326,111.99196532541303,strategy column,22.14653188570469,28.533558241474662,-0.18355665017057965,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2023-04,-34.86220136449438,9,4,5,0.4444444444444444,0.9243969635439503,426.2595074806366,-461.12170884513097,-3.8735779293882646,106.56487687015915,-92.2243417690262,0.034483037734097485,5,4,123.64025451857768,-158.50245588307206,strategy column,28.45182513317288,64.52845074057072,-0.32147541371589,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2023-05,-136.56449635652754,6,2,4,0.3333333333333333,0.6187139603553067,221.6036035922329,-358.16809994876047,-22.76074939275459,110.80180179611645,-89.54202498719012,0.024813836078177675,1,5,-98.64601090205589,-37.91848545447165,strategy column,23.075148309031533,44.47683797800686,-2.9197646588098505,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2023-06,-46.382638435283035,12,5,7,0.4166666666666667,0.9077678989287331,456.50776410952716,-502.8904025448102,-3.8652198696069195,91.30155282190543,-71.84148607783003,0.032388145712886854,6,6,-291.78734759445047,245.40470915916742,strategy column,30.953305540235245,54.96590683279683,-0.07732457831355008,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2023-07,95.5147107815352,10,5,5,0.5,1.222686573309065,524.4346468253267,-428.91993604379144,9.55147107815352,104.88692936506534,-85.78398720875829,0.01756795199152752,8,2,67.14683948764772,28.36787129388749,strategy column,22.99799215901767,38.08163739008505,3.06169478262368,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2023-08,45.01732061180307,6,3,3,0.5,1.168671507552695,311.9107708748187,-266.8934502630156,7.502886768633846,103.9702569582729,-88.9644834210052,0.025882055827794216,3,3,-81.32184172347247,126.33916233527555,strategy column,24.810936076999706,50.48160931684321,-0.7589435695254803,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2023-09,121.0660055137247,7,4,3,0.5714285714285714,1.5385411235228963,345.86964673199367,-224.803641218269,17.295143644817816,86.46741168299842,-74.93454707275633,0.008663243151988588,6,1,11.164773765687507,109.9012317480372,strategy column,22.41679643040737,42.51597493902026,-5.533570333311269,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2023-10,351.779429111783,14,8,6,0.5714285714285714,1.6344336379690216,906.2573257093143,-554.4778965975314,25.12710207941307,113.28216571366428,-92.41298276625524,0.03470280961837264,9,5,393.3380380302892,-41.558608918506295,strategy column,41.6418953353592,71.28117902019169,3.4436881373863093,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2023-11,-220.439804674384,7,2,5,0.2857142857142857,0.5134253938906448,232.6043984274139,-453.04420310179796,-31.491400667769142,116.30219921370696,-90.60884062035959,0.033445778090860495,5,2,-40.43743201591816,-180.00237265846587,strategy column,16.072575579425198,14.19013271376154,0.17160957920848002,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2023-12,-232.14766126923854,3,0,3,0.0,0.0,0.0,-232.14766126923854,-77.38255375641285,0.0,-77.38255375641285,0.013916687792570515,1,2,-94.61308822711865,-137.5345730421199,strategy column,9.326635313348492,12.814642104821571,-0.9279748823999999,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2024-01,-263.1577025189953,5,1,4,0.2,0.12509848939297535,37.62781371175286,-300.7855162307481,-52.63154050379906,37.62781371175286,-75.19637905768703,0.017662996869279007,1,4,-84.52837772366172,-178.62932479533356,strategy column,9.328380135050427,9.522652247863412,-1.4623136628034399,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2024-02,-206.14406740092372,5,1,4,0.2,0.1983093023603145,50.99259142254411,-257.1366588234678,-41.22881348018474,50.99259142254411,-64.28416470586696,0.017292408551862294,4,1,-164.15394950089174,-41.99011790003198,strategy column,11.252413711233075,9.952673808964143,1.15855480045216,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2024-03,-205.60285499356522,19,7,12,0.3684210526315789,0.7382277494389827,579.8236161198836,-785.4264711134489,-10.82120289439817,82.83194515998336,-65.45220592612074,0.05384378201369128,2,17,35.19073282513337,-240.7935878186986,strategy column,29.228496714995085,29.751043897178096,-13.086014552806681,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2024-04,31.00044498918176,14,7,7,0.5,1.0690249307435307,480.1199827452881,-449.11953775610635,2.2143174992272683,68.58856896361259,-64.15993396515805,0.025184972121150253,4,10,-96.27997100067692,127.2804159898587,strategy column,23.95009843881944,22.71176737275687,-1.49375684729477,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2024-05,-206.3766991724699,7,2,5,0.2857142857142857,0.4905092695801715,198.68797983044777,-405.06467900291767,-29.48238559606713,99.34398991522389,-81.01293580058353,0.01637269062358466,5,2,-225.63432097560246,19.257621803132565,strategy column,17.811410066162676,18.67766339750931,-0.9023499555714398,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2024-06,-195.21507680156037,8,2,6,0.25,0.5166794352791939,208.68885580748946,-403.90393260904983,-24.401884600195046,104.34442790374473,-67.31732210150831,0.02923147439603855,1,7,-40.56320032602164,-154.65187647553878,strategy column,20.258621643486386,21.485508425965627,-4.1031612566586,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2024-07,-15.231439959736463,8,4,4,0.5,0.9505442789253815,292.74991444727783,-307.98135440701435,-1.9039299949670578,73.18747861181946,-76.99533860175359,0.025768531886448873,3,5,-108.20610338941692,92.97466342968046,strategy column,15.081065900351067,17.031900057619737,-0.11133099564491,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2024-08,643.9147829126367,10,8,2,0.8,5.043369566970782,803.1668058225895,-159.25202290995276,64.39147829126367,100.39585072782369,-79.62601145497638,0.007793703749025907,3,7,128.09442746780394,515.8203554448329,strategy column,22.295879335440684,23.26613458099836,-0.46693285352829006,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2024-09,-234.044527499838,5,1,4,0.2,0.3040446675903436,102.2479277781304,-336.29245527796843,-46.8089054999676,102.2479277781304,-84.07311381949211,0.025262506190510185,3,2,-254.31319868916825,20.26867118933022,strategy column,14.431581749233061,14.73839203111477,0.11544192608797998,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2024-10,425.067898591965,6,5,1,0.8333333333333334,6.076857811358403,508.7944701025881,-83.72657151062313,70.8446497653275,101.75889402051762,-83.72657151062313,0.008125153766764745,2,4,201.29371247908813,223.7741861128769,strategy column,18.74743351618248,17.50729375924127,1.0427297954097896,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2024-11,-44.79757867674728,9,4,5,0.4444444444444444,0.8968062097370468,389.3136073025287,-434.11118597927594,-4.977508741860809,97.32840182563217,-86.8222371958552,0.017538573216031323,6,3,43.034961298267206,-87.8325399750145,strategy column,24.396604726725972,24.583272453482742,4.7404449652187,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2024-12,-213.91866765265888,3,0,3,0.0,0.0,0.0,-213.91866765265888,-71.30622255088629,0.0,-71.30622255088629,0.012792915645208772,2,1,-172.47481399244657,-41.44385366021231,strategy column,5.913242285507008,6.347689930191953,3.0970160885612,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2025-01,370.2374964166213,10,7,3,0.7,2.4394635044951083,627.4426949231871,-257.20519850656586,37.02374964166213,89.63467070331244,-85.73506616885528,0.008582530110380092,5,5,280.50184113797275,89.73565527864855,strategy column,25.14817486487576,26.79841680066817,1.9507639421458,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2025-02,-297.170745334362,9,2,7,0.2222222222222222,0.42128760875644167,216.33259385592325,-513.5033391902853,-33.018971703817996,108.16629692796162,-73.35761988432647,0.05026298179633511,2,7,-172.7418731142921,-124.42887222006988,strategy column,19.037895030854624,18.34958940820453,-1.7499059510004,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2025-03,264.28229848484546,9,5,4,0.5555555555555556,2.53270501531941,436.7109757863092,-172.42867730146367,29.364699831649496,87.34219515726184,-43.107169325365916,0.010271989278022428,4,5,205.6389800294163,58.64331845542914,strategy column,15.890033755340266,15.540729494410371,-0.2439590912174998,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2025-04,-95.20606992488268,10,4,6,0.4,0.7978186589382531,375.6883727814123,-470.8944427062949,-9.520606992488268,93.92209319535307,-78.48240711771582,0.036348159270849896,6,4,-142.6846610376461,47.47859111276345,strategy column,22.166412053552623,23.448244953320984,1.6522346629158005,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2025-05,-223.16655206007914,7,2,5,0.2857142857142857,0.4803907374241984,206.322620157137,-429.48917221721615,-31.880936008582733,103.1613100785685,-85.89783444344323,0.03227211130386783,4,3,28.80290530075807,-251.96945736083723,strategy column,22.86172814254311,20.94363768039525,-0.3182790947702001,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2025-06,25.98020337781275,8,4,4,0.5,1.075934474420201,368.1199702779585,-342.1397669001458,3.2475254222265937,92.02999256948962,-85.53494172503645,0.008620632677867163,5,3,-52.81705531893853,78.79725869675127,strategy column,23.559084798720782,28.208842271974763,2.1699146007787,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2025-07,-213.07846806817219,3,0,3,0.0,0.0,0.0,-213.07846806817219,-71.02615602272407,0.0,-71.02615602272407,0.0126434217448771,2,1,-129.87474445248733,-83.2037236156849,strategy column,9.114179337591196,9.851830141470296,-0.20456006384280012,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2025-08,235.0413672147463,10,6,4,0.6,1.703382138412932,569.2002182556316,-334.15885104088534,23.50413672147463,94.86670304260527,-83.53971276022133,0.011559964404403478,5,5,85.06905322751005,149.9723139872363,strategy column,25.237222026536053,25.27251697959999,0.07810346852759997,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2025-09,295.6333318404448,10,6,4,0.6,1.8409915396116252,647.1628275794508,-351.52949573900594,29.563333184044478,107.86047126324179,-87.88237393475148,0.01692632811035389,6,4,251.86456819895358,43.76876364149119,strategy column,34.56218052856008,34.01813179166284,2.8993996417985,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2025-10,230.79034151980153,10,6,4,0.6,1.6427416874700165,589.8620277336628,-359.0716862138613,23.079034151980153,98.31033795561046,-89.76792155346533,0.018116226117426037,4,6,13.177981423871586,217.61236009592992,strategy column,29.312374398868684,28.102665649907557,-6.943158485946,positive,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2025-11,-107.36080834951738,10,4,6,0.4,0.7832054362863458,387.85828990850564,-495.219098258023,-10.73608083495174,96.96457247712641,-82.53651637633716,0.02662699165896971,5,5,-260.9934467452717,153.63263839575433,strategy column,25.112456929227626,24.362316787508036,0.13574360424699988,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2025-12,-115.75559325498844,13,5,8,0.38461538461538464,0.830328694857586,566.4787607380376,-682.234353993026,-8.90427640422988,113.29575214760753,-85.27929424912826,0.04559802611079123,4,9,-166.101828451513,50.34623519652458,strategy column,38.642825461318616,42.01051617157813,2.4627423915248,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2026-01,-240.79490396557605,5,1,4,0.2,0.31963838301802217,113.12703688952439,-353.92194085510044,-48.15898079311521,113.12703688952439,-88.48048521377511,0.03499629141056997,3,2,-64.96069750837994,-175.8342064571961,strategy column,19.19828838730981,16.88514850519892,0.646581433273,negative,not attributable without implemented PF8.1 sleeve logs
Executable Phase12 baseline 1h,SOLUSDT.P,2026-02,-246.95498679038457,4,0,4,0.0,0.0,0.0,-246.95498679038457,-61.73874669759614,0.0,-61.73874669759614,0.01660043206994242,2,2,-164.29838912615557,-82.656597664229,strategy column,6.122252789288661,6.50821677153246,-1.0977759023983,negative,not attributable without implemented PF8.1 sleeve logs
