month,pnl,trades,winners,losers,win_rate,profit_factor,gross_profit,gross_loss,fees,slippage,funding,status
2021-12,134.8739975883934,1,1,0,1.0,0.0,134.8739975883934,0.0,5.488017927168281,5.492684239287993,0.537838821,positive
2022-02,58.52869826234425,1,1,0,1.0,0.0,58.52869826234425,0.0,6.578117420855,6.583918289999811,-0.2023739731986,positive
2024-12,-12.652064461623064,1,0,1,0.0,0.0,0.0,-12.652064461623064,7.1202802849,7.119369799999927,-0.906785623276,negative
