strategy_id,source_sleeve,side,session,entry_time,exit_time,hold_time,entry_price,exit_price,net_pnl,R,expected_R,projected_net_R,cost_to_risk,fees,slippage,funding,reason,same_candle,month,year,drawdown_contribution,losing_cluster,winning_cluster,high_friction,low_quality,high_quality,live_known_improvement
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1638561600000,1638561600000,0,53857.4,52322.47345677366,203.01161509021983,1.3115355874351011,1.3115355874351011,1.3115355874351011,0.05,7.273321331788996,7.274448282647253,0.0,TP Hit,True,2021-12,2021,0.0,True,False,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1638594000000,1638594000000,0,50248.1,47785.074999242985,210.01873195339311,1.3361489788109775,1.3361489788109775,1.3361489788109775,0.05,4.26444311246707,4.261311956488258,0.0,TP Hit,True,2021-12,2021,0.0,True,False,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,OFF_HOURS,1638831600000,1638957600000,35,50755.2,49338.44879935545,-174.229723861283,-1.0177301225122066,-1.0177301225122066,-1.0177301225122066,0.05,5.855478454762294,5.860713126325027,2.6143549311087,SL Hit,False,2021-12,2021,1.0856486266642276,False,True,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1639080000000,1639094400000,4,47595.7,48738.07356108974,-171.93904451119158,-1.0217857732283535,-1.0217857732283535,-1.0217857732283535,0.05,6.984198583179006,6.981294460948738,-0.68932043,SL Hit,False,2021-12,2021,1.0713750983853514,False,True,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1639411200000,1639422000000,3,47215.5,46185.5215349707,160.05630152441404,1.0377232879474356,1.0377232879474356,1.0377232879474356,0.05,7.565482744332627,7.557497665498886,-0.7652729340000001,TP Hit,False,2021-12,2021,0.0,True,False,False,False,False,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,OFF_HOURS,1640062800000,1640138400000,21,48572.5,49573.47611996537,157.53588613186878,1.0326881857030157,1.0326881857030157,1.0326881857030157,0.05,8.244261994077092,8.241935121638292,2.3838400282368,TP Hit,False,2021-12,2021,0.0,True,False,False,False,False,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1640289600000,1640451600000,45,51107.9,50207.12480036041,-184.03421348336624,-1.0286825330286646,-1.0286825330286646,-1.0286825330286646,0.05,9.52361233123388,9.525230646557027,5.1648636198896005,SL Hit,False,2021-12,2021,1.146741708013728,False,True,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1640984400000,1640998800000,4,45850.3,46839.840680455694,-172.22120386391856,-1.024228785491561,-1.024228785491561,-1.024228785491561,0.05,7.739626746818051,7.735142110761154,-0.771716519,SL Hit,False,2021-12,2021,1.073133270911828,False,True,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1641416400000,1641420000000,1,43936.6,42433.434839817535,205.85720012952012,1.3240030324388958,1.3240030324388958,1.3240030324388958,0.05,6.089087456207135,6.086422125143617,0.0,TP Hit,False,2022-01,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1642723200000,1642730400000,2,40641.7,39537.24439715222,206.2074409732953,1.3088802834636937,1.3088802834636937,1.3088802834636937,0.05,7.737268134325189,7.742917365641632,-0.784777758,TP Hit,False,2022-01,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1642802400000,1642842000000,11,36616.9,34764.536297197345,214.67711812124105,1.3460755523157244,1.3460755523157244,1.3460755523157244,0.05,4.211504741534643,4.207122600234273,-0.3097059320621999,TP Hit,False,2022-01,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,LONDON,1643022000000,1643036400000,4,33253.8,34330.702746971576,-173.26841974182918,-1.0161895146649953,-1.0161895146649953,-1.0161895146649953,0.05,5.271591214263784,5.275416585970321,0.0,SL Hit,False,2022-01,2022,1.0636258153185933,False,True,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),ATR Expansion Long,Long,NEW_YORK,1643047200000,1643169600000,34,35348.8,37628.56131597645,232.2800402258394,1.4597261068977905,1.4597261068977905,1.4597261068977905,0.05,3.7948227884307753,3.7911840204410834,1.0203138472800002,TP Hit,False,2022-01,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1643248800000,1643292000000,12,35850.6,36992.40197264678,-174.6375883787769,-1.0164575005750045,-1.0164575005750045,-1.0164575005750045,0.05,5.390382145975861,5.3911897111198925,0.2605142810772,SL Hit,False,2022-01,2022,1.068161194766721,False,True,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1643990400000,1643990400000,0,39501.5,40701.9983190495,210.64427920812213,1.314835868810552,1.314835868810552,1.314835868810552,0.05,7.25841659787398,7.265553534640116,-0.6125000580372,TP Hit,True,2022-02,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1644256800000,1644300000000,12,44210.1,45317.44406403387,211.2254935837511,1.300381287541119,1.300381287541119,1.300381287541119,0.05,8.863226862339353,8.856551297987696,-0.8345957673833999,TP Hit,False,2022-02,2022,0.0,True,False,False,False,True,none
Strategy #1 (Combined Router v1),ATR Expansion Short,Short,NEW_YORK,1644339600000,1644350400000,3,42987.8,44138.8900441356,-179.1980083736489,-1.0195374649042843,-1.0195374649042843,-1.0195374649042843,0.05,6.5345017533101695,6.527762372123471,0.0,SL Hit,False,2022-02,2022,1.079727310079133,False,True,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),ATR Expansion Long,Long,NEW_YORK,1644354000000,1644537600000,51,44279.3,43033.437440058304,-178.32638420579102,-1.017582999014909,-1.017582999014909,-1.017582999014909,0.05,5.980922514643995,5.974225097192452,1.6622909791342,SL Hit,False,2022-02,2022,1.074475485984086,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1645113600000,1645120800000,2,41886.8,40888.582493245776,208.54146922515,1.2974358829634571,1.2974358829634571,1.2974358829634571,0.05,8.981129000517168,8.99119410346487,-0.9093992600000002,TP Hit,False,2022-02,2022,0.0,True,False,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,LONDON,1645351200000,1645394400000,12,38141.0,38832.11321041206,-183.2238202352717,-1.028891105140172,-1.028891105140172,-1.028891105140172,0.05,9.69861226451192,9.703601063978336,-0.63532105308,SL Hit,False,2022-02,2022,1.1039841589787653,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1645480800000,1645538400000,16,37010.5,38187.45332138357,-173.7344995696681,-1.0164821601695833,-1.0164821601695833,-1.0164821601695833,0.05,5.376653662478924,5.374538393281837,0.053520949339,SL Hit,False,2022-02,2022,1.0468078612635214,False,True,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1645664400000,1645668000000,1,36722.6,35830.42980898389,165.18747948954163,1.0446605350661882,1.0446605350661882,1.0446605350661882,0.05,7.001367376566945,7.007108522306116,0.0,TP Hit,False,2022-02,2022,0.0,True,False,False,False,False,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1645732800000,1645732800000,0,37290.9,38955.990156373,216.38657260220927,1.3375420464938608,1.3375420464938608,1.3375420464938608,0.05,5.070418195398805,5.065669280038659,0.0,TP Hit,True,2022-02,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1645999200000,1646035200000,10,37366.9,38485.52546486038,-178.240729008787,-1.017494342858493,-1.017494342858493,-1.017494342858493,0.05,5.764784335329389,5.7658382162206685,2.4448740146800003,SL Hit,False,2022-02,2022,1.073959385072615,False,True,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1646064000000,1646085600000,6,40813.2,42424.73221749862,215.5803082585085,1.3311058345790945,1.3311058345790945,1.3311058345790945,0.05,5.701798356898656,5.702347930862583,-0.502192818096,TP Hit,False,2022-02,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1646431200000,1646611200000,50,39364.1,38060.80864281946,217.8014734159964,1.3262611110829423,1.3262611110829423,1.3262611110829423,0.05,6.619829688961064,6.621272852534952,-1.558481027085,TP Hit,False,2022-03,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,OFF_HOURS,1646798400000,1646884800000,24,41219.0,40121.89989670123,-181.76200761304503,-1.0186355086490049,-1.0186355086490049,-1.0186355086490049,0.05,6.425931091839397,6.42601569968836,1.9942602,SL Hit,False,2022-03,2022,1.0866142143981832,False,True,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1646888400000,1647208800000,89,39506.6,38117.70405072669,216.19150719055853,1.3257826000040116,1.3257826000040116,1.3257826000040116,0.05,6.248756476083499,6.254741705231144,1.17198416636,TP Hit,False,2022-03,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),Low-Activity Filler Long,Long,NEW_YORK,1647795600000,1647828000000,9,41311.0,40724.986094098975,-194.39666367600705,-1.0360169634598309,-1.0360169634598309,-1.0360169634598309,0.05,12.633541858491242,12.619585251115176,1.2708388,SL Hit,False,2022-03,2022,1.1597599310968951,True,False,True,True,False,suppress_low_activity_long
Strategy #1 (Combined Router v1),BB Expansion Long,Long,OFF_HOURS,1648425600000,1648479600000,15,46844.3,47820.58156604715,206.9029316844276,1.2836237811114737,1.2836237811114737,1.2836237811114737,0.05,10.649799176180306,10.647506679519577,2.1106215000000006,TP Hit,False,2022-03,2022,0.0,True,False,True,False,True,none
Strategy #1 (Combined Router v1),Low-Activity Filler Long,Long,NEW_YORK,1648753200000,1648767600000,4,45969.9,45181.720051275646,-188.4288014774984,-1.0295230105571722,-1.0295230105571722,-1.0295230105571722,0.05,10.30013306579415,10.306088409998456,0.0,SL Hit,False,2022-03,2022,1.1233178628156057,True,False,True,True,False,suppress_low_activity_long
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1648782000000,1648800000000,5,44372.1,45170.62018318208,-184.769271216568,-1.029092254386674,-1.029092254386674,-1.029092254386674,0.05,9.849699220150027,9.850285077612206,-0.75486830364,SL Hit,False,2022-04,2022,1.101501581655911,True,False,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1649714400000,1649750400000,10,39348.8,40247.523385516266,-180.29148533314807,-1.022892651063051,-1.022892651063051,-1.022892651063051,0.05,7.601448883316804,7.604417624502952,1.033869816225,SL Hit,False,2022-04,2022,1.074807271501262,True,False,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),Low-Activity Filler Short,Short,NEW_YORK,1650315600000,1650376800000,17,40629.4,41474.768040304414,-178.68315514526614,-1.0251345979794486,-1.0251345979794486,-1.0251345979794486,0.05,8.292520972070747,8.287458142998425,-0.373709968296,SL Hit,False,2022-04,2022,1.0652192148178516,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1651766400000,1651777200000,3,36868.1,35729.41940979205,210.15339129558032,1.3176395049673817,1.3176395049673817,1.3176395049673817,0.05,6.896764343930244,6.888598544658162,-0.7008435000000001,TP Hit,False,2022-05,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1651982400000,1652061600000,22,34458.5,33574.39672060933,210.5775438515641,1.3035658752245305,1.3035658752245305,1.3035658752245305,0.05,8.368046296634947,8.35878700313186,-1.456183418094,TP Hit,False,2022-05,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1652108400000,1652115600000,2,32438.4,31320.58569105644,216.74459440350927,1.3244871855343363,1.3244871855343363,1.3244871855343363,0.05,6.344019076260116,6.338640855831291,-0.6435660000000001,TP Hit,False,2022-05,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),ATR Expansion Long,Long,LONDON,1652266800000,1652270400000,1,31851.0,30405.81060440166,-174.20550050626375,-1.0106368777305703,-1.0106368777305703,-1.0106368777305703,0.05,3.6731518256596978,3.6710402457825033,0.0,SL Hit,False,2022-05,2022,1.038525687076493,False,True,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1652274000000,1652274000000,0,29280.0,30821.277980453684,-172.8461481388302,-1.0100944946919532,-1.0100944946919532,-1.0100944946919532,0.05,3.3055702889249527,3.300323127360789,0.0,SL Hit,True,2022-05,2022,1.0304219110920072,False,True,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),ATR Expansion Short,Short,NEW_YORK,1652284800000,1652302800000,5,30955.9,27965.91058263681,121.46978231823276,1.4741282345041395,1.4741282345041395,1.4741282345041395,0.05,1.2078971169440549,1.2085146596141567,-0.088113323286,TP Hit,False,2022-05,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),ATR Expansion Long,Long,OFF_HOURS,1652403600000,1653944400000,428,29539.0,32145.98964532758,232.6826579572301,1.4702060542703208,1.4702060542703208,1.4702060542703208,0.05,2.8991945133303965,2.902817321991156,9.475174190232,TP Hit,False,2022-05,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1654106400000,1654113600000,2,30148.2,29342.91320242919,215.60046498954767,1.306934403620139,1.306934403620139,1.306934403620139,0.05,8.269264735137659,8.274426621825953,0.0,TP Hit,False,2022-06,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,OFF_HOURS,1654488000000,1654560000000,20,31250.6,30768.137160930248,-195.0968103961728,-1.0329537950421044,-1.0329537950421044,-1.0329537950421044,0.05,11.597503849093956,11.590919909047871,3.058204734992,SL Hit,False,2022-06,2022,1.1542610626967413,True,False,True,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1654567200000,1654624800000,16,29541.0,30205.559854596413,-181.4567801448124,-1.023242578260885,-1.023242578260885,-1.023242578260885,0.05,7.826799340952131,7.832550865518868,-0.4847011004,SL Hit,False,2022-06,2022,1.0735618663276152,True,False,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),ATR Expansion Long,Long,NEW_YORK,1654632000000,1654639200000,2,31065.9,30345.27919721689,-179.56700777923044,-1.021518793067726,-1.021518793067726,-1.021518793067726,0.05,7.338635914067419,7.332574901517807,0.0,SL Hit,False,2022-06,2022,1.0623813111226268,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),ATR Expansion Short,Short,OFF_HOURS,1654660800000,1654945200000,79,29991.0,28610.965409675584,239.37650751720463,1.4457356378581503,1.4457356378581503,1.4457356378581503,0.05,5.098370990641776,5.097910035623623,-4.348859791398,TP Hit,False,2022-06,2022,0.0,True,False,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1655010000000,1655046000000,10,27408.5,28046.11696830924,-180.22212088780168,-1.022475993953374,-1.022475993953374,-1.022475993953374,0.05,7.541827907690057,7.538765724827012,-0.7515224,SL Hit,False,2022-06,2022,1.066257189725411,True,False,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1655082000000,1655085600000,1,26278.1,25521.65840724702,170.2162192569994,1.054484981666005,1.054484981666005,1.054484981666005,0.05,6.034671854444278,6.024087310789405,0.0,TP Hit,False,2022-06,2022,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1655168400000,1655182800000,4,21726.4,22938.61326320012,-172.8364077764402,-1.0095470146320604,-1.0095470146320604,-1.0095470146320604,0.05,3.1265509284240087,3.13090047818434,0.0,SL Hit,False,2022-06,2022,1.022560724122606,True,False,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1655244000000,1655280000000,10,21457.8,20314.076094781165,175.0239478911212,1.0799952429244768,1.0799952429244768,1.0799952429244768,0.05,3.2582063353929307,3.25290608235175,0.1387749876239999,TP Hit,False,2022-06,2022,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),ATR Expansion Long,Long,OFF_HOURS,1655330400000,1655409600000,22,22208.5,20695.948800309496,-170.03497618148816,-1.0068920013472926,-1.0068920013472926,-1.0068920013472926,0.05,2.381196908417177,2.38129975829622,-0.239403892575,SL Hit,False,2022-06,2022,1.0059864736092567,False,True,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Short,Short,LONDON,1655539200000,1655571600000,9,19235.4,18538.963271985205,173.35716512646994,1.0662225029978738,1.0662225029978738,1.0662225029978738,0.05,4.816231317178114,4.810536548903475,-0.5820307998750001,TP Hit,False,2022-06,2022,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,LONDON,1655636400000,1655791200000,43,19898.4,21176.26304230801,222.26078461933412,1.351903185340887,1.351903185340887,1.351903185340887,0.05,3.63510767924426,3.627336797643376,0.2858661899399999,TP Hit,False,2022-06,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,LONDON,1656583200000,1656594000000,3,19129.5,18711.457294853102,170.4251907152742,1.037109655837629,1.037109655837629,1.037109655837629,0.05,8.079044382451137,8.092099682609463,0.0,TP Hit,False,2022-06,2022,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,OFF_HOURS,1656637200000,1656648000000,3,20299.1,19603.681907342325,-179.5577403864475,-1.014303649363001,-1.014303649363001,-1.014303649363001,0.05,5.007799129371461,4.996592825783788,0.0,SL Hit,False,2022-07,2022,1.0578549517831977,False,True,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1657224000000,1657242000000,5,21808.8,22418.33923557228,215.9624956872081,1.3084090832104616,1.3084090832104616,1.3084090832104616,0.05,8.159907188963086,8.160352715319274,0.7975750500000001,TP Hit,False,2022-07,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),ATR Expansion Long,Long,NEW_YORK,1657735200000,1657825200000,25,19885.2,20789.09440855,243.73252528512728,1.4438528845520833,1.4438528845520833,1.4438528845520833,0.05,5.613052628379901,5.602730193476572,0.129278846292,TP Hit,False,2022-07,2022,0.0,True,False,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,OFF_HOURS,1658127600000,1658170800000,12,22201.4,21699.489014372903,-190.2071232483427,-1.0221057806344072,-1.0221057806344072,-1.0221057806344072,0.05,7.902160022587122,7.903861953563609,1.6170084,SL Hit,False,2022-07,2022,1.1024010476380197,False,True,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),ATR Expansion Short,Short,NEW_YORK,1658178000000,1658185200000,2,21478.1,22155.10257983139,-181.6929870915397,-1.0166263809947946,-1.0166263809947946,-1.0166263809947946,0.05,5.672316335378081,5.660723973390995,0.0,SL Hit,False,2022-07,2022,1.0530548798463035,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1658246400000,1658322000000,21,23128.7,24059.34885637729,220.51637382753003,1.3290562176740577,1.3290562176740577,1.3290562176740577,0.05,5.780535984906219,5.79074460720969,1.71206,TP Hit,False,2022-07,2022,0.0,True,False,False,False,True,none
Strategy #1 (Combined Router v1),ATR Expansion Short,Short,OFF_HOURS,1658372400000,1658480400000,30,22677.6,23502.59568029982,-178.68663041381367,-1.014442571708874,-1.014442571708874,-1.014442571708874,0.05,4.91819083995193,4.908675552176202,-1.95564033,SL Hit,False,2022-07,2022,1.035630659898602,True,False,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1658952000000,1658973600000,6,22775.2,23430.51308725842,218.5105006434112,1.3109601360015355,1.3109601360015355,1.3109601360015355,0.05,7.9935883640957055,7.999906517353825,0.234239183906,TP Hit,False,2022-07,2022,0.0,True,False,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1660143600000,1660154400000,3,24009.2,23583.650863055947,-191.9300553281052,-1.028514039911306,-1.028514039911306,-1.028514039911306,0.05,10.161073659262446,10.161628273398035,0.059500193732,SL Hit,False,2022-08,2022,1.1123868047290382,True,False,True,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),ATR Expansion Short,Short,OFF_HOURS,1660258800000,1660345200000,24,23867.3,24398.305001374465,-184.7977420232271,-1.023501879786631,-1.023501879786631,-1.023501879786631,0.05,8.060356035229537,8.047080694882514,-0.6182844710740001,SL Hit,False,2022-08,2022,1.071049395671469,False,True,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),ATR Expansion Short,Short,OFF_HOURS,1660546800000,1660741200000,54,24107.2,23416.62436650841,117.58708519506636,1.4136113757915176,1.4136113757915176,1.4136113757915176,0.05,4.18209654425274,4.1892331276883485,-0.2278702447999999,TP Hit,False,2022-08,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1660892400000,1660906800000,4,21888.0,21292.23631704654,218.3613255082361,1.308337788691356,1.308337788691356,1.308337788691356,0.05,8.204244900238844,8.185503148664793,-0.17537088616,TP Hit,False,2022-08,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),Low-Activity Filler Short,Short,NEW_YORK,1661796000000,1661868000000,20,20256.8,19730.26654899648,277.0214581008144,1.633259012947567,1.633259012947567,1.633259012947567,0.05,10.956456234425035,10.9381913387557,0.562416814688,TP Hit,False,2022-08,2022,0.0,False,True,True,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1662494400000,1662577200000,23,18803.7,19192.27314098747,-191.769549644692,-1.0253081833951647,-1.0253081833951647,-1.0253081833951647,0.05,8.929053688132054,8.92593022301884,0.21111969245,SL Hit,False,2022-09,2022,1.1034824276277884,False,True,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Long,Long,OFF_HOURS,1662703200000,1662717600000,4,20536.7,21034.478677525432,218.46813496586773,1.2967550423138814,1.2967550423138814,1.2967550423138814,0.05,9.56137109583085,9.578350270965894,0.9486856,TP Hit,False,2022-09,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),ATR Expansion Short,Short,NEW_YORK,1663074000000,1663092000000,5,21386.6,20494.826728555094,249.6536751510594,1.440643495398361,1.440643495398361,1.440643495398361,0.05,5.9890440221833785,5.989495574396424,-0.59556354,TP Hit,False,2022-09,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1663095600000,1663333200000,66,20230.1,19445.773278286528,234.4616713520899,1.331433937149616,1.331433937149616,1.331433937149616,0.05,6.050570674938696,6.044498425726669,-1.2925919044199998,TP Hit,False,2022-09,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1663556400000,1663567200000,3,18745.6,18285.205185962284,229.3354145398165,1.3003312116220984,1.3003312116220984,1.3003312116220984,0.05,9.609493945757212,9.621239426045062,0.0,TP Hit,False,2022-09,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),ATR Expansion Short,Short,NEW_YORK,1663790400000,1664240400000,125,18980.8,19734.662810487403,-189.67761687325503,-1.013255906944189,-1.013255906944189,-1.013255906944189,0.05,4.781359657095194,4.782512850669616,-1.307856974229,SL Hit,False,2022-09,2022,1.0468595159037142,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),BB Expansion Long,Long,OFF_HOURS,1664251200000,1664294400000,12,20102.0,19689.90778750445,-198.53423828484733,-1.0244874246414712,-1.0244874246414712,-1.0244874246414712,0.05,9.092450929444768,9.071394626757396,1.115646244936,SL Hit,False,2022-09,2022,1.0957405518230838,True,False,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1664301600000,1664373600000,20,18937.5,19431.35309008978,-190.83065814483007,-1.0200577841621412,-1.0200577841621412,-1.0200577841621412,0.05,7.155791101301745,7.165636283159111,-0.532335559959,SL Hit,False,2022-09,2022,1.053223325441582,True,False,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),ATR Expansion Long,Long,NEW_YORK,1665680400000,1665709200000,8,19087.0,19711.02805911631,246.9815305835855,1.423338329311114,1.423338329311114,1.423338329311114,0.05,7.934196738089286,7.918421698938912,0.311748856896,TP Hit,False,2022-10,2022,0.0,True,False,False,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1666728000000,1666728000000,0,20276.8,20006.915870706736,-206.49850290677483,-1.0385125020633466,-1.0385125020633466,-1.0385125020633466,0.05,14.341002849971598,14.317225062501034,0.0,SL Hit,True,2022-10,2022,1.1396965353707436,True,False,True,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),Low-Activity Filler Long,Long,OFF_HOURS,1666926000000,1667008800000,23,20224.6,20758.184915175665,283.6863725898888,1.6332017044055454,1.6332017044055454,1.6332017044055454,0.05,11.372722813961248,11.36877795293698,1.080532518645,TP Hit,False,2022-10,2022,0.0,False,True,True,False,True,none
Strategy #1 (Combined Router v1),BB Expansion Short,Short,OFF_HOURS,1667887200000,1667923200000,10,19681.1,20083.54479410974,-196.69659554284232,-1.0255773404075716,-1.0255773404075716,-1.0255773404075716,0.05,9.285044559424623,9.263764127361105,-0.5301678658319999,SL Hit,False,2022-11,2022,1.08559832300868,False,True,False,True,False,filter_off_hours
Strategy #1 (Combined Router v1),BB Expansion Short,Short,NEW_YORK,1668009600000,1668027600000,5,17088.3,15982.922906916006,237.6397078257766,1.3496758708118812,1.3496758708118812,1.3496758708118812,0.05,3.604763296853845,3.594267962872076,-0.27226483032,TP Hit,False,2022-11,2022,0.0,False,True,False,False,True,none
Strategy #1 (Combined Router v1),Funding Reversal Long,Long,OFF_HOURS,1668045600000,1668085200000,11,16122.9,17097.622066276326,176.8102441597521,0.9754291023025582,0.9754291023025582,0.9754291023025582,0.05,3.0064572469980075,3.0142088514235748,-3.392007410735,TP Hit,False,2022-11,2022,0.0,False,True,False,False,False,none
Strategy #1 (Combined Router v1),BB Expansion Long,Long,NEW_YORK,1668088800000,1668175200000,24,17658.1,16794.8355470516,-182.76610780163583,-1.0098280311706964,-1.0098280311706964,-1.0098280311706964,0.05,3.686464103534521,3.681146376722252,-5.658949232856,SL Hit,False,2022-11,2022,1.0087138497985026,False,True,False,True,False,filter_low_projected_R
Strategy #1 (Combined Router v1),Low-Activity Filler Short,Short,OFF_HOURS,1668740400000,1668942000000,56,16899.3,16486.144368400237,290.46187429791325,1.6246065693046083,1.6246065693046083,1.6246065693046083,0.05,12.152301750097685,12.185957571311068,-1.836876243384,TP Hit,False,2022-11,2022,0.0,False,True,True,False,True,none
Strategy #1 (Combined Router v1),ATR Expansion Short,Short,OFF_HOURS,1671069600000,1671177600000,30,17622.8,17174.67245560188,255.4876858099176,1.40417056129033,1.40417056129033,1.40417056129033,0.05,10.19565942949135,10.186464197391404,-3.080604222112,TP Hit,False,2022-12,2022,0.0,False,True,True,False,True,none
