system,sleeve,sleeve_family,setup_time,setup_datetime,setup_close_time,setup_close_datetime,trigger_time,trigger_datetime,trigger_close_time,entry_time,entry_datetime,exit_time,exit_datetime,side,entry_model,entry_price,exit_price,raw_exit_price,stop_loss,take_profit,size,gross_pnl,fees,entry_slippage,exit_slippage,slippage,funding,net_pnl,capital_after,reason,exit_reason,R,MFE,MAE,hold_candles,expected_r,same_candle_priority
pf12_event_driven_mtf_router,variant_c_5m_quality,variant_c,1578423600000,2020-01-07 19:00:00+00:00,1578427200000,2020-01-07 20:00:00+00:00,1578429900000,2020-01-07 20:45:00+00:00,1578430200000,1578430200000,2020-01-07 20:50:00+00:00,1578431700000,2020-01-07 21:15:00+00:00,Long,wick_rejection,8178.9,8064.6,8064.6,8054.6,8386.1,0.789,-90.18269999999943,6.408060750000001,3.2265760500000003,3.1814847000000004,6.408060750000001,0.0,-96.59076074999943,9715.517959621546,Stop Loss,Stop Loss,-0.9195494770716005,0.0017239482081943004,0.014415141400432777,6,1.6669348350764437,SL_FIRST
pf12_event_driven_mtf_router,variant_b_rescue_vwap,variant_b,1578441600000,2020-01-08 00:00:00+00:00,1578445200000,2020-01-08 01:00:00+00:00,1578445500000,2020-01-08 01:05:00+00:00,1578445800000,1578445800000,2020-01-08 01:10:00+00:00,1578467100000,2020-01-08 07:05:00+00:00,Long,vwap_reclaim,8384.3,8337.3,8337.3,8207.7,8678.7,0.55,-25.85,4.59844,2.3056825,2.2927575,4.59844,0.0,-30.44844,9685.069519621546,Time Stop,Time Stop,-0.2661381653454155,0.006360697971208083,0.016487959638848776,72,1.667044167610441,SL_FIRST
pf12_event_driven_mtf_router,variant_b_rescue_vwap,variant_b,1578499200000,2020-01-08 16:00:00+00:00,1578502800000,2020-01-08 17:00:00+00:00,1578503400000,2020-01-08 17:10:00+00:00,1578503700000,1578503700000,2020-01-08 17:15:00+00:00,1578516900000,2020-01-08 20:55:00+00:00,Short,vwap_reclaim,8055.8,8059.8,8059.8,8237.9,7752.3,0.531,-2.124,4.278691800000001,2.1388149,2.1398769000000004,4.278691800000001,0.0,-6.402691800000001,9678.666827821546,Stop Loss,Stop Loss,-0.021965952773201604,0.023050472951165683,0.007224608356711911,45,1.6666666666666716,SL_FIRST
pf12_event_driven_mtf_router,variant_b_rescue_vwap,variant_b,1578596400000,2020-01-09 19:00:00+00:00,1578600000000,2020-01-09 20:00:00+00:00,1578600300000,2020-01-09 20:05:00+00:00,1578600600000,1578600600000,2020-01-09 20:10:00+00:00,1578603000000,2020-01-09 20:50:00+00:00,Long,vwap_reclaim,7995.4,7869.7,7869.7,7873.6,8198.3,0.794,-99.80579999999986,6.2984447,3.1741738,3.1242709,6.2984447,0.0,-106.10424469999987,9572.562583121546,Stop Loss,Stop Loss,-1.0320197044335022,0.0014295720039022802,0.023438477124346456,9,1.6658456486042763,SL_FIRST
pf12_event_driven_mtf_router,variant_b_rescue_limit_retest,variant_b,1578654000000,2020-01-10 11:00:00+00:00,1578657600000,2020-01-10 12:00:00+00:00,1578657900000,2020-01-10 12:05:00+00:00,1578658200000,1578658200000,2020-01-10 12:10:00+00:00,1578669000000,2020-01-10 15:10:00+00:00,Long,limit_retest,7841.0,8025.9,8025.9,7730.1,8025.9,0.863,159.5686999999997,6.84656735,3.3833915,0.0,3.3833915,0.0,152.7221326499997,9725.284715771546,Take Profit,Take Profit,1.6672678088367923,0.02638056370360928,0.00416783573523789,37,1.667267808836792,SL_FIRST
pf12_event_driven_mtf_router,variant_b_rescue_vwap,variant_b,1578729600000,2020-01-11 08:00:00+00:00,1578733200000,2020-01-11 09:00:00+00:00,1578735000000,2020-01-11 09:30:00+00:00,1578735300000,1578735300000,2020-01-11 09:35:00+00:00,1578752100000,2020-01-11 14:15:00+00:00,Short,vwap_reclaim,8110.3,8114.4,8114.4,8246.4,7883.5,0.714,-2.92739999999961,5.792217900000001,2.8953771,2.8968407999999997,5.7922179,0.0,-8.71961789999961,9716.565097871546,Stop Loss,Stop Loss,-0.030124908155763925,0.012084633120846358,0.0030775680307756847,57,1.6664217487141888,SL_FIRST
pf12_event_driven_mtf_router,variant_b_rescue_vwap,variant_b,1578758400000,2020-01-11 16:00:00+00:00,1578762000000,2020-01-11 17:00:00+00:00,1578763200000,2020-01-11 17:20:00+00:00,1578763500000,1578763500000,2020-01-11 17:25:00+00:00,1578779100000,2020-01-11 21:45:00+00:00,Long,vwap_reclaim,8193.3,8189.2,8189.2,8069.8,8399.1,0.786,-3.2225999999995714,6.4383225,3.2199668999999997,3.2183555999999998,6.4383225,0.0,-9.660922499999572,9706.904175371546,Stop Loss,Stop Loss,-0.03319838056679745,0.012069617858494287,0.006451612903225767,53,1.6663967611336243,SL_FIRST
pf12_event_driven_mtf_router,variant_b_rescue_limit_retest,variant_b,1578805200000,2020-01-12 05:00:00+00:00,1578808800000,2020-01-12 06:00:00+00:00,1578809100000,2020-01-12 06:05:00+00:00,1578809400000,1578810600000,2020-01-12 06:30:00+00:00,1578839100000,2020-01-12 14:25:00+00:00,Long,limit_retest,8108.2,8145.3,8145.3,7996.0,8295.2,0.865,32.091500000000316,7.02963875,3.5067965,3.52284225,7.02963875,0.7005920449999999,24.361269205000315,9731.265444576547,Time Stop,Time Stop,0.3306595365418933,0.009595224587454699,0.0030919316247748833,96,1.6666666666666774,SL_FIRST
pf12_event_driven_mtf_router,variant_b_rescue_limit_retest,variant_b,1578848400000,2020-01-12 17:00:00+00:00,1578852000000,2020-01-12 18:00:00+00:00,1578852300000,2020-01-12 18:05:00+00:00,1578852600000,1578852600000,2020-01-12 18:10:00+00:00,1578873600000,2020-01-13 00:00:00+00:00,Short,limit_retest,8101.9,8203.1,8203.1,8199.0,7940.1,1.002,-101.40240000000072,8.168804999999999,4.0590519,4.109753100000001,8.168805,-0.820259244,-108.75094575600073,9622.514498820547,Stop Loss,Stop Loss,-1.042224510813598,0.0021636899986422625,0.0121082708994187,71,1.6663233779608513,SL_FIRST
pf12_event_driven_mtf_router,variant_b_rescue_limit_retest,variant_b,1578880800000,2020-01-13 02:00:00+00:00,1578884400000,2020-01-13 03:00:00+00:00,1578884400000,2020-01-13 03:00:00+00:00,1578884700000,1578884700000,2020-01-13 03:05:00+00:00,1578913200000,2020-01-13 11:00:00+00:00,Short,limit_retest,8118.2,8130.8,8130.8,8202.0,7978.6,1.1480000000000001,-14.46480000000042,9.326926,4.6598468,4.667079200000001,9.326926,-0.9270100000000001,-22.86471600000042,9599.649782820547,Time Stop,Time Stop,-0.15035799522673432,0.007935256583971826,0.0021839816708137854,96,1.665871121718367,SL_FIRST
pf12_event_driven_mtf_router,variant_b_rescue_vwap,variant_b,1578942000000,2020-01-13 19:00:00+00:00,1578945600000,2020-01-13 20:00:00+00:00,1578946500000,2020-01-13 20:15:00+00:00,1578946800000,1578946800000,2020-01-13 20:20:00+00:00,1578951300000,2020-01-13 21:35:00+00:00,Long,vwap_reclaim,8124.2,8120.1,8120.1,8060.1,8231.1,1.497,-6.1376999999991835,12.158858550000001,6.080963700000001,6.077894850000001,12.158858550000001,0.0,-18.296558549999183,9581.353224270548,Stop Loss,Stop Loss,-0.06396255850233212,0.005022032938627826,0.0010585657664754012,16,1.6677067082683534,SL_FIRST
pf12_event_driven_mtf_router,variant_b_rescue_vwap,variant_b,1578960000000,2020-01-14 00:00:00+00:00,1578963600000,2020-01-14 01:00:00+00:00,1578964200000,2020-01-14 01:10:00+00:00,1578964500000,1578964500000,2020-01-14 01:15:00+00:00,1578965700000,2020-01-14 01:35:00+00:00,Long,vwap_reclaim,8369.8,8381.1,8381.1,8286.8,8508.1,1.154,13.040200000001258,9.665269299999999,4.8293745999999995,4.8358947,9.665269299999999,0.0,3.3749307000012587,9584.72815497055,Stop Loss,Stop Loss,0.13614457831326615,0.013745848168415148,0.005094506439819281,5,1.666265060240977,SL_FIRST
