benchmark,net_pnl,trades,profit_factor,max_dd_pct,positive_months,negative_months,zero_months,win_rate,winners,losers,average_winner,average_loser,expectancy,avg_r,best_trade,worst_trade,combined_adverse,status,trade_log_hash,monthly_hash,yearly_hash,stress_hash,note
PF1.2,21684.986096939287,325,2.4184289669893126,10.865101101285742,56,16,6,0.6523076923076923,212,113,174.40102430258182,-135.29231022308014,66.72303414442858,0.4752061909058632,289.9062559903471,-185.4519674662941,15922.970046540086,PASS,429dcb08a667976e1aa8f2f04e4bd74226e046a4f7ab50dc38d20a16be2c6222,349327d70ea5766bea415def27f7040f56ccabdbf41fbe8fa5a872183c8f9e65,8f2624479310799cb808af298573eb125cee6892b546b28d01e2f266ec7d3e8e,a10fb34eba9b56a85ef95be1d2aff21fe431f03409f03d131a2927ed15fd2d2d,PF1.2 reproduces through reconstruction from the executable Phase12 floor trade log
