candidate_id,source,trade_log_file,trade_log_rows,net_pnl,gross_profit,gross_loss,profit_factor,max_drawdown_pct,trades,winners,losers,win_rate,avg_win,avg_loss,expectancy,largest_win,largest_loss,positive_months,negative_months,zero_months,trade_hash,year_2020_pnl,year_2021_pnl,year_2022_pnl,year_2023_pnl,year_2024_pnl,year_2025_pnl,year_2026_pnl
P39_CAND_0551,TRADE_LOG_RECOMPUTED,phase39_P39_CAND_0551_trade_log.csv,340,11431.4059,34301.3535,22869.9477,1.4998,7.938,340,192,148,0.5647,178.6529,-154.5267,33.6218,333.4413,-241.8604,46,25,0,63a6238a2b04468c,310.5656,3595.387,2485.4033,609.9596,1884.4432,1130.3229,1415.3242
