timestamp,event_type,symbol,details
1583949600000,POSITION_CLOSED,ETHUSDT,Side: Short | Reason: SL Hit | Exit Price: 190.75569701214118 | PnL: $-100.38
1584000000000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 169.73
1584003600000,POSITION_OPENED,ETHUSDT,Side: Short | Size: 10.8870 | SL: 178.32 | TP: 157.80
1584007200000,POSITION_CLOSED,ETHUSDT,Side: Short | Reason: TP Hit | Exit Price: 157.88056403661622 | PnL: $125.81
1585846800000,SIGNAL_GENERATED,ETHUSDT,Side: Long | Close: 145.48
1585850400000,POSITION_OPENED,ETHUSDT,Side: Long | Size: 24.3160 | SL: 141.58 | TP: 150.89
1585850400000,POSITION_CLOSED,ETHUSDT,Side: Long | Reason: SL Hit | Exit Price: 141.51227609059296 | PnL: $-100.45
1586163600000,SIGNAL_GENERATED,ETHUSDT,Side: Long | Close: 154.05
1586167200000,POSITION_OPENED,ETHUSDT,Side: Long | Size: 26.0020 | SL: 150.44 | TP: 159.06
1586185200000,POSITION_CLOSED,ETHUSDT,Side: Long | Reason: TP Hit | Exit Price: 158.97828503265814 | PnL: $122.77
1586505600000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 157.94
1586509200000,POSITION_OPENED,ETHUSDT,Side: Short | Size: 19.9380 | SL: 162.70 | TP: 151.32
1586534400000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $-0.3050
1586563200000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: -0.000007 | Cost: $0.0217
1586592000000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000093 | Cost: $-0.2930
1586620800000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $-0.3136
1586649600000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $-0.3154
1586678400000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $-0.3129
1586707200000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000020 | Cost: $-0.0641
1586707200000,POSITION_CLOSED,ETHUSDT,Side: Short | Reason: SL Hit | Exit Price: 162.7851850186637 | PnL: $-99.02
1587024000000,SIGNAL_GENERATED,ETHUSDT,Side: Long | Close: 170.41
1587027600000,POSITION_OPENED,ETHUSDT,Side: Long | Size: 15.9570 | SL: 164.52 | TP: 178.59
1587052800000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $0.2752
1587081600000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $0.2750
1587110400000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $0.2707
1587139200000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $0.2708
1587168000000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $0.2722
1587196800000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000095 | Cost: $0.2613
1587211200000,POSITION_CLOSED,ETHUSDT,Side: Long | Reason: TP Hit | Exit Price: 178.50165017591667 | PnL: $123.27
1587402000000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 173.92
1587405600000,POSITION_OPENED,ETHUSDT,Side: Short | Size: 17.5630 | SL: 179.34 | TP: 166.39
1587427200000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $-0.2989
1587456000000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $-0.3038
1587484800000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $-0.2991
1587513600000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $-0.2997
1587542400000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $-0.3074
1587560400000,POSITION_CLOSED,ETHUSDT,Side: Short | Reason: SL Hit | Exit Price: 179.4316941312968 | PnL: $-100.50
1587564000000,SIGNAL_GENERATED,ETHUSDT,Side: Long | Close: 181.69
1587567600000,POSITION_OPENED,ETHUSDT,Side: Long | Size: 23.8570 | SL: 177.74 | TP: 187.18
1587571200000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $0.4355
1587600000000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $0.4357
1587628800000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $0.4293
1587650400000,POSITION_CLOSED,ETHUSDT,Side: Long | Reason: TP Hit | Exit Price: 187.08155370890304 | PnL: $120.30
1588237200000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 206.44
1588240800000,POSITION_OPENED,ETHUSDT,Side: Short | Size: 12.7260 | SL: 213.94 | TP: 196.03
1588244400000,POSITION_CLOSED,ETHUSDT,Side: Short | Reason: SL Hit | Exit Price: 214.0451017419898 | PnL: $-101.24
1588248000000,SIGNAL_GENERATED,ETHUSDT,Side: Short | Close: 209.12
1588251600000,POSITION_OPENED,ETHUSDT,Side: Short | Size: 10.1890 | SL: 218.39 | TP: 195.22
1588262400000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $-0.2120
1588291200000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000100 | Cost: $-0.2101
1588320000000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000196 | Cost: $-0.4257
1588348800000,FUNDING_DEDUCTED,ETHUSDT,Funding Rate: 0.000335 | Cost: $-0.7178
