metric,value
total_trades,325.0
replay_net_pnl,18563.591349529168
replay_profit_factor,2.2416137612184177
replay_max_dd_pct,12.248690576755093
EXECUTABLE_AS_RECORDED,20.0
EXECUTABLE_WITH_PRICE_ADJUSTMENT,255.0
EXECUTABLE_WITH_EXIT_DIFFERENCE,35.0
NOT_PHYSICALLY_EXECUTABLE,15.0
REQUIRES_UNKNOWN_LOGIC,0.0
