system,status,net_pnl,trades,profit_factor,max_dd_pct,positive_months,negative_months,zero_months,win_rate,winners,losers,average_winner,average_loser,expectancy,avg_r,best_trade,worst_trade,combined_adverse,trade_log_hash,rule_note,teacher_time_side_match_rate,missing_teacher_time_side,extra_live_time_side
c_proxy_phase12_cfg,ENGINE_EXECUTED_LIVE_KNOWN_REBUILD,3032.8952229687984,253,1.1974797471713639,11.195097057310182,43,26,9,0.5138339920948617,130,123,141.4684741023235,-124.86184073441675,11.987728154026872,0.18196451907180936,177.99115758465226,-171.1852148895485,806.3424360765293,7ea03dac3a5fd66c2a2c6fc1539c72b3d35ae3ef01e2d0f45f4c92507c0be030,Phase 12 C config without new distillation gates.,0.3333333333333333,212,147
c_distilled_expected_r_session,ENGINE_EXECUTED_LIVE_KNOWN_REBUILD,3637.702990280283,136,1.4991973770687985,5.954201965443343,35,23,20,0.5588235294117647,76,60,143.7474547855393,-121.45172622367839,26.74781610500208,0.2856199266552159,181.55098073634522,-154.32994916212857,2117.1794999388853,3f375bc70eb2b16eab866dda25a3754a864e9e16642a4748a3a05dfcb4dc3afe,C config gated by live expected-R/session/funding.,0.16666666666666666,265,83
c_distilled_adx_shape,ENGINE_EXECUTED_LIVE_KNOWN_REBUILD,4836.544899501603,248,1.3179459203507706,6.40038657342014,42,27,9,0.532258064516129,132,116,151.88176169544124,-131.13661762324693,19.50219717540969,0.22482568101434597,202.9099196465035,-171.22964705371805,1646.4598697446877,430764c6759a32f68edd81979b5b7df4e93cbbc012bd2e87b8b856ca37f15737,C config gated by live ADX and candle shape.,0.31761006289308175,217,147
c_floor_distilled_quality,ENGINE_EXECUTED_LIVE_KNOWN_REBUILD,4371.566066976515,260,1.2667349101811238,14.16611998469483,42,30,6,0.5153846153846153,134,126,154.9309299354659,-130.07284559028506,16.813715642217364,0.21026771532157854,227.92308303211433,-203.7090692908652,-1266.662883189705,3dadb933728f89bd968b7f5eb3e16b598b576c5e4e69b2818018db74636bb351,Full floor fusion gated into a C-like quality core.,0.3270440251572327,214,156
