strategy,entry_time,entry_datetime,exit_time,exit_datetime,side,entry_price,exit_price,raw_exit_price,stop_loss,take_profit,size,gross_pnl,fees,entry_slippage,exit_slippage,slippage,funding,net_pnl,capital_after,reason,R,hold_candles,is_limit,is_fallback_market,is_partial_fill,is_adverse_selection,exit_datetime_parsed,month,same_candle,session
BB Expansion Short,1611633600000,2021-01-26 04:00:00+00:00,1611698400000,2021-01-26 22:00:00+00:00,Short,31504.9,32689.933057608283,32673.596259478545,32673.596259478545,29919.407417390907,0.1,-118.50330576082816,3.209741652880415,1.5779999999998835,1.6336798129737873,3.2116798129736708,-0.634089,-121.07895841370856,11355.43286806284,SL Hit,-1.013978651850077,18,False,False,False,False,2021-01-26 22:00:00,2021-01,False,OFF_HOURS
BB Expansion Short,1611748800000,2021-01-27 12:00:00+00:00,1611756000000,2021-01-27 14:00:00+00:00,Short,30631.8,29507.90974219199,29493.16316061169,31685.73815544949,29493.16316061169,0.109,122.50403810107296,3.277614180949463,1.673150000000238,1.6073773922531729,3.2805273922534104,0.0,119.22642392012348,11474.659291982962,TP Hit,1.0663721130095043,2,False,False,False,False,2021-01-27 14:00:00,2021-01,False,LONDON
BB Expansion Long,1611853200000,2021-01-28 17:00:00+00:00,1611874800000,2021-01-28 23:00:00+00:00,Long,32458.7,33684.97250674415,33701.82341845337,31309.86892339197,33701.82341845337,0.101,123.85352318115876,3.34025546159058,1.642260000000206,1.7019420826317584,3.3442020826319645,0.0,120.51326771956818,11595.17255970253,TP Hit,1.067408892145194,6,False,False,False,False,2021-01-28 23:00:00,2021-01,False,NEW_YORK
BB Expansion Long,1611910800000,2021-01-29 09:00:00+00:00,1611910800000,2021-01-29 09:00:00+00:00,Long,36406.6,38248.53150349142,38267.66533615949,34714.94019745645,38267.66533615949,0.069,127.09327374090785,2.575602036870454,1.25648999999994,1.3202344540973792,2.5767244540973198,0.0,124.51767170403738,11719.690231406568,TP Hit,1.0888309225778892,0,False,False,False,False,2021-01-29 09:00:00,2021-01,True,LONDON
Funding Reversal Short,1611921600000,2021-01-29 12:00:00+00:00,1611943200000,2021-01-29 18:00:00+00:00,Short,37050.9,34835.60432591502,34818.19522830087,39314.02477169913,34818.19522830087,0.052,115.19537505241917,1.8690491124737905,0.9640800000000452,0.9052730759355472,1.8693530759355923,-3.2243187140892,116.55064465403456,11836.240876060603,TP Hit,0.9788659033685386,6,False,False,False,False,2021-01-29 18:00:00,2021-01,False,LONDON
ATR Expansion Short,1611975600000,2021-01-30 03:00:00+00:00,1612310400000,2021-02-03 00:00:00+00:00,Short,33878.9,36157.117248711766,36139.04772484934,36139.04772484934,30536.053412725985,0.053,-120.7455141817235,1.8559544570908617,0.8983499999998458,0.957684764708516,1.8560347647083617,-12.170030307126,-110.43143833168835,11725.809437728916,SL Hit,-1.0079948419582303,93,False,False,False,False,2021-02-03 00:00:00,2021-02,False,OFF_HOURS
Funding Reversal Short,1612314000000,2021-02-03 01:00:00+00:00,1612368000000,2021-02-03 16:00:00+00:00,Short,36161.2,37192.93610763661,37174.34893317002,37174.34893317002,35174.311066829985,0.117,-120.71312459348302,4.291216962296742,2.118870000000068,2.1746994125905115,4.29356941259058,-6.775682854601701,-118.22865870117806,11607.58077902774,SL Hit,-1.0183459448636327,15,False,False,False,False,2021-02-03 16:00:00,2021-02,False,OFF_HOURS
Funding Reversal Short,1612389600000,2021-02-03 22:00:00+00:00,1612396800000,2021-02-04 00:00:00+00:00,Short,37271.9,38243.37601838265,38224.26388643943,38224.26388643943,36356.75611356057,0.124,-120.46302627944874,4.681947113139724,2.3088799999994225,2.3699043609593358,4.678784360958758,-3.5150281252896,-121.62994526729884,11485.950833760442,SL Hit,-1.0200680981454204,2,False,False,False,False,2021-02-04 00:00:00,2021-02,False,OFF_HOURS
BB Expansion Long,1614560400000,2021-03-01 01:00:00+00:00,1614610800000,2021-03-01 15:00:00+00:00,Long,46269.4,48589.32576138039,48613.63257766922,44541.75174407817,48613.63257766922,0.067,155.43502601248585,3.177767313006244,1.550379999999961,1.6285566913516305,3.1789366913515917,0.5250795714295999,151.73217912805,11637.683012888494,TP Hit,1.3428229695647884,14,False,False,False,False,2021-03-01 15:00:00,2021-03,False,OFF_HOURS
BB Expansion Long,1614762000000,2021-03-03 09:00:00+00:00,1614772800000,2021-03-03 12:00:00+00:00,Long,50946.7,52572.93538088561,52599.2349983848,49713.083601162936,52599.2349983848,0.096,156.1185965650189,4.96894249828251,2.444159999999916,2.5247632799225395,4.968923279922455,0.0,151.14965406673636,11788.83266695523,TP Hit,1.318266668973173,3,False,False,False,False,2021-03-03 12:00:00,2021-03,False,LONDON
Funding Reversal Short,1614790800000,2021-03-03 17:00:00+00:00,1614826800000,2021-03-04 03:00:00+00:00,Short,51075.8,49598.85545014504,49574.06841593708,52628.65158406292,49574.06841593708,0.077,113.72473033883202,3.875974234830585,1.968119999999821,1.9086016340130956,3.876721634012916,-0.387877875,110.23663397900144,11899.069300934232,TP Hit,0.9511176502719256,10,False,False,False,False,2021-03-04 03:00:00,2021-03,False,NEW_YORK
BB Expansion Short,1614884400000,2021-03-04 19:00:00+00:00,1614970800000,2021-03-05 19:00:00+00:00,Short,47593.4,49379.71946287918,49355.04194190823,49355.04194190823,45219.34508068302,0.069,-123.2560429386631,3.345572621469332,1.64357999999998,1.7027489469957,3.34632894699568,-0.991311201,-125.61030435913244,11773.4589965751,SL Hit,-1.014008250135224,24,False,False,False,False,2021-03-05 19:00:00,2021-03,False,NEW_YORK
BB Expansion Long,1614978000000,2021-03-05 21:00:00+00:00,1615032000000,2021-03-06 12:00:00+00:00,Long,49203.9,47702.89595044952,47726.759330114575,47726.759330114575,51196.78926372976,0.081,-121.58132801358887,3.924725235993206,1.9901699999999765,1.9329337528693575,3.923103752869334,0.7906076280000001,-126.2966608775821,11647.16233569752,SL Hit,-1.016155116538024,15,False,False,False,False,2021-03-06 12:00:00,2021-03,False,NEW_YORK
BB Expansion Long,1615111200000,2021-03-07 10:00:00+00:00,1615147200000,2021-03-07 20:00:00+00:00,Long,50986.8,49855.47654156137,49880.41674993634,49880.41674993634,52162.26027784852,0.108,-122.18293351137204,5.445482933244314,2.75508000000022,2.693542504496377,5.448622504496598,0.54668142,-128.17509786461636,11518.987237832902,SL Hit,-1.022542105887387,10,False,False,False,False,2021-03-07 20:00:00,2021-03,False,LONDON
Funding Reversal Short,1615251600000,2021-03-09 01:00:00+00:00,1615251600000,2021-03-09 01:00:00+00:00,Short,52057.6,53395.12653635511,53368.44231519751,53368.44231519751,50798.93768480249,0.09,-120.37738827195972,4.74537269413598,2.347200000000157,2.4015799041833814,4.748779904183539,0.0,-125.1227609660957,11393.864476866804,SL Hit,-1.0203565454427466,0,False,False,False,False,2021-03-09 01:00:00,2021-03,True,OFF_HOURS
BB Expansion Long,1615255200000,2021-03-09 02:00:00+00:00,1615334400000,2021-03-10 00:00:00+00:00,Long,53665.3,55057.54175053706,55085.0842926834,52336.49813658494,55085.0842926834,0.088,122.51727404726138,4.783805037023631,2.3619200000003326,2.423743708877649,4.785663708877982,7.453376230942399,110.28009277929536,11504.144569646098,TP Hit,1.047742172003698,22,False,False,False,False,2021-03-10 00:00:00,2021-03,False,OFF_HOURS
Funding Reversal Short,1615338000000,2021-03-10 01:00:00+00:00,1615341600000,2021-03-10 02:00:00+00:00,Short,55542.3,54305.198682206064,54278.059652379874,56862.66034762013,54278.059652379874,0.089,110.10201728366052,4.888213691358169,2.47330999999943,2.415373654530944,4.888683654530373,0.0,105.21380359230236,11609.3583732384,TP Hit,0.9369421915946996,1,False,False,False,False,2021-03-10 02:00:00,2021-03,False,OFF_HOURS
Funding Reversal Short,1615370400000,2021-03-10 10:00:00+00:00,1615392000000,2021-03-10 16:00:00+00:00,Short,55254.8,56801.39477858823,56773.00827445101,56773.00827445101,53791.951725549,0.078,-120.63439272988144,4.370191596364942,2.1590400000000227,2.2141473227030946,4.373187322703117,-2.1364410635256,-122.8681432627208,11486.490229975676,SL Hit,-1.0186973715101664,6,False,False,False,False,2021-03-10 16:00:00,2021-03,False,LONDON
BB Expansion Long,1615395600000,2021-03-10 17:00:00+00:00,1615410000000,2021-03-10 21:00:00+00:00,Long,57144.1,55721.85231201478,55749.72717560258,55749.72717560258,58633.02536044158,0.084,-119.46880579075837,4.7403699971046205,2.402399999999878,2.3414885413752056,4.743888541375084,0.0,-124.20917578786296,11362.281054187812,SL Hit,-1.0199909687711006,4,False,False,False,False,2021-03-10 21:00:00,2021-03,False,NEW_YORK
Funding Reversal Short,1615413600000,2021-03-10 22:00:00+00:00,1615424400000,2021-03-11 01:00:00+00:00,Short,56975.1,55390.13787530385,55362.45664698036,58642.663353019634,55362.45664698036,0.069,109.36238660403414,3.876600706697984,1.9678800000002812,1.910004754320835,3.877884754321117,-3.7034178858270006,109.18920378316317,11471.470257970974,TP Hit,0.9504659129298364,3,False,False,False,False,2021-03-11 01:00:00,2021-03,False,OFF_HOURS
Funding Reversal Short,1615471200000,2021-03-11 14:00:00+00:00,1615554000000,2021-03-12 13:00:00+00:00,Short,56974.2,55416.28469319974,55388.59039800074,58616.84960199926,55388.59039800074,0.071,110.61198678281818,3.989862206608591,2.0242100000001444,1.9662949591289,3.990504959129044,-11.5949762560288,118.2171008322384,11589.687358803212,TP Hit,0.9484160863668814,23,False,False,False,False,2021-03-12 13:00:00,2021-03,False,NEW_YORK
Funding Reversal Short,1615629600000,2021-03-13 10:00:00+00:00,1615629600000,2021-03-13 10:00:00+00:00,Short,57679.3,59068.997738292535,59039.47799929289,59039.47799929289,56376.78200070711,0.087,-120.90370323145032,5.078550951615725,2.5073399999999744,2.568217292969246,5.07555729296922,0.0,-125.98225418306605,11463.705104620143,SL Hit,-1.021702849932136,0,False,False,False,False,2021-03-13 10:00:00,2021-03,True,LONDON
BB Expansion Long,1615636800000,2021-03-13 12:00:00+00:00,1615665600000,2021-03-13 20:00:00+00:00,Long,59944.5,61473.41297808448,61504.16506061479,58467.49944544669,61504.16506061479,0.08,122.31303824675852,4.856716519123379,2.3935999999998603,2.4601666024245787,4.85376660242444,2.729484456768,114.72683727086714,11578.431941891013,TP Hit,1.0351471929859013,8,False,False,False,False,2021-03-13 20:00:00,2021-03,False,LONDON
Funding Reversal Short,1615669200000,2021-03-13 21:00:00+00:00,1615716000000,2021-03-14 10:00:00+00:00,Short,61738.1,60282.68421164557,60252.55793267923,63285.322067320776,60252.55793267923,0.076,110.61159991493685,4.636789800042532,2.3484000000001104,2.2895972014416763,4.637997201441786,-6.5557509997228,112.53056111461711,11690.96250300563,TP Hit,0.9406637993954416,13,False,False,False,False,2021-03-14 10:00:00,2021-03,False,NEW_YORK
BB Expansion Short,1615802400000,2021-03-15 10:00:00+00:00,1615856400000,2021-03-16 01:00:00+00:00,Short,55910.1,53363.836724128494,53337.16814005847,57809.4465391579,53337.16814005847,0.062,157.8683231040333,3.3874920384479834,1.731660000000018,1.6534522123414208,3.385112212341439,-4.2138136802112,158.69464474579647,11849.657147751428,TP Hit,1.3405996343355129,15,False,False,False,False,2021-03-16 01:00:00,2021-03,False,LONDON
Funding Reversal Short,1615939200000,2021-03-17 00:00:00+00:00,1615957200000,2021-03-17 05:00:00+00:00,Short,56924.8,55381.61597524135,55353.93900573849,58554.44099426152,55353.93900573849,0.074,114.1956178321402,4.15533739108393,2.1038200000000216,2.0480957432118885,4.151915743211911,-1.7141794556046002,111.75445989666088,11961.41160764809,TP Hit,0.9469472296000746,5,False,False,False,False,2021-03-17 05:00:00,2021-03,False,OFF_HOURS
BB Expansion Long,1616011200000,2021-03-17 20:00:00+00:00,1616079600000,2021-03-18 15:00:00+00:00,Long,57926.0,59608.57919797704,59638.39839717562,56329.931442541936,59638.39839717562,0.076,127.87601904625475,4.466314009523128,2.1964000000001107,2.2662591390926683,4.462659139092779,2.3996979239384,121.01000711279325,12082.421614760884,TP Hit,1.0542023336746584,19,False,False,False,False,2021-03-18 15:00:00,2021-03,False,NEW_YORK
Funding Reversal Short,1616086800000,2021-03-18 17:00:00+00:00,1616094000000,2021-03-18 19:00:00+00:00,Short,59132.6,57600.45780985568,57571.67197386875,60752.76802613125,57571.67197386875,0.076,116.4428064509681,4.435856196774516,2.251880000000354,2.1877235350065165,4.439603535006871,0.0,112.0069502541936,12194.428565015078,TP Hit,0.9456686994390776,2,False,False,False,False,2021-03-18 19:00:00,2021-03,False,NEW_YORK
Funding Reversal Short,1616252400000,2021-03-20 15:00:00+00:00,1616270400000,2021-03-20 20:00:00+00:00,Short,59390.3,58255.91723104703,58226.80382913247,60613.19617086753,58226.80382913247,0.102,115.7070424332031,5.999957078783398,3.028379999999496,2.969566995285233,5.997946995284728,-2.6880304074984,112.39511576191808,12306.823680776995,TP Hit,0.9276198552067068,5,False,False,False,False,2021-03-20 20:00:00,2021-03,False,NEW_YORK
BB Expansion Short,1616320800000,2021-03-21 10:00:00+00:00,1616331600000,2021-03-21 13:00:00+00:00,Short,55975.4,57248.88765895843,57220.27752019834,57220.27752019834,54664.74053311296,0.102,-129.89574121375995,5.774438670606879,2.856,2.918234153529571,5.774234153529571,0.0,-135.67017988436683,12171.15350089263,SL Hit,-1.022982292069613,3,False,False,False,False,2021-03-21 13:00:00,2021-03,False,LONDON
BB Expansion Short,1616450400000,2021-03-22 22:00:00+00:00,1616479200000,2021-03-23 06:00:00+00:00,Short,54586.7,53097.86519891018,53071.32953414311,55999.2684192712,53071.32953414311,0.088,131.01746249590406,4.738120868752048,2.406800000000512,2.335138499502209,4.741938499502721,-1.1532194498879995,127.43256107704,12298.58606196967,TP Hit,1.0539912833800773,8,False,False,False,False,2021-03-23 06:00:00,2021-03,False,OFF_HOURS
BB Expansion Short,1616626800000,2021-03-24 23:00:00+00:00,1616788800000,2021-03-26 20:00:00+00:00,Short,52514.5,54141.597429518646,54114.54015943893,54114.54015943893,50355.073667445926,0.078,-126.9135995024544,4.159587799751227,2.052959999999977,2.110467066217607,4.163427066217585,-2.5226617438776,-128.55052555832802,12170.035536411344,SL Hit,-1.0169103693554795,45,False,False,False,False,2021-03-26 20:00:00,2021-03,False,OFF_HOURS
BB Expansion Long,1617015600000,2021-03-29 11:00:00+00:00,1617098400000,2021-03-30 10:00:00+00:00,Long,58108.3,59308.9693161792,59338.63863549694,56945.85722805274,59338.63863549694,0.107,128.4716168311743,6.281823908415587,3.105140000000436,3.174617166998352,6.279757166998788,4.2380004532291,117.9517924695296,12287.987328880874,TP Hit,1.0328846676623102,23,False,False,False,False,2021-03-30 10:00:00,2021-03,False,LONDON
Funding Reversal Short,1617127200000,2021-03-30 18:00:00+00:00,1617170400000,2021-03-31 06:00:00+00:00,Short,58750.8,59814.03725886712,59784.14518627399,59784.14518627399,57776.274813726006,0.122,-129.7149455817887,7.232455072790895,3.5867999999992897,3.6468328563620016,7.233632856361291,-5.7923945730996,-131.15500608148,12156.832322799391,SL Hit,-1.0289274803716997,12,False,False,False,False,2021-03-31 06:00:00,2021-03,False,NEW_YORK
Funding Reversal Short,1617206400000,2021-03-31 16:00:00+00:00,1617300000000,2021-04-01 18:00:00+00:00,Short,59337.4,58058.44513493403,58029.43041972417,60704.70958027583,58029.43041972417,0.091,116.38489272100334,5.341510953639499,2.699969999999841,2.640339084097075,5.340309084096916,-17.2545603887839,128.29794215614774,12285.130264955542,TP Hit,0.9353806069346556,26,False,False,False,False,2021-04-01 18:00:00,2021-04,False,NEW_YORK
Funding Reversal Short,1617339600000,2021-04-02 05:00:00+00:00,1617390000000,2021-04-02 19:00:00+00:00,Short,59626.1,58587.45083605073,58558.17175017565,60753.60824982435,58558.17175017565,0.112,116.3287063623179,6.619958846818841,3.336480000000098,3.2792576180091126,6.615737618009211,-13.8813040069872,123.59005152248628,12408.720316478028,TP Hit,0.9211898574676272,14,False,False,False,False,2021-04-02 19:00:00,2021-04,False,OFF_HOURS
Funding Reversal Short,1617634800000,2021-04-05 15:00:00+00:00,1617717600000,2021-04-06 14:00:00+00:00,Short,59232.9,58364.72432767117,58335.55654939648,60191.18345060352,58335.55654939648,0.134,116.33554009206286,7.879040829953969,3.9771200000000393,3.908482288808722,7.885602288808761,-10.9323066311496,119.38880589325848,12528.109122371288,TP Hit,0.9059695978074704,23,False,False,False,False,2021-04-06 14:00:00,2021-04,False,NEW_YORK
Funding Reversal Short,1618048800000,2021-04-10 10:00:00+00:00,1618077600000,2021-04-10 18:00:00+00:00,Short,60855.9,59851.28839740562,59821.37770855134,61951.26229144866,59821.37770855134,0.118,118.5441691061374,7.121724115446932,3.590740000000034,3.529461284804303,7.120201284804337,-8.520594329831999,119.94303932052244,12648.052161691809,TP Hit,0.9171500702893018,8,False,False,False,False,2021-04-10 18:00:00,2021-04,False,LONDON
Funding Reversal Short,1618106400000,2021-04-11 02:00:00+00:00,1618120800000,2021-04-11 06:00:00+00:00,Short,60659.7,59537.69828975506,59507.944317596266,61878.43568240374,59507.944317596266,0.107,120.054182996208,6.430560808501896,3.243170000000529,3.183675020991213,6.426845020991743,0.0,113.62362218770612,12761.675783879513,TP Hit,0.9206276032158048,4,False,False,False,False,2021-04-11 06:00:00,2021-04,False,OFF_HOURS
Funding Reversal Short,1618210800000,2021-04-12 07:00:00+00:00,1618218000000,2021-04-12 09:00:00+00:00,Short,60899.5,59954.9417000456,59924.979210440375,61934.92078955962,59924.979210440375,0.127,119.95890409420954,7.674257047952896,3.867149999999631,3.805236179862834,7.672386179862464,-7.246406004873,119.53105305112965,12881.206836930643,TP Hit,0.912245832301804,2,False,False,False,False,2021-04-12 09:00:00,2021-04,False,OFF_HOURS
Funding Reversal Short,1618300800000,2021-04-13 08:00:00+00:00,1618300800000,2021-04-13 08:00:00+00:00,Short,61102.6,62173.972412922114,62142.90096244089,62142.90096244089,60123.4390375591,0.128,-137.1356688540308,7.889700634427016,3.911680000000633,3.977145661596209,7.888825661596842,-6.578671395225601,-138.4466980932322,12742.760138837411,SL Hit,-1.029867751355643,0,False,False,False,False,2021-04-13 08:00:00,2021-04,True,LONDON
BB Expansion Long,1618311600000,2021-04-13 11:00:00+00:00,1618372800000,2021-04-14 04:00:00+00:00,Long,62928.4,64131.94755681866,64164.02957160446,61756.52138555599,64164.02957160446,0.112,134.79732636368985,7.115379463181846,3.5246400000001303,3.5931856560091258,7.117825656009256,15.1320189619872,112.5499279385208,12855.310066775934,TP Hit,1.0270240808086322,17,False,False,False,False,2021-04-14 04:00:00,2021-04,False,LONDON
Funding Reversal Short,1618376400000,2021-04-14 05:00:00+00:00,1618390800000,2021-04-14 09:00:00+00:00,Short,64367.8,63243.4736734009,63211.86773953114,65590.31226046885,63211.86773953114,0.108,121.42724327270328,6.891008778363648,3.477599999999686,3.413440857934038,6.891040857933724,-7.548982479845999,122.08521697418564,12977.395283750118,TP Hit,0.9196851131520832,4,False,False,False,False,2021-04-14 09:00:00,2021-04,False,OFF_HOURS
ATR Expansion Short,1618423200000,2021-04-14 18:00:00+00:00,1618678800000,2021-04-17 17:00:00+00:00,Short,62338.1,59848.05202407728,59818.142952600974,64070.08803159934,59818.142952600974,0.076,189.243646170127,4.643073776914937,2.371959999999933,2.2730894321988453,4.645049432198778,-39.815688552106,224.41626094531804,13201.811544695434,TP Hit,1.437681976141242,71,False,False,False,False,2021-04-17 17:00:00,2021-04,False,NEW_YORK
BB Expansion Short,1618718400000,2021-04-18 04:00:00+00:00,1618797600000,2021-04-19 02:00:00+00:00,Short,54822.0,57154.70958633739,57126.14651308085,57126.14651308085,51687.39539849882,0.058,-135.29715600756867,3.2473245780037847,1.5932600000000676,1.6566582488793502,3.2499182488794176,-3.3087571709632,-135.23572341460925,13066.575821280823,SL Hit,-1.012396378917046,22,False,False,False,False,2021-04-19 02:00:00,2021-04,False,OFF_HOURS
BB Expansion Short,1619128800000,2021-04-22 22:00:00+00:00,1619139600000,2021-04-23 01:00:00+00:00,Short,51674.0,49793.50856146696,49768.62424934229,53438.01017559193,49768.62424934229,0.075,141.03685788997808,3.805031571055011,1.9409999999998035,1.866323409350116,3.80732340934992,-0.38785965,137.61968596892308,13204.195507249748,TP Hit,1.066032081080271,3,False,False,False,False,2021-04-23 01:00:00,2021-04,False,OFF_HOURS
BB Expansion Long,1619402400000,2021-04-26 02:00:00+00:00,1619438400000,2021-04-26 12:00:00+00:00,Long,51941.0,53693.73091034329,53720.59120594626,50290.06291464836,53720.59120594626,0.081,141.97120373780672,4.278206601868904,2.101949999999764,2.175683943840712,4.277633943840476,0.427809681,137.2651874549378,13341.460694704683,TP Hit,1.0616582096888167,10,False,False,False,False,2021-04-26 12:00:00,2021-04,False,OFF_HOURS
BB Expansion Long,1619794800000,2021-04-30 15:00:00+00:00,1619794800000,2021-04-30 15:00:00+00:00,Long,55978.7,57060.956905765335,57089.50165659363,54925.77850906573,57089.50165659363,0.13,140.69339774949395,7.347577698874747,3.638699999999736,3.710817607678473,7.349517607678209,0.0,133.3458200506192,13474.806514755304,TP Hit,1.0278609707216046,0,False,False,False,False,2021-04-30 15:00:00,2021-04,True,NEW_YORK
Funding Reversal Short,1619899200000,2021-05-01 20:00:00+00:00,1619924400000,2021-05-02 03:00:00+00:00,Short,57768.9,56826.92256390521,56798.523302254085,58796.95669774591,56798.523302254085,0.135,127.16695387279697,7.735218023063602,3.894749999999804,3.8339003229017545,7.728650322901558,-2.53725753996,121.96899338969337,13596.775508144996,TP Hit,0.9162699276802024,7,False,False,False,False,2021-05-02 03:00:00,2021-05,False,NEW_YORK
Funding Reversal Short,1620007200000,2021-05-03 02:00:00+00:00,1620072000000,2021-05-03 20:00:00+00:00,Short,58071.0,57050.923286024765,57022.41207998477,59177.58792001523,57022.41207998477,0.126,128.52966596087964,7.25268116701956,3.654,3.592411961038932,7.246411961038932,-5.313418105464001,126.59040289932408,13723.36591104432,TP Hit,0.921821660552014,18,False,False,False,False,2021-05-03 20:00:00,2021-05,False,OFF_HOURS
BB Expansion Short,1620093600000,2021-05-04 02:00:00+00:00,1620140400000,2021-05-04 15:00:00+00:00,Short,55693.8,53853.540368086135,53826.627054558856,57086.06652071763,53826.627054558856,0.101,185.86622282330072,5.532140688588351,2.812849999999853,2.7182446662551447,5.531094666254997,-2.8799264975077,183.21400863222007,13906.57991967654,TP Hit,1.3217725230980424,13,False,False,False,False,2021-05-04 15:00:00,2021-05,False,OFF_HOURS
Funding Reversal Short,1620226800000,2021-05-05 15:00:00+00:00,1620327600000,2021-05-06 19:00:00+00:00,Short,56954.1,55382.710980503565,55355.03346377168,58610.08653622832,55355.03346377168,0.085,133.56806665719685,4.7743144666714015,2.419950000000099,2.352588922210198,4.7725389222102965,-10.876242610768,139.66999480129346,14046.249914477834,TP Hit,0.9489141276929928,28,False,False,False,False,2021-05-06 19:00:00,2021-05,False,NEW_YORK
Funding Reversal Short,1620392400000,2021-05-07 13:00:00+00:00,1620460800000,2021-05-08 08:00:00+00:00,Short,57464.3,58895.38085821817,58865.94788427603,58865.94788427603,56120.19211572397,0.102,-145.97024753825266,5.934343723769127,2.933519999999465,3.0021633420980067,5.935683342097472,-6.8943213149514,-145.01026994707038,13901.239644530764,SL Hit,-1.020998835921862,19,False,False,False,False,2021-05-08 08:00:00,2021-05,False,NEW_YORK
Funding Reversal Short,1620482400000,2021-05-08 14:00:00+00:00,1620486000000,2021-05-08 15:00:00+00:00,Short,58902.3,57628.28698798258,57599.4872443604,60268.19275563959,57599.4872443604,0.104,132.49735324981185,6.059590523375094,3.063839999999909,2.995173336706473,6.059013336706382,0.0,126.43776272643676,14027.6774072572,TP Hit,0.9327328274911733,1,False,False,False,False,2021-05-08 15:00:00,2021-05,False,NEW_YORK
Funding Reversal Short,1620608400000,2021-05-10 01:00:00+00:00,1620640800000,2021-05-10 10:00:00+00:00,Short,58883.7,57721.76611157357,57692.919651747696,60133.4203482523,57692.919651747696,0.115,133.62239716903932,6.70481430141548,3.3890500000001342,3.3173428799753317,6.706392879975466,-6.0684740655,132.98605693312382,14160.663464190322,TP Hit,0.9297551168558296,9,False,False,False,False,2021-05-10 10:00:00,2021-05,False,OFF_HOURS
BB Expansion Short,1620676800000,2021-05-10 20:00:00+00:00,1620676800000,2021-05-10 20:00:00+00:00,Short,55800.2,53845.672386635,53818.76300513244,57274.89143630464,53818.76300513244,0.098,191.5437061097697,5.372647746945115,2.737140000000029,2.637119387251136,5.374259387251165,0.0,186.17105836282457,14346.834522553145,TP Hit,1.3253807306718677,0,False,False,False,False,2021-05-10 20:00:00,2021-05,True,NEW_YORK
BB Expansion Short,1620846000000,2021-05-12 19:00:00+00:00,1620856800000,2021-05-12 22:00:00+00:00,Short,54114.0,52659.49343427496,52633.17684585204,55498.26883873317,52633.17684585204,0.106,154.17769596685403,5.658995152016573,2.873660000000062,2.789558372829924,5.663218372829986,0.0,148.51870081483744,14495.353223367982,TP Hit,1.050739946624923,3,False,False,False,False,2021-05-12 22:00:00,2021-05,False,NEW_YORK
BB Expansion Short,1620932400000,2021-05-13 19:00:00+00:00,1620950400000,2021-05-14 00:00:00+00:00,Short,47880.0,50153.06784763668,50128.00384571383,50128.00384571383,45438.5423936513,0.065,-147.74941009638428,3.186074705048193,1.5561000000001517,1.629160124985392,3.1852601249855432,-0.7386823931565,-150.19680240827597,14345.156420959704,SL Hit,-1.0111494479738727,5,False,False,False,False,2021-05-14 00:00:00,2021-05,False,NEW_YORK
BB Expansion Short,1621191600000,2021-05-16 19:00:00+00:00,1621220400000,2021-05-17 03:00:00+00:00,Short,45377.6,43098.92529396324,43077.38660066291,47072.8148475227,43077.38660066291,0.086,195.966024719161,3.804490587640419,1.9530599999999247,1.8523276238285469,3.805387623828472,-1.4452766282367997,193.60681075975737,14538.763231719462,TP Hit,1.3441804791685807,8,False,False,False,False,2021-05-17 03:00:00,2021-05,False,NEW_YORK
BB Expansion Short,1621270800000,2021-05-17 17:00:00+00:00,1621281600000,2021-05-17 20:00:00+00:00,Short,42608.7,44798.57972737596,44776.191631560185,44776.191631560185,39649.10662283308,0.068,-148.9118214615655,2.971847510730783,1.4470400000004158,1.5223905154727109,2.9694305154731264,0.0,-151.88366897229628,14386.879562747166,SL Hit,-1.010329034488433,3,False,False,False,False,2021-05-17 20:00:00,2021-05,False,NEW_YORK
BB Expansion Short,1621389600000,2021-05-19 02:00:00+00:00,1621422000000,2021-05-19 11:00:00+00:00,Short,40855.3,38366.003861221696,38346.8304459987,42696.57207888093,38346.8304459987,0.079,196.65439496348623,3.1292415025182576,1.61554999999977,1.514699802616866,3.130249802616636,-0.318922368,193.844075828968,14580.723638576135,TP Hit,1.3519436737949262,9,False,False,False,False,2021-05-19 11:00:00,2021-05,False,OFF_HOURS
Funding Reversal Long,1621468800000,2021-05-20 00:00:00+00:00,1621512000000,2021-05-20 12:00:00+00:00,Long,36707.5,41148.97973800397,41169.564520264095,32208.715479735904,41169.564520264095,0.033,146.56883135413094,1.2846319156770654,0.6058800000000193,0.6792978145842281,1.2851778145842474,-0.9541740748913998,146.23837351334527,14726.96201208948,TP Hit,0.987262163368348,12,False,False,False,False,2021-05-20 12:00:00,2021-05,False,OFF_HOURS
BB Expansion Short,1621609200000,2021-05-21 15:00:00+00:00,1621630800000,2021-05-21 21:00:00+00:00,Short,37789.0,34058.27452531394,34041.253898364754,40510.18439317738,34041.253898364754,0.054,201.45917563304744,1.939876412183476,1.0200599999999689,0.9191138552558696,1.9391738552558384,0.0199018882062,199.49939733265776,14926.461409422138,TP Hit,1.3709932645651743,6,False,False,False,False,2021-05-21 21:00:00,2021-05,False,NEW_YORK
