system,status,net_pnl,trades,profit_factor,max_dd_pct,positive_months,negative_months,zero_months,win_rate,winners,losers,average_winner,average_loser,expectancy,avg_r,best_trade,worst_trade,combined_adverse,trade_log_hash,accepted_signals,rejected_signals,conflict_count,entry_model,same_candle_priority,probe_scope
entry_model_wick_rejection_variant_c_5m_quality,EVENT_DRIVEN_5M_ENGINE,-1490.4009964450402,69,0.46791999854171556,16.920375211754386,1,6,71,0.17391304347826086,12,57,109.22361771597396,-49.14183173748644,-21.600014441232467,-0.13464280015664667,283.40937929999956,-110.79713860000102,-2901.418144563043,e1346afa3a468e95fc159da8b54beead866d088524e8bbe2200fd74200b7e65d,69,0,0,wick_rejection,SL_FIRST,TIMEBOXED_INITIAL_5000_1H_BARS
entry_model_market_next_5m_open_variant_c_5m_balanced,EVENT_DRIVEN_5M_ENGINE,-2431.153429537366,188,0.6386349990735565,24.24178212808137,1,6,71,0.2074468085106383,39,149,110.16772687319593,-45.152313943570505,-12.931667178390244,-0.05467100231703225,153.8729508000004,-115.74129879999919,-5505.905529475707,1582c263939b70e5424c37505bb99eaff5c3fbb0a705375b28a2dfb6610375f6,188,0,0,market_next_5m_open,SL_FIRST,TIMEBOXED_INITIAL_5000_1H_BARS
entry_model_vwap_reclaim_variant_b_rescue_vwap,EVENT_DRIVEN_5M_ENGINE,-4955.833681530011,368,0.5272591559550137,51.867139550060855,0,7,71,0.23641304347826086,87,281,63.532869970485365,-37.306737967837144,-13.466939351983726,-0.08997775800917271,193.97607845000024,-114.27938679999971,-11258.801882426043,5c1bc41eefc9ede616e23b3c1ecbc2e96658bf7b3cf298f017e57b594402b4fa,368,0,0,vwap_reclaim,SL_FIRST,TIMEBOXED_INITIAL_5000_1H_BARS
entry_model_limit_retest_variant_b_rescue_limit_retest,EVENT_DRIVEN_5M_ENGINE,-1600.4595635269325,315,0.870767608975238,20.891784380392465,1,6,71,0.3968253968253968,125,190,86.27114836105555,-65.18080583504671,-5.080824011196611,0.04345434804874353,158.9205051,-124.35012300240032,-8682.443211541284,129b44dc900b17d8ce9033ff4576c496f6305dc5cd09c1eb3e35530b4901d9bd,315,0,0,limit_retest,SL_FIRST,TIMEBOXED_INITIAL_5000_1H_BARS
entry_model_second_retest_pf8_second_retest,EVENT_DRIVEN_5M_ENGINE,-4860.47927451794,320,0.46094402616252345,51.135053104048865,0,7,71,0.228125,73,247,56.933851348956985,-36.50465758296275,-15.188997732868563,-0.10990212573491301,209.98128829999973,-106.97753084400024,-10499.523270442904,1de9be26f8a73172ea7e5b6fde468c92df98a33a08d90fa2d03f47fd8f47c8d4,320,0,0,second_retest,SL_FIRST,TIMEBOXED_INITIAL_5000_1H_BARS
entry_model_wick_rejection_pf8_london_tokyo_breakout,EVENT_DRIVEN_5M_ENGINE,-2826.2353503512945,143,0.42988042734692045,29.63801872278599,0,7,71,0.20279720279720279,29,114,73.48387459156244,-43.48480450444391,-19.763883568890172,-0.1351218140203639,155.9982678000004,-115.7338422,-5640.103724454295,4b5388d4be80d96a14cae1dcfd51e04fd44ec984fc64653be4d46f79a3502498,143,0,0,wick_rejection,SL_FIRST,TIMEBOXED_INITIAL_5000_1H_BARS
entry_model_vwap_reclaim_pf8_pullback_reclaim,EVENT_DRIVEN_5M_ENGINE,-2326.0181214401528,215,0.6265884634680987,27.02121833502986,2,5,71,0.2558139534883721,55,160,70.96514060834934,-38.931880343121044,-10.818688936930943,-0.03128365911885184,310.82658749999877,-113.35558480000059,-7058.5424764235295,910d45c0a2debfe6678e870f7acafe21c080548b1e03f7b23bcf9ce20bda32e4,215,0,0,vwap_reclaim,SL_FIRST,TIMEBOXED_INITIAL_5000_1H_BARS
