candidate_id,family,net_pnl,trades,profit_factor,max_drawdown_pct,stress_pass_count,combined_adverse_pnl,selected_trade_log_path,trade_log_hash,params
P34_0217,high_pf_low_frequency,9273.69,338,1.3505,9.2091,9,-23544.77,reports/phase34_candidate_P34_0217_trade_log.csv,8770fd4760ef73c62d1a32ee9cb3d801aaf8a832bfa90b5aacd02058dbfd2195,"{""family"": ""high_pf_low_frequency"", ""max_cost_to_risk"": 0.1, ""min_expected_R"": null, ""min_hold_candles"": null, ""min_projected_net_R"": null, ""session_mode"": ""NO_OFF_HOURS"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}"
P34_0007,high_pf_low_frequency,8797.2,277,1.3938,10.2819,9,-17230.72,reports/phase34_candidate_P34_0007_trade_log.csv,ad5faa4bd7953b4c78c45f7fdddf24a2df328fe302e32de848a865d1fc9c894e,"{""family"": ""high_pf_low_frequency"", ""max_cost_to_risk"": 0.1, ""min_expected_R"": null, ""min_hold_candles"": null, ""min_projected_net_R"": 0.9, ""session_mode"": ""NO_OFF_HOURS"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}"
P34_0219,balanced_activity,8509.13,214,1.4746,10.044,9,-13623.84,reports/phase34_candidate_P34_0219_trade_log.csv,3fb1d1af3f87889363b6605320444a6614b171a3265b2698b56a06c0c4496d61,"{""family"": ""balanced_activity"", ""max_cost_to_risk"": 0.1, ""min_expected_R"": 1.1, ""min_hold_candles"": null, ""min_projected_net_R"": 0.7, ""session_mode"": ""NO_OFF_HOURS"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}"
P34_0218,stress_hardened,8439.85,271,1.3793,10.4791,9,-18189.5,reports/phase34_candidate_P34_0218_trade_log.csv,f20126ff3edf206e75d56c923387ec7b86252534bf654a2c0c454803c6421bce,"{""family"": ""stress_hardened"", ""max_cost_to_risk"": 0.1, ""min_expected_R"": 1.0, ""min_hold_candles"": null, ""min_projected_net_R"": null, ""session_mode"": ""NO_OFF_HOURS"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}"
P34_0002,low_r_filtered,8998.42,349,1.2926,15.198,9,-22897.88,reports/phase34_candidate_P34_0002_trade_log.csv,a0eed28f98fa3db8eceda79f5b5c3f073e4ae7302de4a4cdb358a33333fda6a7,"{""family"": ""low_r_filtered"", ""max_cost_to_risk"": null, ""min_expected_R"": 1.1, ""min_hold_candles"": null, ""min_projected_net_R"": null, ""session_mode"": ""ALL"", ""skip_same_candle"": false, ""source_mode"": ""ALL""}"
