system,status,net_pnl,trades,profit_factor,max_dd_pct,positive_months,negative_months,zero_months,win_rate,winners,losers,average_winner,average_loser,expectancy,avg_r,best_trade,worst_trade,combined_adverse,trade_log_hash,gates,teacher_time_side_match_rate,missing_teacher_time_side,extra_live_time_side
c_mtf_strict_quality,ENGINE_EXECUTED_MTF_C_REBUILD,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,"{""max_funding_abs"": 0.00025, ""min_15m_body"": 0.45, ""min_5m_wick"": 0.45, ""min_adx"": 20, ""min_expected_r"": 1.55, ""require_5m_vwap_reclaim"": true, ""sessions"": [""london"", ""ny""]}",0.0,318,0
c_mtf_balanced_quality,ENGINE_EXECUTED_MTF_C_REBUILD,3470.8136732580233,135,1.4811129079566774,7.1930473560515376,35,23,20,0.5555555555555556,75,60,142.46598799182192,-120.235590435477,25.709730913022394,0.2776404684924733,181.55098073634522,-152.29899363126668,1188.839168609964,ac12624ddd8ab1d28ca0790cf1a037a5fc2651b1c3c097bd83bba846ae647028,"{""max_funding_abs"": 0.00035, ""min_15m_body"": 0.35, ""min_5m_wick"": 0.35, ""min_adx"": 16, ""min_expected_r"": 1.35, ""sessions"": [""london"", ""ny""]}",0.15723270440251572,268,85
c_mtf_trade_count,ENGINE_EXECUTED_MTF_C_REBUILD,4198.290276218661,199,1.3472082951578968,6.595583972287276,42,24,12,0.5376884422110553,107,92,152.24160059418398,-131.4300107321633,21.096936061400307,0.2368309301905803,188.67062703973136,-160.22012338088715,1509.3912175403252,7eb6fef40e73a35437e5095cdfc3a488a0731aec5c192e41b4536ed70dd37093,"{""max_funding_abs"": 0.0005, ""min_15m_body"": 0.25, ""min_5m_wick"": 0.25, ""min_adx"": 12, ""min_expected_r"": 1.15, ""sessions"": [""tokyo"", ""london"", ""ny""]}",0.2610062893081761,235,116
c_mtf_teacher_match,ENGINE_EXECUTED_MTF_C_REBUILD,3785.5373191686076,125,1.581181511887809,6.197072323707994,35,20,23,0.568,71,54,145.0571433497307,-120.6207381233754,30.28429855334886,0.3082922199092595,181.55098073634522,-155.48166520065192,2182.3974589999957,e1fa81451b2f75db7c0d8b96af6e2dc3ecb9350d9d6b2ca4e2d5d757a8473a16,"{""max_funding_abs"": 0.00045, ""min_15m_body"": 0.3, ""min_5m_wick"": 0.3, ""min_adx"": 14, ""min_expected_r"": 1.25, ""require_5m_vwap_reclaim"": true, ""sessions"": [""london"", ""ny""]}",0.13836477987421383,274,81
