sleeve,status,net_pnl,trades,profit_factor,max_dd_pct,positive_months,negative_months,zero_months,win_rate,winners,losers,average_winner,average_loser,expectancy,avg_r,best_trade,worst_trade,combined_adverse,trade_log_hash
second_retest_1h,EXECUTED_ENGINE,-5094.4958660016255,332,0.6927757220841911,53.09801808174581,26,51,1,0.39156626506024095,130,202,88.36799257400075,-82.090766834761,-15.344867066269956,-0.07807026187951797,161.07828696752134,-171.36466132394662,-11679.501216736671,54b75739d331d3f63dc40cdfea346892efdb2a72af3ac6655bd779ec0dee923d
vwap_reclaim_1h,EXECUTED_ENGINE,-393.4081899241328,16,0.5880466513884347,6.644546198117984,6,10,62,0.375,6,10,93.59569859604277,-95.49823815003893,-24.5880118702583,-0.1333116505183629,117.29793650725844,-136.5870688637973,-580.6955866694924,f18c2adf0d08287a5ef4ad3aadf17e4f888428c5fe96b4da709e2f520c06bbeb
tokyo_london_breakout_1h,EXECUTED_ENGINE,-1395.721771559054,62,0.6387500467927204,13.32242653978014,16,21,41,0.3870967741935484,24,38,102.82785033116964,-101.6734257765033,-22.511641476758935,-0.10555523110848386,147.65958388497324,-150.34293902699707,-3216.3007727960585,00ccd413c3c0b1320cd581978553b93c19d5de89f2e9a73ab5a56418c3da058f
pullback_reclaim_1h,EXECUTED_ENGINE,-6647.879727583817,491,0.7022315240578536,69.27542823246459,18,60,0,0.37678207739307534,185,306,84.74479408120635,-72.95969487780062,-13.539469913612662,-0.11268272646173502,180.01266946033547,-141.70201976537012,-14515.892053740885,1d626780613964baf07218c9f4eb8cb403b29be619ec430a13c0c204bfd49d1b
universal_vwap_deviation_return_1h,EXECUTED_ENGINE,-2174.4335556900032,50,0.3621321470466922,21.050239839968945,8,31,39,0.24,12,38,102.87296557411376,-89.70813533103599,-43.488671113800066,-0.40608115741447554,162.87694743669815,-142.70120066202938,-2811.1186589199165,b581b524581968af76a93d0f317e1884c200c4dfbc266174fc7f2f940390b791
