candidate_id,candidate_hash,family,template_type,min_expected_r,min_adx,max_funding_abs,min_15m_body,min_5m_wick,session_mode,require_5m_vwap_reclaim,trail_atr_mult,breakeven_atr_mult,time_stop,net_pnl,trades,profit_factor,max_dd_pct,positive_months,negative_months,zero_months,win_rate,winners,losers,average_winner,average_loser,expectancy,avg_r,best_trade,worst_trade,combined_adverse,trade_log_hash,status,engine_run_index,score,beats_pf12_teacher
P295_03455,f273fd152cb0a0d3,second_retest,atr_volatility_expansion,1.1,20,0.0006,0.3,0.4,all,False,1.5,1.2,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03456,425b112de4f9eabd,london_tokyo,atr_volatility_expansion,1.2,10,0.0006,0.3,0.4,london_ny,True,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03457,2b68f4b9bf0ae3a4,expected_r,atr_volatility_expansion,1.3,10,0.0006,0.3,0.4,tokyo_london,False,1.2,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03458,3cad2937b80787cf,funding_ny_hardening,atr_volatility_expansion,1.4,10,0.0006,0.4,0.4,all,False,1.5,0.8,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03459,7bc41dda75555714,exit_risk,atr_volatility_expansion,1.55,12,0.0006,0.4,0.4,london_ny,False,,0.8,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03460,c3a48947a211dad3,variant_c_mtf,breakout_retest,1.1,12,0.00025,0.4,0.4,tokyo_london,True,1.2,1.2,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03461,f485e62408799288,variant_b_rescue_mtf,breakout_retest,1.2,12,0.00025,0.4,0.4,all,False,1.5,1.2,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03462,72985d7d08773d05,pf12_fusion_mtf,breakout_retest,1.3,14,0.00025,0.4,0.4,london_ny,False,,,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03463,79f65c6f680d28ba,dirty_pf8_pruning,breakout_retest,1.4,14,0.00025,0.4,0.4,tokyo_london,False,1.2,,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03464,e0b3dee6d2c7d07d,vwap_reclaim,breakout_retest,1.55,14,0.00025,0.4,0.4,all,True,1.5,0.8,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03465,93a4f14d2399fb7e,second_retest,breakout_retest,1.1,16,0.00035,0.5,0.5,london_ny,False,,0.8,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03466,bdb731b625c41814,london_tokyo,breakout_retest,1.2,16,0.00035,0.5,0.5,tokyo_london,False,1.2,1.2,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03467,adc08dbe09bc6777,expected_r,breakout_retest,1.3,16,0.00035,0.5,0.5,all,False,1.5,1.2,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03468,9478d0c1be1fde88,funding_ny_hardening,breakout_retest,1.4,18,0.00035,0.5,0.5,london_ny,True,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03469,6dde9b964b164379,exit_risk,breakout_retest,1.55,18,0.00035,0.5,0.5,tokyo_london,False,1.2,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03470,a5f4a1eeebca39f8,variant_c_mtf,vwap_reclaim_continuation,1.1,18,0.00045,0.5,0.5,all,False,1.5,0.8,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03471,0b27f768995f7020,variant_b_rescue_mtf,vwap_reclaim_continuation,1.2,20,0.00045,0.5,0.5,london_ny,False,,0.8,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03472,14bf6908792a9508,pf12_fusion_mtf,vwap_reclaim_continuation,1.3,20,0.00045,0.2,0.5,tokyo_london,True,1.2,1.2,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03473,e026ccecb72c1ea9,dirty_pf8_pruning,vwap_reclaim_continuation,1.4,20,0.00045,0.2,0.5,all,False,1.5,1.2,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03474,19565414809331e6,vwap_reclaim,vwap_reclaim_continuation,1.55,10,0.00045,0.2,0.5,london_ny,False,,,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03475,92c0a31b7c5c1ae8,second_retest,vwap_reclaim_continuation,1.1,10,0.0006,0.2,0.5,tokyo_london,False,1.2,,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03476,12be27ef7f2ac241,london_tokyo,vwap_reclaim_continuation,1.2,10,0.0006,0.2,0.2,all,True,1.5,0.8,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03477,9bc6e4798df85f3d,expected_r,vwap_reclaim_continuation,1.3,12,0.0006,0.2,0.2,london_ny,False,,0.8,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03478,29b5cbdd62c4703a,funding_ny_hardening,vwap_reclaim_continuation,1.4,12,0.0006,0.2,0.2,tokyo_london,False,1.2,1.2,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03479,3bfcf14582d34c43,exit_risk,vwap_reclaim_continuation,1.55,12,0.0006,0.3,0.2,all,False,1.5,1.2,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03480,80d3a43448619b7c,variant_c_mtf,london_continuation,1.1,14,0.00025,0.3,0.2,london_ny,True,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03481,41e90f8de4f2ec6c,variant_b_rescue_mtf,london_continuation,1.2,14,0.00025,0.3,0.2,tokyo_london,False,1.2,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03482,a23a1f94bd0a562a,pf12_fusion_mtf,london_continuation,1.3,14,0.00025,0.3,0.2,all,False,1.5,0.8,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03483,65870c59c4770077,dirty_pf8_pruning,london_continuation,1.4,16,0.00025,0.3,0.2,london_ny,False,,0.8,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03484,163f3e26561b02c8,vwap_reclaim,london_continuation,1.55,16,0.00025,0.3,0.2,tokyo_london,True,1.2,1.2,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03485,df16ea74925231c5,second_retest,london_continuation,1.1,16,0.00035,0.3,0.2,all,False,1.5,1.2,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03486,3eb6093111de8d49,london_tokyo,london_continuation,1.2,18,0.00035,0.4,0.2,london_ny,False,,,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03487,c301f9a515bc6e32,expected_r,london_continuation,1.3,18,0.00035,0.4,0.3,tokyo_london,False,1.2,,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03488,9805a53c2d19f304,funding_ny_hardening,london_continuation,1.4,18,0.00035,0.4,0.3,all,True,1.5,0.8,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03489,ff4ce08817fcd5b2,exit_risk,london_continuation,1.55,20,0.00035,0.4,0.3,london_ny,False,,0.8,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03490,23f2ececd755f060,variant_c_mtf,asia_range_breakout,1.1,20,0.00045,0.4,0.3,tokyo_london,False,1.2,1.2,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03491,03a06a61fe4a251b,variant_b_rescue_mtf,asia_range_breakout,1.2,20,0.00045,0.4,0.3,all,False,1.5,1.2,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03492,1a443a2533879df6,pf12_fusion_mtf,asia_range_breakout,1.3,10,0.00045,0.4,0.3,london_ny,True,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03493,0f49d8c4f39a2a0c,dirty_pf8_pruning,asia_range_breakout,1.4,10,0.00045,0.5,0.3,tokyo_london,False,1.2,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03494,23d44d739e2b10fc,vwap_reclaim,asia_range_breakout,1.55,10,0.00045,0.5,0.3,all,False,1.5,0.8,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03495,99c4c7bc2601be64,second_retest,asia_range_breakout,1.1,12,0.0006,0.5,0.3,london_ny,False,,0.8,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03496,dcc2c731d4f741d4,london_tokyo,asia_range_breakout,1.2,12,0.0006,0.5,0.3,tokyo_london,True,1.2,1.2,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03497,985592ae1236fe9c,expected_r,asia_range_breakout,1.3,12,0.0006,0.5,0.3,all,False,1.5,1.2,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03498,d777ff6e0ae89eb7,funding_ny_hardening,asia_range_breakout,1.4,14,0.0006,0.5,0.4,london_ny,False,,,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03499,bbb998b1ab0429e9,exit_risk,asia_range_breakout,1.55,14,0.0006,0.5,0.4,tokyo_london,False,1.2,,24,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03500,d51c310ce8dd0064,variant_c_mtf,pullback_after_impulse,1.1,14,0.00025,0.2,0.4,all,True,1.5,0.8,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03501,d1b58cfd8d123a73,variant_b_rescue_mtf,pullback_after_impulse,1.2,16,0.00025,0.2,0.4,london_ny,False,,0.8,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03502,005097ef670e7b56,pf12_fusion_mtf,pullback_after_impulse,1.3,16,0.00025,0.2,0.4,tokyo_london,False,1.2,1.2,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03503,502a14016ebaa73e,dirty_pf8_pruning,pullback_after_impulse,1.4,16,0.00025,0.2,0.4,all,False,1.5,1.2,48,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03504,aa86f957eb829fb3,vwap_reclaim,pullback_after_impulse,1.55,18,0.00025,0.2,0.4,london_ny,True,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
P295_03505,b072c3b60f8009b4,second_retest,pullback_after_impulse,1.1,18,0.00035,0.2,0.4,tokyo_london,False,1.2,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_TIMEBOXED,,,
