candidate_id,candidate_hash,family,net_pnl,gross_profit,gross_loss,profit_factor,max_drawdown_pct,trades,win_rate,winning_trades,losing_trades,average_win,average_loss,expectancy,positive_months,negative_months,zero_months,best_month,worst_month,stress_pass_count,stress_fail_count,combined_adverse_pnl,combined_adverse_dd,execution_status,live_known,trade_log_path,trade_log_hash,params,track_high_pnl,track_quality,track_stress,track_monthly,promotion_reason,score,registered_status,behavior_cluster
P37_CAND_1960,e1307a31d4476229,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 0.12, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.035, ""min_expected_R"": 1.105, ""min_projected_net_R"": 0.88, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.35}",,,,,,,REGISTERED,7018a374d5cd6d98
P37_CAND_1961,6c2f7969d6aed803,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0008, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 0.12, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.035, ""min_expected_R"": 1.106, ""min_projected_net_R"": 0.88, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.35}",,,,,,,REGISTERED,ed9cb9b8219516df
P37_CAND_1962,664793d93acc026c,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.0008, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 0.12, ""min_adx"": 22, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.035, ""min_expected_R"": 1.207, ""min_projected_net_R"": 0.88, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,5c5ab2824874b77d
P37_CAND_1963,aebc8c7cbb737269,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 0.12, ""min_adx"": 22, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.035, ""min_expected_R"": 1.208, ""min_projected_net_R"": 0.88, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,369183e4f4de4478
P37_CAND_1964,f4e7baee3ea44e3f,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0008, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.035, ""min_expected_R"": 1.209, ""min_projected_net_R"": 0.88, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,78e78374913fcc49
P37_CAND_1965,aac807ad9446b7b5,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": null, ""disallowed_sources"": [], ""max_abs_funding"": 0.0008, ""max_bb_width"": 0.1, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.035, ""min_expected_R"": 1.31, ""min_projected_net_R"": 0.88, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,fceaf3a29a86cbf4
P37_CAND_1966,81b08e0313becc50,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0008, ""max_bb_width"": 0.1, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.035, ""min_expected_R"": 1.311, ""min_projected_net_R"": 0.88, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,2c20065f2d4826cb
P37_CAND_1967,5f4bbfb874416aab,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0008, ""max_bb_width"": 0.1, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.045, ""min_expected_R"": 1.312, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,988418f364be033a
P37_CAND_1968,67328140fc850b2f,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.1, ""max_cost_to_risk"": 0.12, ""min_adx"": 0, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.045, ""min_expected_R"": 1.013, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.65}",,,,,,,REGISTERED,ebde78a68390ea22
P37_CAND_1969,671a39e33a4a319f,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.1, ""max_cost_to_risk"": 0.14, ""min_adx"": 12, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.045, ""min_expected_R"": 1.014, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.65}",,,,,,,REGISTERED,799276752ee4812a
P37_CAND_1970,431f8a9ddc4769f0,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.14, ""min_adx"": 12, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.045, ""min_expected_R"": 1.015, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.65}",,,,,,,REGISTERED,acd842754dcf5ce5
P37_CAND_1971,ef3ea3a8ae405a13,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.14, ""min_adx"": 12, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.045, ""min_expected_R"": 1.116, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.8}",,,,,,,REGISTERED,145fc37f2d03e620
P37_CAND_1972,b4cc5c5fbc14420a,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.14, ""min_adx"": 12, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.045, ""min_expected_R"": 1.1, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.8}",,,,,,,REGISTERED,bc0651a5b52774ab
P37_CAND_1973,9227e35b58e2bd35,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.14, ""min_adx"": 12, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.045, ""min_expected_R"": 1.101, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.8}",,,,,,,REGISTERED,822709f5e59b736c
P37_CAND_1974,3cb0f8296edd9baa,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.14, ""min_adx"": 15, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.0, ""min_expected_R"": 1.202, ""min_projected_net_R"": 0.92, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 0.0}",,,,,,,REGISTERED,0881db33e0d302c8
P37_CAND_1975,23e5f1684401296b,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.16, ""max_cost_to_risk"": 0.14, ""min_adx"": 15, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.0, ""min_expected_R"": 1.203, ""min_projected_net_R"": 0.92, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 0.0}",,,,,,,REGISTERED,92cb5a53bddd8b6a
P37_CAND_1976,fa778965ca1ae6da,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.16, ""max_cost_to_risk"": 0.14, ""min_adx"": 15, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.0, ""min_expected_R"": 1.204, ""min_projected_net_R"": 0.92, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 0.0}",,,,,,,REGISTERED,df184cb2b93cb027
P37_CAND_1977,a16fd9f4bc0b941d,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.16, ""max_cost_to_risk"": 0.14, ""min_adx"": 15, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.0, ""min_expected_R"": 1.305, ""min_projected_net_R"": 0.92, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.2}",,,,,,,REGISTERED,018953517307f1cc
P37_CAND_1978,32001835996b6cbf,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.16, ""max_cost_to_risk"": 0.14, ""min_adx"": 15, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.0, ""min_expected_R"": 1.306, ""min_projected_net_R"": 0.92, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.2}",,,,,,,REGISTERED,02c6843045f4c0af
P37_CAND_1979,8edeafd17a69446b,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.16, ""max_cost_to_risk"": 0.14, ""min_adx"": 18, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.0, ""min_expected_R"": 1.307, ""min_projected_net_R"": 0.92, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.2}",,,,,,,REGISTERED,e1f616f8bdb7314b
P37_CAND_1980,0b8993ba1f48df18,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 0.16, ""min_adx"": 18, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.0, ""min_expected_R"": 1.008, ""min_projected_net_R"": 0.92, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.35}",,,,,,,REGISTERED,d497c4110446c2dd
P37_CAND_1981,67dcaf74c7df8207,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 0.16, ""min_adx"": 18, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.02, ""min_expected_R"": 1.009, ""min_projected_net_R"": 0.96, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.35}",,,,,,,REGISTERED,afdb84fadbc43963
P37_CAND_1982,70389a6dc2986297,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 0.16, ""min_adx"": 18, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.02, ""min_expected_R"": 1.01, ""min_projected_net_R"": 0.96, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.35}",,,,,,,REGISTERED,ab72233ce481968e
P37_CAND_1983,695c617d8cbff05e,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 0.16, ""min_adx"": 18, ""min_atr_pct"": 0.55, ""min_bb_width"": 0.02, ""min_expected_R"": 1.111, ""min_projected_net_R"": 0.96, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,71de29c52c102a35
P37_CAND_1984,fa14e1de37795907,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 999.0, ""max_bb_width"": 0.08, ""max_cost_to_risk"": 0.16, ""min_adx"": 22, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.02, ""min_expected_R"": 1.112, ""min_projected_net_R"": 0.96, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,ffde9f9eb2a33900
P37_CAND_1985,1d07554d2eb11405,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.1, ""max_cost_to_risk"": 0.16, ""min_adx"": 22, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.02, ""min_expected_R"": 1.113, ""min_projected_net_R"": 0.96, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,63abe8f835c5fe93
P37_CAND_1986,a37d409b30ef1348,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.1, ""max_cost_to_risk"": 0.16, ""min_adx"": 22, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.02, ""min_expected_R"": 1.214, ""min_projected_net_R"": 0.96, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,088e22f32ee869fd
P37_CAND_1987,96a3c8bea642b7d7,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.1, ""max_cost_to_risk"": 0.16, ""min_adx"": 22, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.02, ""min_expected_R"": 1.215, ""min_projected_net_R"": 0.96, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,0b546698d0ffb9e5
P37_CAND_1988,46ecc83c52486aa6,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.1, ""max_cost_to_risk"": 0.16, ""min_adx"": 22, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.025, ""min_expected_R"": 1.216, ""min_projected_net_R"": 1.0, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,fe49c8827b31df4b
P37_CAND_1989,0b46afb21e021bcb,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.1, ""max_cost_to_risk"": 0.16, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.025, ""min_expected_R"": 1.3, ""min_projected_net_R"": 1.0, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.65}",,,,,,,REGISTERED,8271fa9a59280815
P37_CAND_1990,d7f0d0e71f72333e,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.16, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.025, ""min_expected_R"": 1.301, ""min_projected_net_R"": 1.0, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.65}",,,,,,,REGISTERED,4d1920d7d9e76eae
P37_CAND_1991,1ef2ec441c4c3249,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.18, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.025, ""min_expected_R"": 1.302, ""min_projected_net_R"": 1.0, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.65}",,,,,,,REGISTERED,bc4f2f71a2d09ad2
P37_CAND_1992,12b0477bd2fb282f,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.18, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.025, ""min_expected_R"": 1.003, ""min_projected_net_R"": 1.0, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.8}",,,,,,,REGISTERED,f1fc7732440ee5b6
P37_CAND_1993,c90a197a7e28062b,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.18, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.025, ""min_expected_R"": 1.004, ""min_projected_net_R"": 1.0, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.8}",,,,,,,REGISTERED,8caccfcecdb0bf2e
P37_CAND_1994,107ccd7e14051671,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0015, ""max_bb_width"": 0.12, ""max_cost_to_risk"": 0.18, ""min_adx"": 12, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.025, ""min_expected_R"": 1.005, ""min_projected_net_R"": 1.0, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.8}",,,,,,,REGISTERED,00df78f81e0cbaf1
