candidate_id,candidate_hash,family,net_pnl,gross_profit,gross_loss,profit_factor,max_drawdown_pct,trades,win_rate,winning_trades,losing_trades,average_win,average_loss,expectancy,positive_months,negative_months,zero_months,best_month,worst_month,stress_pass_count,stress_fail_count,combined_adverse_pnl,combined_adverse_dd,execution_status,live_known,trade_log_path,trade_log_hash,params,track_high_pnl,track_quality,track_stress,track_monthly,promotion_reason,score,registered_status,behavior_cluster
P37_CAND_0825,5de3597b9764b523,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.14, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.03, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.35}",,,,,,,REGISTERED,95c39c8bbfc7c7e6
P37_CAND_0826,3fa187fb106d9247,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.14, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.035, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.35}",,,,,,,REGISTERED,1913d3547be8789e
P37_CAND_0827,975f16d76a5927b6,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.14, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.035, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.35}",,,,,,,REGISTERED,b4158755354ed6d8
P37_CAND_0828,33582b4627b099e7,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.14, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.035, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,69751000fdc83323
P37_CAND_0829,8b163c5197442138,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.14, ""min_adx"": 0, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.035, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,85c53553f6682a61
P37_CAND_0830,822913c835e2150a,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.14, ""min_adx"": 12, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.035, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,04581ee9919be4d0
P37_CAND_0831,cf4b8fd90a716b0d,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.14, ""min_adx"": 12, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.035, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,7e41dcc08561d023
P37_CAND_0832,1341388ca07b47d7,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 999.0, ""max_cost_to_risk"": 0.14, ""min_adx"": 12, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.035, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,a85e685b76baf6bd
P37_CAND_0833,37906ac962f924f3,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.14, ""min_adx"": 12, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.045, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,c3a951b86c4d04ca
P37_CAND_0834,e75c3afd79dddd1d,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.14, ""min_adx"": 12, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.045, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.65}",,,,,,,REGISTERED,6cbfc42fe7f5a35a
P37_CAND_0835,16add0b03128cff1,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.14, ""min_adx"": 15, ""min_atr_pct"": 0.0, ""min_bb_width"": 0.045, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.65}",,,,,,,REGISTERED,cfbcc6ab5f683835
P37_CAND_0836,6746e5416b8a76cb,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.14, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.045, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.65}",,,,,,,REGISTERED,f2423b23d0e3b534
P37_CAND_0837,c23d1ad3fb44c3cb,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.14, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.045, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.8}",,,,,,,REGISTERED,cdd67b527acd3940
P37_CAND_0838,0645f021322bf842,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.14, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.045, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.8}",,,,,,,REGISTERED,db2804ca44de37f5
P37_CAND_0839,4f8625edc752bcf7,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.14, ""min_adx"": 15, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.045, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.8}",,,,,,,REGISTERED,8eb224e9d73f569a
P37_CAND_0840,f765092dd2cc5046,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""disallowed_sources"": [], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.16, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 0.0}",,,,,,,REGISTERED,4c50fc42b11cc6ea
P37_CAND_0841,efbe6874aef182b7,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.16, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 0.0}",,,,,,,REGISTERED,fb99599ff2822ab3
P37_CAND_0842,1b8aaf7dd466d93e,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.16, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 0.0}",,,,,,,REGISTERED,b7dc0c6fb682950e
P37_CAND_0843,030b29eed1f2b187,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.16, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.2}",,,,,,,REGISTERED,99c4088cc12715a7
P37_CAND_0844,67ae74a468fb5806,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.16, ""min_adx"": 18, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.55, ""off_hours_min_expected_R"": 1.2}",,,,,,,REGISTERED,8ab9239a73e3c2d2
P37_CAND_0845,a69dff797a64d33d,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.16, ""min_adx"": 22, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.2}",,,,,,,REGISTERED,a5ce4c6ef9b91d4d
P37_CAND_0846,349df9a6014209af,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.16, ""min_adx"": 22, ""min_atr_pct"": 0.2, ""min_bb_width"": 0.0, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.35}",,,,,,,REGISTERED,6e7fd1264a2fc1d2
P37_CAND_0847,b847a7db34dec7bd,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.16, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.02, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.35}",,,,,,,REGISTERED,79f3becb5658adc5
P37_CAND_0848,93fa56df8ec33d58,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.16, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.02, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.35}",,,,,,,REGISTERED,b608332a843f9678
P37_CAND_0849,a5366dede097de41,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.0015, ""max_cost_to_risk"": 0.16, ""min_adx"": 22, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.02, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,5262fc73c4432c02
P37_CAND_0850,2e28f8409945bacf,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.16, ""min_adx"": 0, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.02, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,2e3a370c08f18f2b
P37_CAND_0851,22947da545340f6e,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.16, ""min_adx"": 0, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.02, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.45}",,,,,,,REGISTERED,8547f73b419a4371
P37_CAND_0852,116e2afd9fbd687a,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.16, ""min_adx"": 0, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.02, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,c2550e4d34923d86
P37_CAND_0853,02be88060fe557b5,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.16, ""min_adx"": 0, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.02, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,d9bafa007dfdb7b8
P37_CAND_0854,734642bb4d3065d4,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": null, ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.16, ""min_adx"": 0, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.025, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.55}",,,,,,,REGISTERED,1772970faa8f82de
P37_CAND_0855,0e5fe0cd7f884699,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.16, ""min_adx"": 12, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.025, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.65}",,,,,,,REGISTERED,c1410bbcb037a96d
P37_CAND_0856,f4d51546f3f3a518,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.16, ""min_adx"": 12, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.025, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.65}",,,,,,,REGISTERED,33868593ed6f4ef5
P37_CAND_0857,152c570fa94a8d97,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Short""], ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.16, ""min_adx"": 12, ""min_atr_pct"": 0.3, ""min_bb_width"": 0.025, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.7, ""off_hours_min_expected_R"": 1.65}",,,,,,,REGISTERED,0e04e85c7642c7f7
P37_CAND_0858,69b3dbd8f5f8005a,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.16, ""min_adx"": 12, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.025, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.8}",,,,,,,REGISTERED,92ed111a49f2c272
P37_CAND_0859,153f2f94a2c36aab,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": [""BB Expansion Long"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""BB Expansion Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.16, ""min_adx"": 12, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.025, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.8}",,,,,,,REGISTERED,2c04412dcc371a4b
P37_CAND_0860,afd3801d025c207d,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""NEW_YORK""], ""allowed_sources"": null, ""disallowed_sources"": [""Low-Activity Filler Long"", ""Low-Activity Filler Short""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.16, ""min_adx"": 15, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.025, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 1.8}",,,,,,,REGISTERED,21f6125a1d185ac6
P37_CAND_0861,0c1eaa9c7b320e29,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": null, ""disallowed_sources"": [], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.18, ""min_adx"": 15, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.03, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0}",,,,,,,REGISTERED,2660f0507aa03a91
P37_CAND_0862,71fda32082f880f4,phase37_focused_strategy1_guard,,,,,,,,,,,,,,,,,,,,,,REGISTERED_NOT_EXECUTED_RUNTIME_LIMIT,,,,"{""allowed_sessions"": [""LONDON"", ""NEW_YORK"", ""OFF_HOURS""], ""allowed_sources"": [""BB Expansion Long"", ""BB Expansion Short"", ""ATR Expansion Long"", ""ATR Expansion Short"", ""Funding Reversal Long"", ""Funding Reversal Short"", ""Low-Activity Filler Short""], ""disallowed_sources"": [""Low-Activity Filler Long""], ""max_abs_funding"": 0.001, ""max_cost_to_risk"": 0.18, ""min_adx"": 15, ""min_atr_pct"": 0.4, ""min_bb_width"": 0.03, ""min_projected_net_R"": 0.9, ""min_stop_atr"": 0.0, ""off_hours_min_expected_R"": 0.0}",,,,,,,REGISTERED,74041eb04ca7d0d7
