system,status,net_pnl,trades,profit_factor,max_dd_pct,positive_months,negative_months,zero_months,win_rate,winners,losers,average_winner,average_loser,expectancy,avg_r,best_trade,worst_trade,combined_adverse,trade_log_hash,accepted_signals,rejected_signals,conflict_count,teacher_time_side_match_count,teacher_time_side_match_rate,missing_teacher_trades,extra_live_trades,exact_trade_matches
pf12_event_driven_mtf_router,EVENT_DRIVEN_5M_ENGINE,-9940.722026670763,3111,0.6441043118089674,99.40765130234561,13,58,7,0.30408228865316617,946,2165,19.017799893111558,-12.901413730048175,-3.195346199508442,-0.06937588290335482,171.3533239999997,-116.78829119820031,-24422.06441172328,31fa234bbd98c05546b517555325d3e0e35fbee3b4a0d64ba8cb6625e4067ebf,3111,0,5214,1,0.003076923076923077,324,3110,0
