sleeve_id,month,net_pnl,trades,winners,losers,status
P35_CONSERVATIVE_QUALITY_PLUS,2025-02,10.44,2.0,1.0,1.0,positive
P35_CONSERVATIVE_QUALITY_PLUS,2025-03,50.12,4.0,2.0,2.0,positive
P35_CONSERVATIVE_QUALITY_PLUS,2025-04,135.5,3.0,2.0,1.0,positive
P35_CONSERVATIVE_QUALITY_PLUS,2025-05,0.0,0.0,0.0,0.0,zero
P35_CONSERVATIVE_QUALITY_PLUS,2025-06,0.0,0.0,0.0,0.0,zero
P35_CONSERVATIVE_QUALITY_PLUS,2025-07,0.0,0.0,0.0,0.0,zero
P35_CONSERVATIVE_QUALITY_PLUS,2025-08,0.0,0.0,0.0,0.0,zero
P35_CONSERVATIVE_QUALITY_PLUS,2025-09,0.0,0.0,0.0,0.0,zero
P35_CONSERVATIVE_QUALITY_PLUS,2025-10,-186.58,2.0,0.0,2.0,negative
P35_CONSERVATIVE_QUALITY_PLUS,2025-11,-49.46,5.0,2.0,3.0,negative
P35_CONSERVATIVE_QUALITY_PLUS,2025-12,-136.79,3.0,0.0,3.0,negative
P35_CONSERVATIVE_QUALITY_PLUS,2026-01,-22.07,1.0,0.0,1.0,negative
P35_CONSERVATIVE_QUALITY_PLUS,2026-02,342.23,5.0,4.0,1.0,positive
P35_CONSERVATIVE_QUALITY_PLUS,2026-03,40.67,4.0,2.0,2.0,positive
P35_CONSERVATIVE_QUALITY_PLUS,2026-04,0.0,0.0,0.0,0.0,zero
P35_CONSERVATIVE_QUALITY_PLUS,2026-05,0.0,0.0,0.0,0.0,zero
P35_CONSERVATIVE_QUALITY_PLUS,2026-06,42.06,4.0,2.0,2.0,positive
