entry_time,entry_dt,source_sleeve,entry_family,session,side,gross_pnl,net_pnl,entry_fee,exit_fee,slippage,funding,total_friction_cost,gross_R,net_R,fee_to_profit_ratio,slippage_to_profit_ratio,cost_to_atr_ratio,expected_R,projected_net_R,same_candle,month,stress_combined_pnl,cost_class,stress_class,phase33_classes
1578646800000,2020-01-10 09:00:00+00:00,Low-Activity Filler Long,floor_low_activity,LONDON,Long,169.4797564168779,163.89800043866947,2.790877989104219,2.790877989104219,5.579715260837842,0.0,11.16147123904628,1.64897207265596,1.594663759267745,0.03293464715914927,0.03292260609056538,0.07742949800150524,1.6765522624631293,1.5679554910725189,False,2020-01,148.47860043866947,COST_ACCEPTABLE,STRESS_RESILIENT,EDGE_THICK;HIGH_R_KEEP
1578974400000,2020-01-14 04:00:00+00:00,BB Expansion Long,bb_expansion,OFF_HOURS,Long,134.3751950523372,125.51904885766103,3.5205624987630837,3.5205624987630837,7.06191426465716,1.81502119715,15.918060459333326,1.2807880182393256,1.1963762640498774,0.05239899368915335,0.0525537042897437,0.12486713107230599,1.3146811634589277,1.1629592545010832,False,2020-01,108.57144885766103,COST_ACCEPTABLE,STRESS_RESILIENT,NEUTRAL
1579050000000,2020-01-15 01:00:00+00:00,Funding Reversal Short,bb_expansion,OFF_HOURS,Short,-105.8391450529116,-105.02304516241206,2.0808159862632283,2.0808159862632283,4.165422661196157,-4.977731863026,13.304786496748616,-1.020304283467904,-1.0124369654392285,0.03932034759394507,0.039356163157910615,0.060025688440216905,0.9842094490135486,0.8559494309788971,False,2020-01,-122.58164516241206,COST_ACCEPTABLE,STRESS_DAMAGING,EDGE_THIN;LOW_R_REMOVE;STRESS_DAMAGING;MONTHLY_DAMAGE
1579302000000,2020-01-17 23:00:00+00:00,Funding Reversal Short,bb_expansion,OFF_HOURS,Short,-107.43397324089364,-106.4621992767021,2.798134493310224,2.798134493310224,5.613581196022315,-6.568042950812,17.77789313345476,-1.026991402487156,-1.0177019433311794,0.052090310148654964,0.05225145293132995,0.1053651891297193,0.9478445698046972,0.7779007163696661,False,2020-01,-124.3413992767021,COST_ACCEPTABLE,STRESS_DAMAGING,EDGE_THIN;LOW_R_REMOVE;STRESS_DAMAGING;MONTHLY_DAMAGE
1579424400000,2020-01-19 09:00:00+00:00,Funding Reversal Short,bb_expansion,LONDON,Short,92.44423231175352,85.07597262790938,3.684129841922062,3.684129841922062,7.371029189248357,0.0,14.73928887309248,0.8766795791358396,0.8068039077493103,0.07970491505620206,0.07973487371706142,0.11377897203227094,0.9113808942767426,0.7716032873574908,False,2020-01,66.85857262790938,COST_ACCEPTABLE,STRESS_RESILIENT,EDGE_THIN;LOW_R_REMOVE
1579438800000,2020-01-19 13:00:00+00:00,BB Expansion Short,bb_expansion,NEW_YORK,Short,136.2094050330799,143.08232361069403,2.4546708487417295,2.4546708487417295,4.925008793087094,-11.7822602750976,21.616610765668156,1.3081664835983273,1.3741745667079448,0.03604260437295922,0.03615762650083527,0.11958205378698808,1.331402687386683,1.1237949551176065,False,2020-01,125.79952361069404,COST_ACCEPTABLE,STRESS_RESILIENT,NEUTRAL
1579881600000,2020-01-24 16:00:00+00:00,Funding Reversal Short,bb_expansion,NEW_YORK,Short,96.58522581979264,93.50699757554932,3.237521193545052,3.237521193545052,6.4408390025883335,-3.3968141428468,16.31269553252524,0.9089934898793154,0.880023329995852,0.06703967746755748,0.06668555100347916,0.11775277961260011,0.9392204432209859,0.7856966106100339,False,2020-01,76.49699757554933,COST_ACCEPTABLE,STRESS_RESILIENT,EDGE_THIN;LOW_R_REMOVE
1580173200000,2020-01-28 01:00:00+00:00,BB Expansion Long,bb_expansion,OFF_HOURS,Long,-110.76367962427948,-126.04599723173756,3.4185485800939306,3.4185485800939306,6.846003937154854,8.4452204472702,22.128321544612916,-1.0315965201579536,-1.1739282458398679,0.06172688721952827,0.06180729965253163,0.15642376798118363,1.0435084856049694,0.8374165646811439,False,2020-01,-144.20799723173758,COST_ACCEPTABLE,STRESS_DAMAGING,EDGE_THIN;STRESS_DAMAGING;MONTHLY_DAMAGE
1580245200000,2020-01-28 21:00:00+00:00,Funding Reversal Short,bb_expansion,NEW_YORK,Short,-108.3114013829814,-113.92332158367287,2.8059601003457453,2.8059601003457453,5.5901221396209,0.0,11.20204234031239,-1.0268451655846556,-1.080048919336773,0.05181282975785846,0.05161157614289031,0.06510112178722383,0.9476961362682481,0.8414952850655991,False,2020-01,-132.05632158367288,COST_ACCEPTABLE,STRESS_DAMAGING,EDGE_THIN;LOW_R_REMOVE;STRESS_DAMAGING;MONTHLY_DAMAGE
1580274000000,2020-01-29 05:00:00+00:00,Funding Reversal Short,bb_expansion,OFF_HOURS,Short,-106.41090937595834,-96.40443959151742,2.54373272734399,2.54373272734399,5.07001092922321,-15.093935239128902,25.25141162304009,-1.0247400322726439,-0.9283774484926772,0.04780962294677469,0.04764559347303811,0.13106960014395405,0.9552571567044643,0.7120853568084456,False,2020-01,-115.08443959151742,COST_ACCEPTABLE,STRESS_DAMAGING,EDGE_THIN;LOW_R_REMOVE;STRESS_DAMAGING;MONTHLY_DAMAGE
