trade_id,source_system,original_pf12,added_pf70,added_pf80,retained_pf70,removed_pf70,modified_exit,modified_risk,sleeve,pnl
PF8_T_278,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,-177.6425421402149
PF8_T_279,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,219.51060808732052
PF8_T_280,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,212.32484176349982
PF8_T_281,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,240.80240000948575
PF8_T_282,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,-179.14521520930757
PF8_T_283,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,-96.11130135269894
PF8_T_284,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,211.86834970039862
PF8_T_285,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,237.05401623163226
PF8_T_286,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,235.78127435733535
PF8_T_287,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,-181.33835029252066
PF8_T_288,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,254.549814983242
PF8_T_289,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,216.605828210301
PF8_T_290,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,-182.77644785872877
PF8_T_291,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,222.12842096996934
PF8_T_292,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,243.8201414430774
PF8_T_293,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,246.76144384365304
PF8_T_294,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,253.01698740221087
PF8_T_295,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,238.78491063374898
PF8_T_296,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,223.67049331351566
PF8_T_297,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,111.71375630852789
PF8_T_298,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,234.5389147693078
PF8_T_299,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,233.30838968277598
PF8_T_300,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,234.28854388402274
PF8_T_301,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,238.15991124027133
PF8_T_302,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,274.6917007021101
PF8_T_303,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,66.28861578792616
PF8_T_304,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,225.0915096426524
PF8_T_305,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,223.98245687381726
PF8_T_306,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,-96.10698171633119
PF8_T_307,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,109.24058680360459
PF8_T_308,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,-100.69581566520701
PF8_T_309,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,221.03769225835148
PF8_T_310,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,120.48697663640222
PF8_T_311,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,217.16263021960617
PF8_T_312,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,222.3918950511063
PF8_T_313,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,223.00390456552807
PF8_T_314,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,230.71059785867467
PF8_T_315,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,235.9898593283274
PF8_T_316,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,244.90669625429635
PF8_T_317,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,225.1990115854245
PF8_T_318,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,252.87504169173124
PF8_T_319,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,258.24088457689857
PF8_T_320,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,258.60084124707896
PF8_T_321,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,240.6741963050024
PF8_T_322,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,245.35353635876947
PF8_T_323,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,256.47048268006
PF8_T_324,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,237.73848501907187
PF8_T_325,PF1.2,YES,NO,NO,YES,NO,NO,NO,Core Retest,245.45714342213495
PF8_T_326,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-148.14754012916416
PF8_T_327,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,175.4508219224744
PF8_T_328,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-171.2224841194487
PF8_T_329,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-157.81474605697662
PF8_T_330,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-157.81474605697662
PF8_T_331,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,182.88027908597243
PF8_T_332,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-165.82720803260816
PF8_T_333,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-162.90798662288734
PF8_T_334,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-149.99905381490467
PF8_T_335,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-159.0060185704277
PF8_T_336,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-146.4042375663417
PF8_T_337,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,185.19997855612783
PF8_T_338,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,186.1546030019732
PF8_T_339,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,191.26307848118384
PF8_T_340,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-153.58049568236538
PF8_T_341,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-152.39275297113352
PF8_T_342,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,105.86276965036457
PF8_T_343,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,176.0968141867306
PF8_T_344,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,204.48411894761568
PF8_T_345,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-140.31964571634126
PF8_T_346,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,97.47209361633801
PF8_T_347,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,190.02252647281213
PF8_T_348,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-172.37804734609722
PF8_T_349,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-159.79984077089506
PF8_T_350,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,212.08099785197442
PF8_T_351,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-158.87348816646625
PF8_T_352,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,193.65336019364617
PF8_T_353,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-155.0280634644234
PF8_T_354,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-153.52550865030662
PF8_T_355,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,178.30579266927737
PF8_T_356,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-148.42211419175868
PF8_T_357,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,191.9362521027518
PF8_T_358,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,195.95172424258416
PF8_T_359,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,176.72190045995194
PF8_T_360,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,180.5963053330658
PF8_T_361,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,180.5963053330658
PF8_T_362,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-156.12765854954668
PF8_T_363,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-143.90372532325813
PF8_T_364,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-143.90372532325813
PF8_T_365,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,188.02229109049517
PF8_T_366,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,211.6616974213914
PF8_T_367,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-165.4375672590279
PF8_T_368,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-155.8648358925467
PF8_T_369,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-145.82958671639423
PF8_T_370,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-160.97044539796354
PF8_T_371,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,102.30813943707481
PF8_T_372,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,94.20328984377475
PF8_T_373,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,190.09617885204347
PF8_T_374,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,175.01085604417995
PF8_T_375,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,241.034047383214
PF8_T_376,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-167.0320323229541
PF8_T_377,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,189.8579710390453
PF8_T_378,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,175.0024747222238
PF8_T_379,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,217.44863105146862
PF8_T_380,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,204.05724955120175
PF8_T_381,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,199.39024920193188
PF8_T_382,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-164.63725169802655
PF8_T_383,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-151.58850838372692
PF8_T_384,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-172.84053247607417
PF8_T_385,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-166.10102588800407
PF8_T_386,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-159.29617340528492
PF8_T_387,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,214.953152207329
PF8_T_388,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-179.5342787579549
PF8_T_389,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,246.58114199720262
PF8_T_390,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-171.1186815892613
PF8_T_391,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,207.00874463068814
PF8_T_392,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,153.42202701591273
PF8_T_393,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,190.59140603788427
PF8_T_394,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-146.1104005733825
PF8_T_395,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,252.9285083897998
PF8_T_396,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,232.90414080036246
PF8_T_397,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,232.90414080036246
PF8_T_398,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,232.90414080036246
PF8_T_399,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,222.5640649269735
PF8_T_400,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,271.24920698864736
PF8_T_401,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,103.41169043817023
PF8_T_402,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-173.4787265333727
PF8_T_403,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,95.30889921764965
PF8_T_404,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,95.30889921764965
PF8_T_405,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,200.55717131416364
PF8_T_406,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,184.86945494527438
PF8_T_407,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,262.2390389661868
PF8_T_408,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,241.711015854763
PF8_T_409,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,246.9537873786773
PF8_T_410,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,227.37807822150725
PF8_T_411,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-179.81159899325186
PF8_T_412,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,191.4329052230275
PF8_T_413,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,191.4329052230275
PF8_T_414,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-165.5523940705152
PF8_T_415,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-165.5523940705152
PF8_T_416,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-179.69129843598265
PF8_T_417,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,216.8298617084528
PF8_T_418,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-183.04480464386023
PF8_T_419,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,215.2993338821143
PF8_T_420,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,223.19132888265284
PF8_T_421,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-184.6487063543529
PF8_T_422,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-179.04561114153736
PF8_T_423,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,205.70098450755103
PF8_T_424,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,217.495905653403
PF8_T_425,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-164.8481960176964
PF8_T_426,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,200.44895161790137
PF8_T_427,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,200.44895161790137
PF8_T_428,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,200.44895161790137
PF8_T_429,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,209.81542455040707
PF8_T_430,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,193.38918428279416
PF8_T_431,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,240.54167595074588
PF8_T_432,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-185.4519674662941
PF8_T_433,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,245.05779631093353
PF8_T_434,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,276.8623237901125
PF8_T_435,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,254.89389861528917
PF8_T_436,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,254.89389861528917
PF8_T_437,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,254.89389861528917
PF8_T_438,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,241.73060824877095
PF8_T_439,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,219.52064582736884
PF8_T_440,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,202.33415481394658
PF8_T_441,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,267.90103293591324
PF8_T_442,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,246.6992930265446
PF8_T_443,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,289.9062559903471
PF8_T_444,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,266.9274844007373
PF8_T_445,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,209.80242630679282
PF8_T_446,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,217.56450419866115
PF8_T_447,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,254.52463381332115
PF8_T_448,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-193.32500490738218
PF8_T_449,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,250.013414396114
PF8_T_450,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,230.4337318741648
PF8_T_451,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-197.7731759679123
PF8_T_452,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,260.2612097566696
PF8_T_453,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,212.4328795342894
PF8_T_454,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,212.4328795342894
PF8_T_455,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-199.42253133210346
PF8_T_456,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-199.42253133210346
PF8_T_457,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-194.90513993571344
PF8_T_458,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,157.32067244764454
PF8_T_459,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,144.86257476530244
PF8_T_460,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,155.36988536839226
PF8_T_461,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,159.87816529135287
PF8_T_462,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-114.86032300555948
PF8_T_463,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,147.20433512624405
PF8_T_464,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,147.20433512624405
PF8_T_465,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,259.3129470390995
PF8_T_466,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-207.51423899282304
PF8_T_467,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-105.85385928672193
PF8_T_468,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,238.76247392332272
PF8_T_469,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-182.9837743941746
PF8_T_470,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-102.38007934518727
PF8_T_471,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,111.99078493693008
PF8_T_472,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-186.235082231336
PF8_T_473,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,103.22435431035038
PF8_T_474,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,283.74609426185145
PF8_T_475,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-185.14693094345773
PF8_T_476,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,217.8918601037873
PF8_T_477,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,226.39937484894068
PF8_T_478,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-188.10455315338592
PF8_T_479,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-188.10455315338592
PF8_T_480,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,85.36362959371944
PF8_T_481,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,208.6734657081464
PF8_T_482,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,177.38463639111197
PF8_T_483,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,78.59672415371028
PF8_T_484,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,82.00816390263091
PF8_T_485,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,169.42895909015692
PF8_T_486,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,128.57862584921315
PF8_T_487,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,215.52847145044544
PF8_T_488,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-181.6611981113105
PF8_T_489,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-181.278971336913
PF8_T_490,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-181.278971336913
PF8_T_491,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,75.50528657876194
PF8_T_492,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,75.50528657876194
PF8_T_493,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,75.50528657876194
PF8_T_494,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-172.0641626720817
PF8_T_495,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-172.0641626720817
PF8_T_496,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,172.56282330220796
PF8_T_497,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,176.4300102352687
PF8_T_498,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-177.35371151914686
PF8_T_499,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,162.4492778183862
PF8_T_500,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,114.21613730652972
PF8_T_501,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,154.96519203904919
PF8_T_502,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-185.54653243084226
PF8_T_503,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,212.22116195856543
PF8_T_504,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,113.3464158106744
PF8_T_505,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-177.90593739094027
PF8_T_506,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-177.90593739094027
PF8_T_507,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,104.46716446175202
PF8_T_508,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,223.1195473211517
PF8_T_509,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,205.6391308769691
PF8_T_510,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-185.7007832183418
PF8_T_511,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,239.7180816816086
PF8_T_512,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,234.39558414308496
PF8_T_513,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-184.3907909534973
PF8_T_514,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-205.4383869728067
PF8_T_515,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-205.4383869728067
PF8_T_516,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-181.91703296930692
PF8_T_517,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-167.49869750090207
PF8_T_518,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-167.49869750090207
PF8_T_519,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-167.49869750090207
PF8_T_520,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-179.44198996164712
PF8_T_521,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,236.80271722317622
PF8_T_522,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,218.03396129093974
PF8_T_523,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,218.03396129093974
PF8_T_524,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,111.23146339771151
PF8_T_525,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,102.41532185963675
PF8_T_526,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,223.19433799531689
PF8_T_527,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,216.9818879253288
PF8_T_528,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-173.04418752826558
PF8_T_529,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,-173.04418752826558
PF8_T_530,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-173.2609529595314
PF8_T_531,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,232.06804254995834
PF8_T_532,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-85.26867656501211
PF8_T_533,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,213.67539822009752
PF8_T_534,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,-179.43959451477647
PF8_T_535,PF8.0,NO,YES,YES,YES,NO,YES,YES,Tokyo Session Squeeze,209.50695242761995
PF8_T_536,PF8.0,NO,YES,YES,YES,NO,YES,YES,VWAP Reclaim,156.04518799950418
