net_pnl,trades,profit_factor,max_dd_pct,positive_months,negative_months,zero_months,win_rate,winners,losers,average_winner,average_loser,expectancy,avg_r,best_trade,worst_trade,sleeve,combined_adverse,trade_log_hash,signal_behavior_hash,live_known
-2201.9845193646197,192,0.7801165404731717,27.37434739415233,26,45,7,0.4010416666666667,77,115,101.45897280566557,-87.08109065565972,-11.468669371690728,-0.04168056895109388,153.6080651335223,-158.16205351074296,second_retest,-5705.992688701484,69b6f51fd0adebd3cc57756fc83bf3d85d6e6a0d3b5e6fd1e171ca0105317d82,d56af72c24cf636cdd13627826f1daad5390949bbe11ec4e0703a238f95325f2,YES
0.0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,vwap_reclaim,0.0,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,YES
-2509.616066937656,110,0.5769327388061194,24.48571655041346,21,31,26,0.34545454545454546,38,72,90.06155780950255,-82.38826755137156,-22.814691517615053,-0.1513662763698657,144.32982029193985,-129.995269223986,session_breakout,-4336.587618573694,b6e991242da39cb75e263f0eafd04573c4b86b4cc6eb97141ae56e3912725c84,325eae3e64289267967a62756c338a947944735c0f78dc8797e0d05a5801b2e3,YES
-5289.301324192607,434,0.7346152401789925,55.98624142394223,25,53,0,0.4055299539170507,176,258,83.18970721791726,-77.25073563777536,-12.187330240075132,-0.07658407243999106,158.55815448086557,-141.3169802344649,pullback_reclaim,-12200.382139064466,bc601aeb9a42367c721556670e2b033a62ec8bb4cc6fd6146b2caaa1ff075f05,d8073b11f8c47deec8959b183ee24e4b4ce837585262a4641d7558c3c871dd23,YES
